settlementDate,settlementPeriod,side,stack_rank,id,resolved_bmu_id,disbsad_service,disbsad_partyId,disbsad_assetId,disbsad_cost,disbsad_volume,disbsad_implied_price,finalPrice,volume
2026-01-05,30,offer,32,24,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,5011.5,25.0,200.46,200.46,25.0
2026-01-05,31,offer,4,2,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,19976.65,115.0,173.71,173.71,115.0
2026-01-05,31,offer,5,1,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,6026.13,33.0,182.61,182.61,33.0
2026-01-05,31,offer,6,7,I_ING-COPN1,Energy,Copenhagen Energy Trading A/S,ING-COPN1,7184.66,37.0,194.18,194.18,37.0
2026-01-05,31,offer,7,3,I_ING-MFTE1,Energy,MFT Energy A/S,ING-MFTE1,7341.6,35.0,209.76000000000002,209.76,35.0
2026-01-05,31,offer,8,6,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,2799.0,12.5,223.92,223.92,12.5
2026-01-05,31,offer,11,5,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,2861.5,12.5,228.92,228.92,12.5
2026-01-05,31,offer,12,4,I_IBG-ELTR1,Energy,ElectroRoute Energy Trading Limited,IBG-ELTR1,1163.3,5.0,232.66,232.66,5.0
2026-01-05,32,offer,8,1,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,19976.65,115.0,173.71,173.71,115.0
2026-01-05,32,offer,12,4,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,6026.13,33.0,182.61,182.61,33.0
2026-01-05,32,offer,13,7,I_ING-COPN1,Energy,Copenhagen Energy Trading A/S,ING-COPN1,7184.66,37.0,194.18,194.18,37.0
2026-01-05,32,offer,14,2,I_ING-MFTE1,Energy,MFT Energy A/S,ING-MFTE1,7341.6,35.0,209.76000000000002,209.76,35.0
2026-01-05,32,offer,15,3,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,2799.0,12.5,223.92,223.92,12.5
2026-01-05,32,offer,19,6,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,2861.5,12.5,228.92,228.92,12.5
2026-01-05,32,offer,20,5,I_IBG-ELTR1,Energy,ElectroRoute Energy Trading Limited,IBG-ELTR1,1163.3,5.0,232.66,232.66,5.0
2026-01-05,33,offer,2,19,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8463.6,20.0,423.18,423.18,20.0
2026-01-05,33,offer,3,20,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,11092.9,26.0,426.65,426.65,26.0
2026-01-05,33,offer,4,5,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,5375.0,12.5,430.0,430.0,12.5
2026-01-05,33,offer,5,40,I_IBG-PWMR1,Energy,PowerMart ApS,IBG-PWMR1,17200.0,40.0,430.0,430.0,40.0
2026-01-05,33,offer,6,21,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8643.8,20.0,432.18999999999994,432.19,20.0
2026-01-05,33,offer,7,6,I_ING-COPN1,Energy,Copenhagen Energy Trading A/S,ING-COPN1,10623.69,24.5,433.62,433.62,24.5
2026-01-05,33,offer,8,22,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5427.63,12.5,434.2104,434.2104,12.5
2026-01-05,33,offer,9,41,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,3479.92,8.0,434.99,434.99,8.0
2026-01-05,33,offer,10,23,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5485.13,12.5,438.8104,438.8104,12.5
2026-01-05,33,offer,11,1,I_ING-INCM1,Energy,In Commodities A/S,ING-INCM1,11032.75,25.0,441.31,441.31,25.0
2026-01-05,33,offer,12,11,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,3559.92,8.0,444.99,444.99,8.0
2026-01-05,33,offer,13,34,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,11138.0,25.0,445.52,445.52,25.0
2026-01-05,33,offer,14,28,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,11250.0,25.0,450.0,450.0,25.0
2026-01-05,33,offer,15,29,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,5625.0,12.5,450.0,450.0,12.5
2026-01-05,33,offer,16,13,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5645.5,12.5,451.64,451.64,12.5
2026-01-05,33,offer,17,42,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,3867.42,8.5,454.9905882352941,454.9905882352941,8.5
2026-01-05,33,offer,18,30,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,11500.0,25.0,460.0,460.0,25.0
2026-01-05,33,offer,19,24,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,11727.0,25.0,469.08,469.08,25.0
2026-01-05,33,offer,20,35,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4699.9,10.0,469.98999999999995,469.99,10.0
2026-01-05,33,offer,21,25,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,20492.41,43.5,471.08988505747124,471.0898850574713,43.5
2026-01-05,33,offer,22,46,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5910.13,12.5,472.8104,472.8104,12.5
2026-01-05,33,offer,23,7,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,12000.0,25.0,480.0,480.0,25.0
2026-01-05,33,offer,24,14,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,6000.0,12.5,480.0,480.0,12.5
2026-01-05,33,offer,25,8,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4849.9,10.0,484.98999999999995,484.99,10.0
2026-01-05,33,offer,26,36,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,18357.38,37.5,489.53013333333337,489.5301333333333,37.5
2026-01-05,33,offer,27,9,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,6125.0,12.5,490.0,490.0,12.5
2026-01-05,33,offer,28,37,I_IBG-EDFT1,Energy,EDF Trading Ltd,IBG-EDFT1,12412.0,25.0,496.48,496.48,25.0
2026-01-05,33,offer,29,43,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4999.9,10.0,499.98999999999995,499.99,10.0
2026-01-05,33,offer,30,31,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,6250.0,12.5,500.0,500.0,12.5
2026-01-05,33,offer,31,15,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,6335.13,12.5,506.8104,506.8104,12.5
2026-01-05,33,offer,32,10,I_IVG-EZCO1,Energy,ENZEE Commodities A/S,IVG-EZCO1,6437.38,12.5,514.9904,514.9904,12.5
2026-01-05,33,offer,33,44,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,22425.56,43.5,515.5301149425287,515.5301149425287,43.5
2026-01-05,33,offer,34,26,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,6447.25,12.5,515.78,515.78,12.5
2026-01-05,33,offer,35,45,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,12816.93,24.5,523.14,523.14,24.5
2026-01-05,33,offer,36,38,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,20007.38,37.5,533.5301333333333,533.5301333333333,37.5
2026-01-05,33,offer,37,2,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,15396.56,28.5,540.2301754385965,540.2301754385965,28.5
2026-01-05,33,offer,38,39,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,6760.12,12.5,540.8096,540.8096,12.5
2026-01-05,33,offer,39,32,I_IBG-EDFT1,Energy,EDF Trading Ltd,IBG-EDFT1,12214.13,22.5,542.8502222222222,542.8502222222222,22.5
2026-01-05,33,offer,40,33,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,6892.63,12.5,551.4104,551.4104,12.5
2026-01-05,33,offer,41,16,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,13885.13,24.5,566.74,566.74,24.5
2026-01-05,33,offer,42,3,I_IVG-INCM1,Energy,In Commodities A/S,IVG-INCM1,1710.63,3.0,570.21,570.21,3.0
2026-01-05,34,offer,3,38,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8463.6,20.0,423.18,423.18,20.0
2026-01-05,34,offer,4,39,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,11092.9,26.0,426.65,426.65,26.0
2026-01-05,34,offer,5,9,I_IBG-PWMR1,Energy,PowerMart ApS,IBG-PWMR1,17200.0,40.0,430.0,430.0,40.0
2026-01-05,34,offer,6,25,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,5375.0,12.5,430.0,430.0,12.5
2026-01-05,34,offer,7,5,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8643.8,20.0,432.18999999999994,432.19,20.0
2026-01-05,34,offer,8,19,I_ING-COPN1,Energy,Copenhagen Energy Trading A/S,ING-COPN1,10623.69,24.5,433.62,433.62,24.5
2026-01-05,34,offer,9,15,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5427.63,12.5,434.2104,434.2104,12.5
2026-01-05,34,offer,10,46,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,3479.92,8.0,434.99,434.99,8.0
2026-01-05,34,offer,11,10,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5485.13,12.5,438.8104,438.8104,12.5
2026-01-05,34,offer,12,26,I_ING-INCM1,Energy,In Commodities A/S,ING-INCM1,11032.75,25.0,441.31,441.31,25.0
2026-01-05,34,offer,13,27,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,3559.92,8.0,444.99,444.99,8.0
2026-01-05,34,offer,14,2,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,11138.0,25.0,445.52,445.52,25.0
2026-01-05,34,offer,15,34,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,11250.0,25.0,450.0,450.0,25.0
2026-01-05,34,offer,16,35,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,5625.0,12.5,450.0,450.0,12.5
2026-01-05,34,offer,17,28,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5645.5,12.5,451.64,451.64,12.5
2026-01-05,34,offer,18,40,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,3867.42,8.5,454.9905882352941,454.9905882352941,8.5
2026-01-05,34,offer,19,29,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,11500.0,25.0,460.0,460.0,25.0
2026-01-05,34,offer,20,41,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,11727.0,25.0,469.08,469.08,25.0
2026-01-05,34,offer,21,16,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4699.9,10.0,469.98999999999995,469.99,10.0
2026-01-05,34,offer,22,42,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,20492.41,43.5,471.08988505747124,471.0898850574713,43.5
2026-01-05,34,offer,23,30,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5910.13,12.5,472.8104,472.8104,12.5
2026-01-05,34,offer,24,6,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,6000.0,12.5,480.0,480.0,12.5
2026-01-05,34,offer,25,20,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,12000.0,25.0,480.0,480.0,25.0
2026-01-05,34,offer,26,11,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4849.9,10.0,484.98999999999995,484.99,10.0
2026-01-05,34,offer,27,21,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,18357.38,37.5,489.53013333333337,489.5301333333333,37.5
2026-01-05,34,offer,28,43,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,6125.0,12.5,490.0,490.0,12.5
2026-01-05,34,offer,29,17,I_IBG-EDFT1,Energy,EDF Trading Ltd,IBG-EDFT1,12412.0,25.0,496.48,496.48,25.0
2026-01-05,34,offer,30,22,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4999.9,10.0,499.98999999999995,499.99,10.0
2026-01-05,34,offer,31,44,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,6250.0,12.5,500.0,500.0,12.5
2026-01-05,34,offer,32,36,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,6335.13,12.5,506.8104,506.8104,12.5
2026-01-05,34,offer,33,7,I_IVG-EZCO1,Energy,ENZEE Commodities A/S,IVG-EZCO1,6437.38,12.5,514.9904,514.9904,12.5
2026-01-05,34,offer,34,12,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,22425.56,43.5,515.5301149425287,515.5301149425287,43.5
2026-01-05,34,offer,35,13,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,6447.25,12.5,515.78,515.78,12.5
2026-01-05,34,offer,36,37,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,12816.93,24.5,523.14,523.14,24.5
2026-01-05,34,offer,38,45,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,20007.38,37.5,533.5301333333333,533.5301333333333,37.5
2026-01-05,34,offer,39,14,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,15396.56,28.5,540.2301754385965,540.2301754385965,28.5
2026-01-05,34,offer,40,3,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,6760.12,12.5,540.8096,540.8096,12.5
2026-01-05,34,offer,41,18,I_IBG-EDFT1,Energy,EDF Trading Ltd,IBG-EDFT1,12214.13,22.5,542.8502222222222,542.8502222222222,22.5
2026-01-05,34,offer,42,23,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,6892.63,12.5,551.4104,551.4104,12.5
2026-01-05,34,offer,43,31,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,13885.13,24.5,566.74,566.74,24.5
2026-01-05,34,offer,44,32,I_IVG-INCM1,Energy,In Commodities A/S,IVG-INCM1,1710.63,3.0,570.21,570.21,3.0
2026-01-05,35,offer,3,24,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,9750.0,25.0,390.0,390.0,25.0
2026-01-05,35,offer,4,3,I_IBG-PWMR1,Energy,PowerMart ApS,IBG-PWMR1,7800.0,19.5,400.0,400.0,19.5
2026-01-05,35,offer,5,39,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8067.4,20.0,403.37,403.37,20.0
2026-01-05,35,offer,6,16,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,5063.0,12.5,405.04,405.04,12.5
2026-01-05,35,offer,7,17,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8247.6,20.0,412.38,412.38,20.0
2026-01-05,35,offer,8,18,I_ING-ELTR1,Energy,ElectroRoute Energy Trading Limited,ING-ELTR1,12454.2,30.0,415.14000000000004,415.14,30.0
2026-01-05,35,offer,9,4,I_IBG-PWMR1,Energy,PowerMart ApS,IBG-PWMR1,21000.0,50.0,420.0,420.0,50.0
2026-01-05,35,offer,10,19,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,10500.0,25.0,420.0,420.0,25.0
2026-01-05,35,offer,11,20,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,10500.0,25.0,420.0,420.0,25.0
2026-01-05,35,offer,12,25,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5261.0,12.5,420.88,420.88,12.5
2026-01-05,35,offer,13,40,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5318.63,12.5,425.4904,425.4904,12.5
2026-01-05,35,offer,14,5,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,5374.88,12.5,429.9904,429.9904,12.5
2026-01-05,35,offer,15,26,I_ING-ELTR1,Energy,ElectroRoute Energy Trading Limited,ING-ELTR1,12977.4,30.0,432.58,432.58,30.0
2026-01-05,35,offer,16,33,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,5438.0,12.5,435.04,435.04,12.5
2026-01-05,35,offer,17,44,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,7634.9,17.5,436.28,436.28,17.5
2026-01-05,35,offer,18,34,I_IVG-HELI1,Energy,Helios Power Trading A/S,IVG-HELI1,5488.0,12.5,439.04,439.04,12.5
2026-01-05,35,offer,19,11,I_ING-INCM1,Energy,In Commodities A/S,ING-INCM1,16554.75,37.5,441.46,441.46,37.5
2026-01-05,35,offer,20,45,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,11036.75,25.0,441.47,441.47,25.0
2026-01-05,35,offer,21,22,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,16665.75,37.5,444.42,444.42,37.5
2026-01-05,35,offer,22,6,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,5562.38,12.5,444.9904,444.9904,12.5
2026-01-05,35,offer,23,12,I_IBG-VOLT1,Energy,Volta Energy Designated Activity Company,IBG-VOLT1,44128.0,98.5,448.0,448.0,98.5
2026-01-05,35,offer,24,23,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,11250.0,25.0,450.0,450.0,25.0
2026-01-05,35,offer,25,46,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5686.0,12.5,454.88,454.88,12.5
2026-01-05,35,offer,26,27,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,5749.88,12.5,459.9904,459.9904,12.5
2026-01-05,35,offer,27,21,I_IVG-MFTE1,Energy,MFT Energy A/S,IVG-MFTE1,23011.0,50.0,460.22,460.22,50.0
2026-01-05,35,offer,28,28,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5754.5,12.5,460.36,460.36,12.5
2026-01-05,35,offer,29,13,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,5813.0,12.5,465.04,465.04,12.5
2026-01-05,35,offer,30,7,I_ING-ELTR1,Energy,ElectroRoute Energy Trading Limited,ING-ELTR1,14023.5,30.0,467.45,467.45,30.0
2026-01-05,35,offer,31,35,I_IVG-HELI1,Energy,Helios Power Trading A/S,IVG-HELI1,5913.0,12.5,473.04,473.04,12.5
2026-01-05,35,offer,32,41,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4749.9,10.0,474.98999999999995,474.99,10.0
2026-01-05,35,offer,33,36,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,11748.98,24.5,479.5502040816326,479.55020408163267,24.5
2026-01-05,35,offer,34,37,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,18205.13,37.5,485.47013333333337,485.4701333333333,37.5
2026-01-05,35,offer,35,47,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,18332.63,37.5,488.87013333333334,488.87013333333334,37.5
2026-01-05,35,offer,36,29,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,6111.0,12.5,488.88,488.88,12.5
2026-01-05,35,offer,37,8,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,12242.0,25.0,489.68,489.68,25.0
2026-01-05,35,offer,38,9,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4899.9,10.0,489.98999999999995,489.99,10.0
2026-01-05,35,offer,39,30,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,6188.0,12.5,495.04,495.04,12.5
2026-01-05,35,offer,40,42,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,9161.39,18.5,495.21027027027026,495.21027027027026,18.5
2026-01-05,35,offer,41,31,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,6190.5,12.5,495.24,495.24,12.5
2026-01-05,35,offer,42,43,I_IBG-EDFT1,Energy,EDF Trading Ltd,IBG-EDFT1,12412.0,25.0,496.48,496.48,25.0
2026-01-05,35,offer,43,14,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,12500.0,25.0,500.0,500.0,25.0
2026-01-05,35,offer,44,15,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,12282.83,24.5,501.34,501.34,24.5
2026-01-05,35,offer,45,38,I_IVG-EZCO1,Energy,ENZEE Commodities A/S,IVG-EZCO1,4797.41,9.5,504.99052631578945,504.99052631578945,9.5
2026-01-05,36,offer,19,22,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,9750.0,25.0,390.0,390.0,25.0
2026-01-05,36,offer,20,39,I_IBG-PWMR1,Energy,PowerMart ApS,IBG-PWMR1,7800.0,19.5,400.0,400.0,19.5
2026-01-05,36,offer,21,40,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8067.4,20.0,403.37,403.37,20.0
2026-01-05,36,offer,22,14,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,5063.0,12.5,405.04,405.04,12.5
2026-01-05,36,offer,23,23,I_IVG-NITR1,Energy,Nitor Energy A/S,IVG-NITR1,8247.6,20.0,412.38,412.38,20.0
2026-01-05,36,offer,24,15,I_ING-ELTR1,Energy,ElectroRoute Energy Trading Limited,ING-ELTR1,12454.2,30.0,415.14000000000004,415.14,30.0
2026-01-05,36,offer,25,11,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,10500.0,25.0,420.0,420.0,25.0
2026-01-05,36,offer,26,31,I_IVG-PWMR1,Energy,PowerMart ApS,IVG-PWMR1,10500.0,25.0,420.0,420.0,25.0
2026-01-05,36,offer,27,48,I_IBG-PWMR1,Energy,PowerMart ApS,IBG-PWMR1,21000.0,50.0,420.0,420.0,50.0
2026-01-05,36,offer,28,2,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5261.0,12.5,420.88,420.88,12.5
2026-01-05,36,offer,29,24,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5318.63,12.5,425.4904,425.4904,12.5
2026-01-05,36,offer,30,44,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,5374.88,12.5,429.9904,429.9904,12.5
2026-01-05,36,offer,31,32,I_ING-ELTR1,Energy,ElectroRoute Energy Trading Limited,ING-ELTR1,12977.4,30.0,432.58,432.58,30.0
2026-01-05,36,offer,32,16,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,5438.0,12.5,435.04,435.04,12.5
2026-01-05,36,offer,33,33,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,7634.9,17.5,436.28,436.28,17.5
2026-01-05,36,offer,34,17,I_IVG-HELI1,Energy,Helios Power Trading A/S,IVG-HELI1,5488.0,12.5,439.04,439.04,12.5
2026-01-05,36,offer,35,45,I_ING-INCM1,Energy,In Commodities A/S,ING-INCM1,16554.75,37.5,441.46,441.46,37.5
2026-01-05,36,offer,36,3,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,11036.75,25.0,441.47,441.47,25.0
2026-01-05,36,offer,37,25,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,16665.75,37.5,444.42,444.42,37.5
2026-01-05,36,offer,38,5,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,5562.38,12.5,444.9904,444.9904,12.5
2026-01-05,36,offer,39,41,I_IBG-VOLT1,Energy,Volta Energy Designated Activity Company,IBG-VOLT1,44128.0,98.5,448.0,448.0,98.5
2026-01-05,36,offer,40,34,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,11250.0,25.0,450.0,450.0,25.0
2026-01-05,36,offer,41,46,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,5686.0,12.5,454.88,454.88,12.5
2026-01-05,36,offer,42,42,I_ING-EZCO1,Energy,ENZEE Commodities A/S,ING-EZCO1,5749.88,12.5,459.9904,459.9904,12.5
2026-01-05,36,offer,43,6,I_IVG-MFTE1,Energy,MFT Energy A/S,IVG-MFTE1,23011.0,50.0,460.22,460.22,50.0
2026-01-05,36,offer,44,7,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5754.5,12.5,460.36,460.36,12.5
2026-01-05,36,offer,45,35,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,5813.0,12.5,465.04,465.04,12.5
2026-01-05,36,offer,46,8,I_ING-ELTR1,Energy,ElectroRoute Energy Trading Limited,ING-ELTR1,14023.5,30.0,467.45,467.45,30.0
2026-01-05,36,offer,47,26,I_IVG-HELI1,Energy,Helios Power Trading A/S,IVG-HELI1,5913.0,12.5,473.04,473.04,12.5
2026-01-05,36,offer,48,12,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4749.9,10.0,474.98999999999995,474.99,10.0
2026-01-05,36,offer,49,47,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,11748.98,24.5,479.5502040816326,479.55020408163267,24.5
2026-01-05,36,offer,50,18,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,18205.13,37.5,485.47013333333337,485.4701333333333,37.5
2026-01-05,36,offer,51,27,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,18332.63,37.5,488.87013333333334,488.87013333333334,37.5
2026-01-05,36,offer,52,36,I_IBG-HELI1,Energy,Helios Power Trading A/S,IBG-HELI1,6111.0,12.5,488.88,488.88,12.5
2026-01-05,36,offer,53,43,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,12242.0,25.0,489.68,489.68,25.0
2026-01-05,36,offer,54,28,I_IBG-EZCO1,Energy,ENZEE Commodities A/S,IBG-EZCO1,4899.9,10.0,489.98999999999995,489.99,10.0
2026-01-05,36,offer,55,19,I_ING-HELI1,Energy,Helios Power Trading A/S,ING-HELI1,6188.0,12.5,495.04,495.04,12.5
2026-01-05,36,offer,56,29,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,9161.39,18.5,495.21027027027026,495.21027027027026,18.5
2026-01-05,36,offer,57,4,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,6190.5,12.5,495.24,495.24,12.5
2026-01-05,36,offer,58,9,I_IBG-EDFT1,Energy,EDF Trading Ltd,IBG-EDFT1,12412.0,25.0,496.48,496.48,25.0
2026-01-05,36,offer,59,20,I_IBG-ELEE1,Energy,Electrabel SA,IBG-ELEE1,12500.0,25.0,500.0,500.0,25.0
2026-01-05,36,offer,60,30,I_IBG-NORL1,Energy,Norlys Energy Trading A/S,IBG-NORL1,12282.83,24.5,501.34,501.34,24.5
2026-01-05,36,offer,61,13,I_IVG-EZCO1,Energy,ENZEE Commodities A/S,IVG-EZCO1,4797.41,9.5,504.99052631578945,504.99052631578945,9.5
2026-01-05,37,offer,60,11,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,29767.0,100.0,297.67,297.67,100.0
2026-01-05,37,offer,61,12,I_IFG-DSKC1,Energy,Danske Commodities A/S,IFG-DSKC1,7448.25,25.0,297.93,297.93,25.0
