settlementDate,settlementPeriod,side,stack_rank,id,resolved_bmu_id,disbsad_service,disbsad_partyId,disbsad_assetId,disbsad_cost,disbsad_volume,disbsad_implied_price,finalPrice,volume
2026-01-04,31,offer,1,1,I_ILG-DSKC1,Energy,Danske Commodities A/S,ILG-DSKC1,4616.5,50.0,92.33,92.33,50.0
2026-01-04,31,offer,2,2,I_IFG-EDFT1,Energy,EDF Trading Ltd,IFG-EDFT1,1870.4,20.0,93.52000000000001,93.52,20.0
2026-01-04,31,offer,3,3,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,9828.0,105.0,93.6,93.6,105.0
2026-01-04,31,offer,4,6,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,4682.0,50.0,93.64,93.64,50.0
2026-01-04,31,offer,5,4,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,4703.5,50.0,94.07,94.07,50.0
2026-01-04,31,offer,6,5,I_ILG-DSKC1,Energy,Danske Commodities A/S,ILG-DSKC1,2375.5,25.0,95.02,95.02,25.0
2026-01-04,32,offer,1,6,I_ILG-DSKC1,Energy,Danske Commodities A/S,ILG-DSKC1,4616.5,50.0,92.33,92.33,50.0
2026-01-04,32,offer,2,4,I_IFG-EDFT1,Energy,EDF Trading Ltd,IFG-EDFT1,1870.4,20.0,93.52000000000001,93.52,20.0
2026-01-04,32,offer,3,1,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,9828.0,105.0,93.6,93.6,105.0
2026-01-04,32,offer,4,2,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,4682.0,50.0,93.64,93.64,50.0
2026-01-04,32,offer,5,5,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,4703.5,50.0,94.07,94.07,50.0
2026-01-04,32,offer,6,3,I_ILG-DSKC1,Energy,Danske Commodities A/S,ILG-DSKC1,2375.5,25.0,95.02,95.02,25.0
2026-01-04,33,offer,12,4,I_IFG-EDFT1,Energy,EDF Trading Ltd,IFG-EDFT1,2205.6,20.0,110.28,110.28,20.0
2026-01-04,33,offer,13,2,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5528.0,50.0,110.56,110.56,50.0
2026-01-04,33,offer,14,3,I_ILG-DSKC1,Energy,Danske Commodities A/S,ILG-DSKC1,5530.0,50.0,110.6,110.6,50.0
2026-01-04,33,offer,15,7,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,11143.0,100.0,111.43,111.43,100.0
2026-01-04,33,offer,16,5,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,5573.5,50.0,111.47,111.47,50.0
2026-01-04,33,offer,17,1,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,5595.0,50.0,111.9,111.9,50.0
2026-01-04,33,offer,18,6,I_IFG-INCM1,Energy,In Commodities A/S,IFG-INCM1,3362.1,30.0,112.07,112.07,30.0
2026-01-04,34,offer,14,5,I_IFG-EDFT1,Energy,EDF Trading Ltd,IFG-EDFT1,2205.6,20.0,110.28,110.28,20.0
2026-01-04,34,offer,15,3,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,5528.0,50.0,110.56,110.56,50.0
2026-01-04,34,offer,16,1,I_ILG-DSKC1,Energy,Danske Commodities A/S,ILG-DSKC1,5530.0,50.0,110.6,110.6,50.0
2026-01-04,34,offer,17,2,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,11143.0,100.0,111.43,111.43,100.0
2026-01-04,34,offer,18,4,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,5573.5,50.0,111.47,111.47,50.0
2026-01-04,34,offer,19,7,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,5595.0,50.0,111.9,111.9,50.0
2026-01-04,34,offer,20,6,I_IFG-INCM1,Energy,In Commodities A/S,IFG-INCM1,3362.1,30.0,112.07,112.07,30.0
2026-01-04,35,offer,16,5,I_ING-NEAS1,Energy,Centrica Energy Trading A/S,ING-NEAS1,5658.5,50.0,113.17,113.17,50.0
2026-01-04,35,offer,17,3,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,5660.5,50.0,113.21,113.21,50.0
2026-01-04,35,offer,18,4,I_IFG-EDFT1,Energy,EDF Trading Ltd,IFG-EDFT1,2276.2,20.0,113.80999999999999,113.81,20.0
2026-01-04,35,offer,19,6,I_IFG-COPN1,Energy,Copenhagen Energy Trading A/S,IFG-COPN1,2849.75,25.0,113.99,113.99,25.0
2026-01-04,35,offer,20,7,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,11410.0,100.0,114.1,114.1,100.0
2026-01-04,35,offer,21,1,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,2857.25,25.0,114.29,114.29,25.0
2026-01-04,35,offer,22,8,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,5723.5,50.0,114.47,114.47,50.0
2026-01-04,35,offer,23,2,I_IFG-INCM1,Energy,In Commodities A/S,IFG-INCM1,573.2,5.0,114.64000000000001,114.64,5.0
2026-01-04,36,offer,15,3,I_ING-NEAS1,Energy,Centrica Energy Trading A/S,ING-NEAS1,5658.5,50.0,113.17,113.17,50.0
2026-01-04,36,offer,16,4,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,5660.5,50.0,113.21,113.21,50.0
2026-01-04,36,offer,17,8,I_IFG-EDFT1,Energy,EDF Trading Ltd,IFG-EDFT1,2276.2,20.0,113.80999999999999,113.81,20.0
2026-01-04,36,offer,18,1,I_IFG-COPN1,Energy,Copenhagen Energy Trading A/S,IFG-COPN1,2849.75,25.0,113.99,113.99,25.0
2026-01-04,36,offer,19,5,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,11410.0,100.0,114.1,114.1,100.0
2026-01-04,36,offer,20,2,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,2857.25,25.0,114.29,114.29,25.0
2026-01-04,36,offer,21,6,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,5723.5,50.0,114.47,114.47,50.0
2026-01-04,36,offer,22,7,I_IFG-INCM1,Energy,In Commodities A/S,IFG-INCM1,573.2,5.0,114.64000000000001,114.64,5.0
2026-01-04,37,offer,10,4,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,11321.0,100.0,113.21,113.21,100.0
2026-01-04,37,offer,11,5,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,5660.5,50.0,113.21,113.21,50.0
2026-01-04,37,offer,12,2,I_IFG-COPN1,Energy,Copenhagen Energy Trading A/S,IFG-COPN1,2849.75,25.0,113.99,113.99,25.0
2026-01-04,37,offer,13,1,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,5705.5,50.0,114.11,114.11,50.0
2026-01-04,37,offer,14,3,I_IFG-INCM1,Energy,In Commodities A/S,IFG-INCM1,2857.0,25.0,114.28,114.28,25.0
2026-01-04,38,offer,7,2,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,5660.5,50.0,113.21,113.21,50.0
2026-01-04,38,offer,8,3,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,11321.0,100.0,113.21,113.21,100.0
2026-01-04,38,offer,9,5,I_IFG-COPN1,Energy,Copenhagen Energy Trading A/S,IFG-COPN1,2849.75,25.0,113.99,113.99,25.0
2026-01-04,38,offer,10,4,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,5705.5,50.0,114.11,114.11,50.0
2026-01-04,38,offer,11,1,I_IFG-INCM1,Energy,In Commodities A/S,IFG-INCM1,2857.0,25.0,114.28,114.28,25.0
2026-01-04,39,offer,9,11,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,4180.13,37.5,111.47013333333334,111.47013333333334,37.5
2026-01-04,39,offer,10,4,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2802.5,25.0,112.1,112.1,25.0
2026-01-04,39,offer,11,9,I_IFG-DSKC1,Energy,Danske Commodities A/S,IFG-DSKC1,2809.5,25.0,112.38,112.38,25.0
2026-01-04,39,offer,12,2,I_IBG-NTPL1,Energy,Northpool B.V.,IBG-NTPL1,5649.5,50.0,112.99,112.99,50.0
2026-01-04,39,offer,13,1,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2825.0,25.0,113.0,113.0,25.0
2026-01-04,39,offer,14,7,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2833.25,25.0,113.33,113.33,25.0
2026-01-04,39,offer,15,3,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,11950.05,105.0,113.80999999999999,113.81,105.0
2026-01-04,39,offer,16,5,I_I2G-ELEE1,Energy,Electrabel SA,I2G-ELEE1,2850.0,25.0,114.0,114.0,25.0
2026-01-04,39,offer,17,8,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,4281.38,37.5,114.17013333333334,114.17013333333334,37.5
2026-01-04,39,offer,18,10,I_IFG-NITR1,Energy,Nitor Energy A/S,IFG-NITR1,4914.04,43.0,114.28,114.28,43.0
2026-01-04,39,offer,19,6,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,229.42,2.0,114.71,114.71,2.0
2026-01-04,40,offer,11,4,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,4180.13,37.5,111.47013333333334,111.47013333333334,37.5
2026-01-04,40,offer,12,7,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2802.5,25.0,112.1,112.1,25.0
2026-01-04,40,offer,13,1,I_IFG-DSKC1,Energy,Danske Commodities A/S,IFG-DSKC1,2809.5,25.0,112.38,112.38,25.0
2026-01-04,40,offer,14,10,I_IBG-NTPL1,Energy,Northpool B.V.,IBG-NTPL1,5649.5,50.0,112.99,112.99,50.0
2026-01-04,40,offer,15,6,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2825.0,25.0,113.0,113.0,25.0
2026-01-04,40,offer,16,8,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2833.25,25.0,113.33,113.33,25.0
2026-01-04,40,offer,17,5,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,11950.05,105.0,113.80999999999999,113.81,105.0
2026-01-04,40,offer,18,9,I_I2G-ELEE1,Energy,Electrabel SA,I2G-ELEE1,2850.0,25.0,114.0,114.0,25.0
2026-01-04,40,offer,19,11,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,4281.38,37.5,114.17013333333334,114.17013333333334,37.5
2026-01-04,40,offer,20,2,I_IFG-NITR1,Energy,Nitor Energy A/S,IFG-NITR1,4914.04,43.0,114.28,114.28,43.0
2026-01-04,40,offer,21,3,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,229.42,2.0,114.71,114.71,2.0
2026-01-04,41,offer,13,11,I_IFG-DSKC1,Energy,Danske Commodities A/S,IFG-DSKC1,2547.0,25.0,101.88,101.88,25.0
2026-01-04,41,offer,14,5,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3853.88,37.5,102.77013333333333,102.77013333333333,37.5
2026-01-04,41,offer,15,12,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2587.5,25.0,103.5,103.5,25.0
2026-01-04,41,offer,16,1,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2605.0,25.0,104.2,104.2,25.0
2026-01-04,41,offer,17,13,I_IBG-NTPL1,Energy,Northpool B.V.,IBG-NTPL1,5214.5,50.0,104.29,104.29,50.0
2026-01-04,41,offer,18,2,I_IFG-ELTR1,Energy,ElectroRoute Energy Trading Limited,IFG-ELTR1,2087.4,20.0,104.37,104.37,20.0
2026-01-04,41,offer,19,14,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2614.5,25.0,104.58,104.58,25.0
2026-01-04,41,offer,20,7,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,15717.0,150.0,104.78,104.78,150.0
2026-01-04,41,offer,21,3,I_I2G-ELTR1,Energy,ElectroRoute Energy Trading Limited,I2G-ELTR1,2099.0,20.0,104.95,104.95,20.0
2026-01-04,41,offer,22,15,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2625.0,25.0,105.0,105.0,25.0
2026-01-04,41,offer,23,10,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3955.13,37.5,105.47013333333334,105.47013333333334,37.5
2026-01-04,41,offer,24,18,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,1529.46,14.5,105.48,105.48,14.5
2026-01-04,41,offer,25,16,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,5284.0,50.0,105.68,105.68,50.0
2026-01-04,41,offer,26,4,I_I2G-ELEE1,Energy,Electrabel SA,I2G-ELEE1,2650.0,25.0,106.0,106.0,25.0
2026-01-04,41,offer,27,17,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2553.12,24.0,106.38,106.38,24.0
2026-01-04,41,offer,28,8,I_ILG-INCM1,Energy,In Commodities A/S,ILG-INCM1,2663.25,25.0,106.53,106.53,25.0
2026-01-04,41,offer,29,6,I_IFG-COPN1,Energy,Copenhagen Energy Trading A/S,IFG-COPN1,5328.0,50.0,106.56,106.56,50.0
2026-01-04,41,offer,30,9,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,2291.47,21.5,106.57999999999998,106.58,21.5
2026-01-04,42,offer,5,11,I_IFG-DSKC1,Energy,Danske Commodities A/S,IFG-DSKC1,2547.0,25.0,101.88,101.88,25.0
2026-01-04,42,offer,6,14,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3853.88,37.5,102.77013333333333,102.77013333333333,37.5
2026-01-04,42,offer,7,15,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2587.5,25.0,103.5,103.5,25.0
2026-01-04,42,offer,9,12,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2605.0,25.0,104.2,104.2,25.0
2026-01-04,42,offer,10,5,I_IBG-NTPL1,Energy,Northpool B.V.,IBG-NTPL1,5214.5,50.0,104.29,104.29,50.0
2026-01-04,42,offer,11,6,I_IFG-ELTR1,Energy,ElectroRoute Energy Trading Limited,IFG-ELTR1,2087.4,20.0,104.37,104.37,20.0
2026-01-04,42,offer,12,7,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2614.5,25.0,104.58,104.58,25.0
2026-01-04,42,offer,13,1,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,15717.0,150.0,104.78,104.78,150.0
2026-01-04,42,offer,14,4,I_I2G-ELTR1,Energy,ElectroRoute Energy Trading Limited,I2G-ELTR1,2099.0,20.0,104.95,104.95,20.0
2026-01-04,42,offer,15,2,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2625.0,25.0,105.0,105.0,25.0
2026-01-04,42,offer,16,16,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3955.13,37.5,105.47013333333334,105.47013333333334,37.5
2026-01-04,42,offer,17,3,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,1529.46,14.5,105.48,105.48,14.5
2026-01-04,42,offer,18,17,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,5284.0,50.0,105.68,105.68,50.0
2026-01-04,42,offer,19,8,I_I2G-ELEE1,Energy,Electrabel SA,I2G-ELEE1,2650.0,25.0,106.0,106.0,25.0
2026-01-04,42,offer,20,9,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2553.12,24.0,106.38,106.38,24.0
2026-01-04,42,offer,21,13,I_ILG-INCM1,Energy,In Commodities A/S,ILG-INCM1,2663.25,25.0,106.53,106.53,25.0
2026-01-04,42,offer,22,10,I_IFG-COPN1,Energy,Copenhagen Energy Trading A/S,IFG-COPN1,5328.0,50.0,106.56,106.56,50.0
2026-01-04,42,offer,23,18,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,2291.47,21.5,106.57999999999998,106.58,21.5
2026-01-04,43,offer,1,6,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3659.25,37.5,97.58,97.58,37.5
2026-01-04,43,offer,2,1,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2471.0,25.0,98.84,98.84,25.0
2026-01-04,43,offer,3,9,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,14904.0,150.0,99.36,99.36,150.0
2026-01-04,43,offer,4,2,I_IBG-NTPL1,Energy,Northpool B.V.,IBG-NTPL1,4997.0,50.0,99.94,99.94,50.0
2026-01-04,43,offer,9,12,I_IFG-DSKC1,Energy,Danske Commodities A/S,IFG-DSKC1,2503.5,25.0,100.14,100.14,25.0
2026-01-04,43,offer,10,10,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,5013.0,50.0,100.26,100.26,50.0
2026-01-04,43,offer,11,5,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2415.12,24.0,100.63,100.63,24.0
2026-01-04,43,offer,12,3,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,1465.66,14.5,101.08000000000001,101.08,14.5
2026-01-04,43,offer,13,7,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2527.5,25.0,101.1,101.1,25.0
2026-01-04,43,offer,14,11,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,5058.0,50.0,101.16,101.16,50.0
2026-01-04,43,offer,15,8,I_IVG-MFTE1,Energy,MFT Energy A/S,IVG-MFTE1,4856.64,48.0,101.18,101.18,48.0
2026-01-04,43,offer,16,4,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,101.19,1.0,101.19,101.19,1.0
2026-01-04,44,offer,1,2,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3659.25,37.5,97.58,97.58,37.5
2026-01-04,44,offer,2,11,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2471.0,25.0,98.84,98.84,25.0
2026-01-04,44,offer,3,6,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,14904.0,150.0,99.36,99.36,150.0
2026-01-04,44,offer,4,12,I_IBG-NTPL1,Energy,Northpool B.V.,IBG-NTPL1,4997.0,50.0,99.94,99.94,50.0
2026-01-04,44,offer,10,9,I_IFG-DSKC1,Energy,Danske Commodities A/S,IFG-DSKC1,2503.5,25.0,100.14,100.14,25.0
2026-01-04,44,offer,11,10,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,5013.0,50.0,100.26,100.26,50.0
2026-01-04,44,offer,12,8,I_IBG-INCM1,Energy,In Commodities A/S,IBG-INCM1,2415.12,24.0,100.63,100.63,24.0
2026-01-04,44,offer,13,3,I_IBG-COPN1,Energy,Copenhagen Energy Trading A/S,IBG-COPN1,1465.66,14.5,101.08000000000001,101.08,14.5
2026-01-04,44,offer,14,4,I_IFG-ELEE1,Energy,Electrabel SA,IFG-ELEE1,2527.5,25.0,101.1,101.1,25.0
2026-01-04,44,offer,15,7,I_IVG-OUTL1,Energy,Outlook Energy Ltd,IVG-OUTL1,5058.0,50.0,101.16,101.16,50.0
2026-01-04,44,offer,16,5,I_IVG-MFTE1,Energy,MFT Energy A/S,IVG-MFTE1,4856.64,48.0,101.18,101.18,48.0
2026-01-04,44,offer,17,1,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,101.19,1.0,101.19,101.19,1.0
2026-01-05,17,offer,2,37,I_I2G-DSKC1,Energy,Danske Commodities A/S,I2G-DSKC1,6843.5,50.0,136.87,136.87,50.0
2026-01-05,17,offer,3,31,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3661.0,25.0,146.44,146.44,25.0
2026-01-05,17,offer,4,38,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,7457.5,50.0,149.15,149.15,50.0
2026-01-05,17,offer,6,42,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,7637.5,50.0,152.75,152.75,50.0
2026-01-05,17,offer,7,5,I_ILG-MFTE1,Energy,MFT Energy A/S,ILG-MFTE1,77.1,0.5,154.2,154.2,0.5
2026-01-05,17,offer,8,19,I_IFG-NITR1,Energy,Nitor Energy A/S,IFG-NITR1,5787.75,37.5,154.34,154.34,37.5
2026-01-05,17,offer,9,14,I_ILG-OUTL1,Energy,Outlook Energy Ltd,ILG-OUTL1,4714.39,30.5,154.57016393442623,154.57016393442623,30.5
2026-01-05,17,offer,10,6,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,7742.5,50.0,154.85,154.85,50.0
2026-01-05,17,offer,11,39,I_IFG-NORL1,Energy,Norlys Energy Trading A/S,IFG-NORL1,3809.51,24.5,155.49020408163267,155.49020408163264,24.5
2026-01-05,17,offer,12,26,I_I2G-NITR1,Energy,Nitor Energy A/S,I2G-NITR1,3903.0,25.0,156.12,156.12,25.0
2026-01-05,17,offer,13,10,I_ILG-OUTL1,Energy,Outlook Energy Ltd,ILG-OUTL1,4861.11,31.0,156.81,156.81,31.0
2026-01-05,17,offer,14,40,I_IBG-VOLT1,Energy,Volta Energy Designated Activity Company,IBG-VOLT1,4082.0,26.0,157.0,157.0,26.0
2026-01-05,18,offer,8,40,I_I2G-DSKC1,Energy,Danske Commodities A/S,I2G-DSKC1,6843.5,50.0,136.87,136.87,50.0
2026-01-05,18,offer,13,30,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,3661.0,25.0,146.44,146.44,25.0
2026-01-05,18,offer,15,8,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,7457.5,50.0,149.15,149.15,50.0
2026-01-05,18,offer,17,41,I_IVG-DSKC1,Energy,Danske Commodities A/S,IVG-DSKC1,7637.5,50.0,152.75,152.75,50.0
2026-01-05,18,offer,18,12,I_ILG-MFTE1,Energy,MFT Energy A/S,ILG-MFTE1,77.1,0.5,154.2,154.2,0.5
2026-01-05,18,offer,19,37,I_IFG-NITR1,Energy,Nitor Energy A/S,IFG-NITR1,5787.75,37.5,154.34,154.34,37.5
2026-01-05,18,offer,20,13,I_ILG-OUTL1,Energy,Outlook Energy Ltd,ILG-OUTL1,4714.39,30.5,154.57016393442623,154.57016393442623,30.5
2026-01-05,18,offer,21,31,I_IBG-NEAS1,Energy,Centrica Energy Trading A/S,IBG-NEAS1,7742.5,50.0,154.85,154.85,50.0
2026-01-05,18,offer,22,32,I_IFG-NORL1,Energy,Norlys Energy Trading A/S,IFG-NORL1,3809.51,24.5,155.49020408163267,155.49020408163264,24.5
2026-01-05,18,offer,23,42,I_I2G-NITR1,Energy,Nitor Energy A/S,I2G-NITR1,3903.0,25.0,156.12,156.12,25.0
2026-01-05,18,offer,24,14,I_ILG-OUTL1,Energy,Outlook Energy Ltd,ILG-OUTL1,4861.11,31.0,156.81,156.81,31.0
2026-01-05,18,offer,25,15,I_IBG-VOLT1,Energy,Volta Energy Designated Activity Company,IBG-VOLT1,4082.0,26.0,157.0,157.0,26.0
2026-01-05,19,offer,4,12,I_I2G-DSKC1,Energy,Danske Commodities A/S,I2G-DSKC1,6539.0,50.0,130.78,130.78,50.0
2026-01-05,19,offer,5,15,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,3452.0,25.0,138.08,138.08,25.0
2026-01-05,19,offer,6,1,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,3483.75,25.0,139.35,139.35,25.0
2026-01-05,19,offer,7,16,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,3506.5,25.0,140.26,140.26,25.0
2026-01-05,19,offer,8,4,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,3507.75,25.0,140.31,140.31,25.0
2026-01-05,19,offer,9,5,I_I2G-NITR1,Energy,Nitor Energy A/S,I2G-NITR1,3517.75,25.0,140.71,140.71,25.0
2026-01-05,19,offer,11,6,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,3528.5,25.0,141.14,141.14,25.0
2026-01-05,19,offer,12,13,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,3528.5,25.0,141.14,141.14,25.0
2026-01-05,19,offer,13,14,I_ING-NORL1,Energy,Norlys Energy Trading A/S,ING-NORL1,3467.73,24.5,141.54,141.54,24.5
2026-01-05,19,offer,14,8,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,3471.4,24.5,141.68979591836734,141.68979591836734,24.5
2026-01-05,19,offer,15,9,I_I2G-NITR1,Energy,Nitor Energy A/S,I2G-NITR1,3551.25,25.0,142.05,142.05,25.0
2026-01-05,19,offer,16,10,I_IFG-NEAS1,Energy,Centrica Energy Trading A/S,IFG-NEAS1,5349.0,37.5,142.64,142.64,37.5
2026-01-05,19,offer,17,2,I_ILG-OUTL1,Energy,Outlook Energy Ltd,ILG-OUTL1,8789.58,61.5,142.92,142.92,61.5
2026-01-05,19,offer,18,3,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,7147.0,50.0,142.94,142.94,50.0
2026-01-05,19,offer,19,11,I_I2G-NITR1,Energy,Nitor Energy A/S,I2G-NITR1,286.8,2.0,143.4,143.4,2.0
2026-01-05,20,offer,1,7,I_I2G-DSKC1,Energy,Danske Commodities A/S,I2G-DSKC1,6539.0,50.0,130.78,130.78,50.0
2026-01-05,20,offer,2,16,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,3452.0,25.0,138.08,138.08,25.0
2026-01-05,20,offer,3,8,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,3483.75,25.0,139.35,139.35,25.0
2026-01-05,20,offer,4,1,I_ING-DSKC1,Energy,Danske Commodities A/S,ING-DSKC1,3506.5,25.0,140.26,140.26,25.0
2026-01-05,20,offer,5,3,I_IFG-OUTL1,Energy,Outlook Energy Ltd,IFG-OUTL1,3507.75,25.0,140.31,140.31,25.0
2026-01-05,20,offer,6,9,I_I2G-NITR1,Energy,Nitor Energy A/S,I2G-NITR1,3517.75,25.0,140.71,140.71,25.0
2026-01-05,20,offer,7,2,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,3528.5,25.0,141.14,141.14,25.0
2026-01-05,20,offer,8,14,I_IBG-DSKC1,Energy,Danske Commodities A/S,IBG-DSKC1,3528.5,25.0,141.14,141.14,25.0
2026-01-05,20,offer,9,4,I_ING-NORL1,Energy,Norlys Energy Trading A/S,ING-NORL1,3467.73,24.5,141.54,141.54,24.5
2026-01-05,20,offer,10,10,I_ING-OUTL1,Energy,Outlook Energy Ltd,ING-OUTL1,3471.4,24.5,141.68979591836734,141.68979591836734,24.5
2026-01-05,20,offer,11,15,I_I2G-NITR1,Energy,Nitor Energy A/S,I2G-NITR1,3551.25,25.0,142.05,142.05,25.0
2026-01-05,20,offer,12,5,I_IFG-NEAS1,Energy,Centrica Energy Trading A/S,IFG-NEAS1,5349.0,37.5,142.64,142.64,37.5
2026-01-05,20,offer,13,6,I_ILG-OUTL1,Energy,Outlook Energy Ltd,ILG-OUTL1,8789.58,61.5,142.92,142.92,61.5
