settlementDate,settlementPeriod,niv_volume,niv_long_short,niv_active_side,systemBuyPrice,systemSellPrice,systemPrice,marginal_bmu_raw,marginal_bmu_id,marginal_is_numeric_id,marginal_identity_source,marginal_fuel_type,marginal_family_id,marginal_lead_party,marginal_bmu_type,marginal_gen_capacity_mw,marginal_gsp_group,marginal_final_price,marginal_original_price,marginal_price_cost_to_so,marginal_stack_rank,marginal_bid_rank,marginal_volume,n_tied_marginal_candidates
2026-01-02,47,338.5665119907408,short,offer,93.9,93.9,93.9,T_PINFB-4,T_PINFB-4,False,named_ispstack_id,BATTERY,T_PINFB_B,Zenobe Capenhurst Limited,T,26.0,,124.88,124.88,124.88,262,,0.025,2
2026-01-02,48,301.6525986035247,short,offer,93.9,93.9,93.9,E_BARNB-1,E_BARNB-1,False,named_ispstack_id,BATTERY,E_BARNB,EDF Energy Customers Limited,E,44.0,Yorkshire,129.37,129.37,129.37,252,,0.225,1
2026-01-03,1,145.9618384680451,short,offer,93.85,93.85,93.85,T_KEMB-1,T_KEMB-1,False,named_ispstack_id,LOAD RESPONSE,T_KEMB,EDF Energy Customers Limited,T,35.468,,124.12,124.12,124.12,168,,0.03333333333333333,1
2026-01-03,2,202.2520284607753,short,offer,93.9,93.9,93.9,2__HLOND002,2__HLOND002,False,named_ispstack_id,BATTERY,2__HLOND,EDF Energy Customers Limited,S,53.123,Southern,144.93,144.93,144.93,309,,0.6,1
2026-01-03,3,82.06847400462964,short,offer,93.85,93.85,93.85,T_RICHB-2,T_RICHB-2,False,named_ispstack_id,OTHER,T_RICHB,Limejump Energy Limited,T,49.9,,126.8,126.8,126.8,162,,0.016666666666666666,1
2026-01-03,4,-11.216249814814814,long,bid,70.52,70.52,70.52,2__MSTAT001,2__MSTAT001,False,named_ispstack_id,BATTERY,2__MSTAT,Statkraft Markets Gmbh,S,50.0,Yorkshire,70.53,70.53,-70.53,7,2.0,-0.004166666666666667,1
2026-01-03,5,31.160333148148148,short,offer,93.85,93.85,93.85,2__HSTAT002,2__HSTAT002,False,named_ispstack_id,BATTERY,2__HSTAT,Statkraft Markets Gmbh,S,52.237,Southern,107.72,107.72,107.72,222,,0.1,1
2026-01-03,6,-260.1009998611111,long,bid,33.08144503597756,33.08144503597756,33.08144503597756,T_SHBA-1,T_SHBA-1,False,named_ispstack_id,CCGT,T_SHBA,EP UK INVESTMENTS LIMITED,T,821.4,,42.0,42.0,-42.0,3,1.0,-0.01429111111111111,1
2026-01-03,7,-283.63525254273503,long,bid,70.17,70.17,70.17,E_DOLLB-1,E_DOLLB-1,False,named_ispstack_id,OTHER,E_DOLLB,Dollymans Storage Limited,E,102.0,Eastern,73.0,73.0,-73.0,4,1.0,-4.861111111111e-06,1
2026-01-03,8,-379.73258321969695,long,bid,69.94697557385139,69.94697557385139,69.94697557385139,E_ILMEB-1,E_ILMEB-1,False,named_ispstack_id,BATTERY,E_ILMEB,Tesla Motors Limited,E,49.5,Eastern,78.34,78.34,-78.34,10,1.0,-0.000490138888888889,1
2026-01-03,9,-391.312650734127,long,bid,66.63,66.63,66.63,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,78.33,78.33,-78.33,12,1.0,-0.000416666666666667,1
2026-01-03,10,-124.2626161976912,long,bid,26.71,26.71,26.71,E_SHOS-1,E_SHOS-1,False,named_ispstack_id,CCGT,E_SHOS,VPI Power Limited,E,460.0,South Eastern,63.1,63.1,-63.1,4,1.0,-0.001207619047619048,1
2026-01-03,11,-188.04891676619843,long,bid,71.07,71.07,71.07,2__HIMPO002,2__HIMPO002,False,named_ispstack_id,LOAD RESPONSE,2__HIMPO,SSE Energy Supply Limited,S,52.564,Southern,100.0,100.0,-100.0,19,1.0,-6.50840909091e-07,1
2026-01-03,12,-265.16521048076925,long,bid,48.44318977782128,48.44318977782128,48.44318977782128,E_SKELB-1,E_SKELB-1,False,named_ispstack_id,BATTERY,E_SKELB,Tesla Motors Limited,E,49.9,North Western,76.61,76.61,-76.61,5,1.0,-0.22368333333333335,3
2026-01-03,12,-265.16521048076925,long,bid,48.44318977782128,48.44318977782128,48.44318977782128,E_ILMEB-1,E_ILMEB-1,False,named_ispstack_id,BATTERY,E_ILMEB,Tesla Motors Limited,E,49.5,Eastern,76.61,76.61,-76.61,6,2.0,-0.14743472222222223,3
2026-01-03,12,-265.16521048076925,long,bid,48.44318977782128,48.44318977782128,48.44318977782128,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,76.61,76.61,-76.61,7,3.0,-0.4255947222222222,3
2026-01-03,13,-181.7619275809592,long,bid,68.53,68.53,68.53,E_FARNB-1,E_FARNB-1,False,named_ispstack_id,BATTERY,E_FARNB,Tesla Motors Limited,E,20.0,Southern,80.98,80.98,-80.98,8,3.0,-0.001666666666666667,6
2026-01-03,13,-181.7619275809592,long,bid,68.53,68.53,68.53,E_HAWKB-1,E_HAWKB-1,False,named_ispstack_id,BATTERY,E_HAWKB,Tesla Motors Limited,E,20.0,Southern,80.98,80.98,-80.98,10,5.0,-0.005555555555555556,6
2026-01-03,13,-181.7619275809592,long,bid,68.53,68.53,68.53,E_SKELB-1,E_SKELB-1,False,named_ispstack_id,BATTERY,E_SKELB,Tesla Motors Limited,E,49.9,North Western,80.98,80.98,-80.98,11,6.0,-0.001666666666666667,6
2026-01-03,13,-181.7619275809592,long,bid,68.53,68.53,68.53,E_ILMEB-1,E_ILMEB-1,False,named_ispstack_id,BATTERY,E_ILMEB,Tesla Motors Limited,E,49.5,Eastern,80.98,80.98,-80.98,12,7.0,-0.005333333333333333,6
2026-01-03,13,-181.7619275809592,long,bid,68.53,68.53,68.53,E_CHAPB-1,E_CHAPB-1,False,named_ispstack_id,BATTERY,E_CHAPB,Tesla Motors Limited,E,50.169,Eastern,80.98,80.98,-80.98,14,9.0,-0.000833333333333333,6
2026-01-03,13,-181.7619275809592,long,bid,68.53,68.53,68.53,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,80.98,80.98,-80.98,15,10.0,-0.002083333333333333,6
2026-01-03,14,-113.85025216435184,long,bid,71.45,71.45,71.45,T_THURB-3,T_THURB-3,False,named_ispstack_id,BATTERY,T_THURB,THURROCK STORAGE LIMITED,T,100.0,,76.0,76.0,-76.0,3,1.0,-0.016666666666666666,1
2026-01-03,15,-401.34683466435183,long,bid,61.61,61.61,61.61,T_KILSB-3,T_KILSB-3,False,named_ispstack_id,BATTERY,T_KILSB,ZENOBE KILMARNOCK SOUTH LTD,T,53.734,,73.27,73.27,-73.27,7,1.0,-0.21666666666666667,1
2026-01-03,16,-205.26994612373736,long,bid,51.88,51.88,51.88,T_KILSB-3,T_KILSB-3,False,named_ispstack_id,BATTERY,T_KILSB,ZENOBE KILMARNOCK SOUTH LTD,T,53.734,,73.27,73.27,-73.27,24,2.0,-3.9,1
2026-01-03,17,-132.41638053418802,long,bid,62.2,62.2,62.2,T_KILSB-3,T_KILSB-3,False,named_ispstack_id,BATTERY,T_KILSB,ZENOBE KILMARNOCK SOUTH LTD,T,53.734,,73.27,73.27,-73.27,12,1.0,-0.02638888888888889,1
2026-01-03,18,101.16207738095238,short,offer,93.9,93.9,93.9,2__HANGE005,2__HANGE005,False,named_ispstack_id,OTHER,2__HANGE_OTH,Limejump Energy Limited,S,101.899,Southern,105.17,105.17,105.17,117,,0.825,1
2026-01-03,19,-106.48872588095237,long,bid,79.17,79.17,79.17,T_KEAD-2,T_KEAD-2,False,named_ispstack_id,CCGT,T_KEAD,Keadby Generation Limited,T,890.0,,80.0,80.0,-80.0,1,1.0,-4.277777777778e-06,1
2026-01-03,20,193.4429125,short,offer,93.9,93.9,93.9,2__HIMPO002,2__HIMPO002,False,named_ispstack_id,LOAD RESPONSE,2__HIMPO,SSE Energy Supply Limited,S,52.564,Southern,107.0,107.0,107.0,109,,0.041666666666666664,1
2026-01-03,21,-5.853702916666665,long,bid,88.98,88.98,88.98,2__BFLEX004,2__BFLEX004,False,named_ispstack_id,LOAD RESPONSE,2__BFLEX,Flexitricity Limited,S,49.0,East Midlands,96.3,96.3,-96.3,67,1.0,-0.31666666666666665,1
2026-01-03,22,-56.368333333333325,long,bid,75.86,75.86,75.86,2__PLOND001,2__PLOND001,False,named_ispstack_id,OTHER,2__PLOND,EDF Energy Customers Limited,S,52.0,North Scotland,76.71,76.71,-76.71,7,1.0,-0.06666666666666667,1
2026-01-03,24,-152.47629109848484,long,bid,65.28991781403569,65.28991781403569,65.28991781403569,2__HIMPO002,2__HIMPO002,False,named_ispstack_id,LOAD RESPONSE,2__HIMPO,SSE Energy Supply Limited,S,52.564,Southern,85.0,85.0,-85.0,46,1.0,-0.008147777777777778,1
2026-01-03,25,42.92387875,short,offer,93.14989275921047,93.14989275921047,93.14989275921047,E_THMRB-1,E_THMRB-1,False,named_ispstack_id,BATTERY,E_THMRB,Tesla Motors Limited,E,49.5,Eastern,105.96,105.96,105.96,61,,0.1714277777777778,1
2026-01-03,26,-47.31713222026067,long,bid,67.83,67.83,67.83,E_BURWB-2,E_BURWB-2,False,named_ispstack_id,LOAD RESPONSE,E_BURWB,EDF Energy Customers Limited,E,52.0,Eastern,81.46,81.46,-81.46,56,2.0,-0.03333333333333333,1
2026-01-03,27,-37.81488888888889,long,bid,73.04999999999998,73.04999999999998,73.04999999999998,2__PLOND001,2__PLOND001,False,named_ispstack_id,OTHER,2__PLOND,EDF Energy Customers Limited,S,52.0,North Scotland,76.86,76.86,-76.86,56,2.0,-0.175,1
2026-01-03,28,115.01722553872052,short,offer,93.9,93.9,93.9,E_BHOLB-1,E_BHOLB-1,False,named_ispstack_id,BATTERY,E_BHOLB,Tesla Motors Limited,E,7.12,Southern,105.93,105.93,105.93,63,,0.23333333333333334,4
2026-01-03,28,115.01722553872052,short,offer,93.9,93.9,93.9,E_HAWKB-1,E_HAWKB-1,False,named_ispstack_id,BATTERY,E_HAWKB,Tesla Motors Limited,E,20.0,Southern,105.93,105.93,105.93,64,,1.1416666666666666,4
2026-01-03,28,115.01722553872052,short,offer,93.9,93.9,93.9,E_SKELB-1,E_SKELB-1,False,named_ispstack_id,BATTERY,E_SKELB,Tesla Motors Limited,E,49.9,North Western,105.93,105.93,105.93,66,,0.008333333333333333,4
2026-01-03,28,115.01722553872052,short,offer,93.9,93.9,93.9,E_CHAPB-1,E_CHAPB-1,False,named_ispstack_id,BATTERY,E_CHAPB,Tesla Motors Limited,E,50.169,Eastern,105.93,105.93,105.93,67,,2.0416666666666665,4
2026-01-03,29,284.24367341550425,short,offer,96.7,96.7,96.7,E_SUDME-1,E_SUDME-1,False,named_ispstack_id,DIESEL,E_SUDME,Conrad Energy (Trading) Ltd,E,40.0,Midlands,124.99,124.99,124.99,204,,2.2666666666666666,1
2026-01-03,30,324.0042443254244,short,offer,100.0,100.0,100.0,T_RICHB-2,T_RICHB-2,False,named_ispstack_id,OTHER,T_RICHB,Limejump Energy Limited,T,49.9,,128.45,128.45,128.45,372,,0.225,1
2026-01-03,31,112.56272251984127,short,offer,100.0,100.0,100.0,T_THURB-1,T_THURB-1,False,named_ispstack_id,BATTERY,T_THURB,THURROCK STORAGE LIMITED,T,100.0,,130.09,130.09,130.09,325,,0.4,1
2026-01-03,32,436.6669462301587,short,offer,107.0,107.0,107.0,T_LARKB-1,T_LARKB-1,False,named_ispstack_id,OTHER,T_LARKB,EDF Energy Customers Limited,T,52.0,,125.81,125.81,125.81,247,,0.25,1
2026-01-03,33,85.03374802205843,short,offer,100.0,100.0,100.0,2__GCMRO002,2__GCMRO002,False,named_ispstack_id,OTHER,2__GCMRO,BGI Trading Limited,S,14.0,North Western,129.48,129.48,129.48,242,,0.006666666666666667,1
2026-01-03,34,540.5793510858585,short,offer,107.0,107.0,107.0,2__ASTAT005,2__ASTAT005,False,named_ispstack_id,BATTERY,2__ASTAT_B,Statkraft Markets Gmbh,S,51.313,Eastern,144.0,144.0,144.0,325,,0.2916666666666667,1
2026-01-03,35,600.7795195833334,short,offer,109.0,109.0,109.0,2__HSTAT007,2__HSTAT007,False,named_ispstack_id,BATTERY,2__HSTAT,Statkraft Markets Gmbh,S,40.0,Southern,197.46,197.46,197.46,330,,1.125,2
2026-01-03,35,600.7795195833334,short,offer,109.0,109.0,109.0,T_THURB-1,T_THURB-1,False,named_ispstack_id,BATTERY,T_THURB,THURROCK STORAGE LIMITED,T,100.0,,197.46,197.46,197.46,332,,2.6,2
2026-01-03,36,654.7271375,short,offer,109.0,109.0,109.0,2__HSTAT007,2__HSTAT007,False,named_ispstack_id,BATTERY,2__HSTAT,Statkraft Markets Gmbh,S,40.0,Southern,197.46,197.46,197.46,316,,0.225,1
2026-01-03,37,414.26083075234794,short,offer,107.0,107.0,107.0,T_PINFB-1,T_PINFB-1,False,named_ispstack_id,BATTERY,T_PINFB_B,Zenobe Capenhurst Limited,T,27.08,,164.63,164.63,164.63,311,,0.38333333333333336,2
2026-01-03,37,414.26083075234794,short,offer,107.0,107.0,107.0,T_PINFB-3,T_PINFB-3,False,named_ispstack_id,OTHER,T_PINFB_OTH,Zenobe Capenhurst Limited,T,26.0,,164.63,164.63,164.63,315,,0.05,2
2026-01-03,38,317.30103205555554,short,offer,107.0,107.0,107.0,2__ASTAT005,2__ASTAT005,False,named_ispstack_id,BATTERY,2__ASTAT_B,Statkraft Markets Gmbh,S,51.313,Eastern,168.11,168.11,168.11,353,,0.36666666666666664,1
2026-01-03,39,175.09308694444445,short,offer,100.0,100.0,100.0,T_THURB-1,T_THURB-1,False,named_ispstack_id,BATTERY,T_THURB,THURROCK STORAGE LIMITED,T,100.0,,164.91,164.91,164.91,73,,0.2165661111111111,1
2026-01-03,40,153.54493596560843,short,offer,100.0,100.0,100.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,129.0,129.0,129.0,30,,5.0,1
2026-01-03,41,112.49524219696968,short,offer,99.9,99.9,99.9,T_DINO-1,T_DINO-1,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,131.0,131.0,131.0,43,,5.0,1
2026-01-03,42,43.12577766666666,short,offer,99.9,99.9,99.9,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,133.0,133.0,133.0,44,,6.25,1
2026-01-03,43,485.65129590277775,short,offer,100.0,100.0,100.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,133.0,133.0,133.0,59,,5.0,1
2026-01-03,44,142.4287461111111,short,offer,99.9,99.9,99.9,T_STAY-4,T_STAY-4,False,named_ispstack_id,CCGT,T_STAY,RWE Generation UK plc,T,464.0,,130.0,130.0,130.0,24,,9.0,2
2026-01-03,44,142.4287461111111,short,offer,99.9,99.9,99.9,T_FFES-1,T_FFES-1,False,named_ispstack_id,PS,T_FFES,First Hydro Company,T,91.033,,130.0,130.0,130.0,27,,3.0,2
2026-01-03,45,-82.775,long,bid,74.76,74.76,74.76,E_CONTB-1,E_CONTB-1,False,named_ispstack_id,BATTERY,E_CONTB,Tesla Motors Limited,E,35.8,South Eastern,93.99,93.99,-93.99,84,1.0,-0.011111666666666667,1
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,E_FARNB-1,E_FARNB-1,False,named_ispstack_id,BATTERY,E_FARNB,Tesla Motors Limited,E,20.0,Southern,76.52,76.52,-76.52,118,3.0,-1.1666666666666667,8
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,E_BHOLB-1,E_BHOLB-1,False,named_ispstack_id,BATTERY,E_BHOLB,Tesla Motors Limited,E,7.12,Southern,76.52,76.52,-76.52,123,8.0,-0.041666666666666664,8
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,E_HAWKB-1,E_HAWKB-1,False,named_ispstack_id,BATTERY,E_HAWKB,Tesla Motors Limited,E,20.0,Southern,76.52,76.52,-76.52,127,12.0,-1.1666666666666667,8
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,E_SKELB-1,E_SKELB-1,False,named_ispstack_id,BATTERY,E_SKELB,Tesla Motors Limited,E,49.9,North Western,76.52,76.52,-76.52,130,15.0,-2.8583333333333334,8
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,E_ILMEB-1,E_ILMEB-1,False,named_ispstack_id,BATTERY,E_ILMEB,Tesla Motors Limited,E,49.5,Eastern,76.52,76.52,-76.52,133,18.0,-2.8,8
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,E_THMRB-1,E_THMRB-1,False,named_ispstack_id,BATTERY,E_THMRB,Tesla Motors Limited,E,49.5,Eastern,76.52,76.52,-76.52,136,21.0,-2.8583333333333334,8
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,E_CHAPB-1,E_CHAPB-1,False,named_ispstack_id,BATTERY,E_CHAPB,Tesla Motors Limited,E,50.169,Eastern,76.52,76.52,-76.52,139,24.0,-2.8583333333333334,8
2026-01-03,46,-415.6843794919481,long,bid,65.1,65.1,65.1,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,76.52,76.52,-76.52,143,28.0,-1.75,8
2026-01-03,47,37.28100642973856,short,offer,93.0,93.0,93.0,T_SVRP-10,T_SVRP-10,False,named_ispstack_id,CCGT,T_SVRP,Severn Power Limited,T,425.0,,110.0,110.0,110.0,16,,6.534,1
2026-01-03,48,-55.66095638558201,long,bid,76.54,76.54,76.54,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,78.99,78.99,-78.99,77,1.0,-0.000238194444444444,1
2026-01-04,1,284.75304999115053,short,offer,95.0,95.0,95.0,T_SVRP-10,T_SVRP-10,False,named_ispstack_id,CCGT,T_SVRP,Severn Power Limited,T,425.0,,110.0,110.0,110.0,14,,6.534,1
2026-01-04,2,588.8220827777777,short,offer,95.0,95.0,95.0,T_SVRP-10,T_SVRP-10,False,named_ispstack_id,CCGT,T_SVRP,Severn Power Limited,T,425.0,,110.0,110.0,110.0,23,,44.45766666666667,1
2026-01-04,3,749.9059862626144,short,offer,96.0,96.0,96.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,123.0,123.0,123.0,30,,9.166666666666666,1
2026-01-04,4,378.22882517475966,short,offer,95.0,95.0,95.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,123.0,123.0,123.0,16,,20.55,1
2026-01-04,5,152.70277777777778,short,offer,92.9,92.9,92.9,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,123.0,123.0,123.0,17,,18.2,1
2026-01-04,6,33.733333333333334,short,offer,92.9,92.9,92.9,T_SUTB-1,T_SUTB-1,False,named_ispstack_id,CCGT,T_SUTB,SUTTON BRIDGE POWER GENERATION,T,850.0,,96.0,96.0,96.0,7,,51.833333333333336,1
2026-01-04,7,-3.054175972222222,long,bid,72.0,72.0,72.0,E_FARNB-1,E_FARNB-1,False,named_ispstack_id,BATTERY,E_FARNB,Tesla Motors Limited,E,20.0,Southern,72.01,72.01,-72.01,9,1.0,-0.175,2
2026-01-04,7,-3.054175972222222,long,bid,72.0,72.0,72.0,E_THMRB-1,E_THMRB-1,False,named_ispstack_id,BATTERY,E_THMRB,Tesla Motors Limited,E,49.5,Eastern,72.01,72.01,-72.01,10,2.0,-0.175,2
2026-01-04,8,170.5883333333333,short,offer,93.0,93.0,93.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,123.0,123.0,123.0,10,,9.033333333333333,1
2026-01-04,9,99.875,short,offer,92.9,92.9,92.9,T_SUTB-1,T_SUTB-1,False,named_ispstack_id,CCGT,T_SUTB,SUTTON BRIDGE POWER GENERATION,T,850.0,,96.0,96.0,96.0,5,,51.833333333333336,1
2026-01-04,10,265.9667914285714,short,offer,93.0,93.0,93.0,T_SUTB-1,T_SUTB-1,False,named_ispstack_id,CCGT,T_SUTB,SUTTON BRIDGE POWER GENERATION,T,850.0,,96.0,96.0,96.0,5,,51.833333333333336,1
2026-01-04,11,260.8723677777777,short,offer,95.9,95.9,95.9,T_SUTB-1,T_SUTB-1,False,named_ispstack_id,CCGT,T_SUTB,SUTTON BRIDGE POWER GENERATION,T,850.0,,96.0,96.0,96.0,5,,51.833333333333336,1
2026-01-04,12,89.991197739899,short,offer,93.0,93.0,93.0,T_COSO-1,T_COSO-1,False,named_ispstack_id,CCGT,T_COSO,Coryton Energy Company Ltd,T,856.186,,99.0,99.0,99.0,7,,0.5,1
2026-01-04,13,199.8114898989899,short,offer,96.0,96.0,96.0,T_CDCL-1,T_CDCL-1,False,named_ispstack_id,CCGT,T_CDCL,Uniper UK Limited,T,445.0,,99.9,99.9,99.9,8,,44.375,1
2026-01-04,14,228.37015135478472,short,offer,96.0,96.0,96.0,T_CDCL-1,T_CDCL-1,False,named_ispstack_id,CCGT,T_CDCL,Uniper UK Limited,T,445.0,,99.9,99.9,99.9,11,,44.375,1
2026-01-04,15,183.66584097384097,short,offer,98.9,98.9,98.9,E_SHOS-1,E_SHOS-1,False,named_ispstack_id,CCGT,E_SHOS,VPI Power Limited,E,460.0,South Eastern,99.6,99.6,99.6,19,,110.0,1
2026-01-04,16,216.32604242191496,short,offer,98.9,98.9,98.9,T_SVRP-20,T_SVRP-20,False,named_ispstack_id,CCGT,T_SVRP,Severn Power Limited,T,425.0,,100.0,100.0,100.0,11,,12.15,1
2026-01-04,17,282.8159435042735,short,offer,98.9,98.9,98.9,T_GRAI-7,T_GRAI-7,False,named_ispstack_id,CCGT,T_GRAI,Uniper UK Limited,T,468.0,,104.4,104.4,104.4,28,,9.375,1
2026-01-04,18,548.7292751807561,short,offer,99.6,99.6,99.6,T_SVRP-20,T_SVRP-20,False,named_ispstack_id,CCGT,T_SVRP,Severn Power Limited,T,425.0,,100.0,100.0,100.0,42,,6.841666666666667,1
2026-01-04,19,91.6967479730408,short,offer,98.9,98.9,98.9,T_KILSB-5,T_KILSB-5,False,named_ispstack_id,BATTERY,T_KILSB,ZENOBE KILMARNOCK SOUTH LTD,T,50.856,,116.65,116.65,116.65,21,,3.66248097412e-07,1
2026-01-04,20,562.1578873353327,short,offer,99.5,99.5,99.5,T_NURSB-1,T_NURSB-1,False,named_ispstack_id,BATTERY,T_NURSB,EDF Energy Customers Limited,T,48.0,,144.03,144.03,144.03,22,,4.0849673203e-08,1
2026-01-04,21,219.7390459722222,short,offer,99.0,99.0,99.0,E_LITRB-1,E_LITRB-1,False,named_ispstack_id,BATTERY,E_LITRB,Tesla Motors Limited,E,50.0,South Scotland,104.99,104.99,104.99,52,,0.003703888888888889,1
2026-01-04,22,79.421840625,short,offer,98.0,98.0,98.0,T_DRAXX-3,T_DRAXX-3,False,named_ispstack_id,BIOMASS,T_DRAXX,Drax Power Ltd,T,661.4,,110.0,110.0,110.0,21,,0.10964895833333334,1
2026-01-04,23,213.3049976388889,short,offer,98.9,98.9,98.9,T_DRAXX-4,T_DRAXX-4,False,named_ispstack_id,BIOMASS,T_DRAXX,Drax Power Ltd,T,645.0,,112.5,112.5,112.5,18,,0.034722222222222224,1
2026-01-04,24,45.927300446428575,short,offer,98.0,98.0,98.0,T_NURSB-1,T_NURSB-1,False,named_ispstack_id,BATTERY,T_NURSB,EDF Energy Customers Limited,T,48.0,,124.39,124.39,124.39,20,,1.527777777778e-06,1
2026-01-04,25,-233.76954773809524,long,bid,65.28,65.28,65.28,E_BARNB-1,E_BARNB-1,False,named_ispstack_id,BATTERY,E_BARNB,EDF Energy Customers Limited,E,44.0,Yorkshire,96.1,96.1,-96.1,156,5.0,-0.11666666666666667,1
2026-01-04,26,-139.31215237618562,long,bid,71.72,71.72,71.72,T_KILSB-2,T_KILSB-2,False,named_ispstack_id,BATTERY,T_KILSB,ZENOBE KILMARNOCK SOUTH LTD,T,51.894,,84.78,84.78,-84.78,154,6.0,-2.5123466666666667,1
2026-01-04,27,0.5972947222222222,short,offer,98.0,98.0,98.0,T_CNQPS-3,T_CNQPS-3,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,140.0,140.0,140.0,18,,3.125,1
2026-01-04,28,-83.76149589852038,long,bid,69.62,69.62,69.62,E_BARNB-1,E_BARNB-1,False,named_ispstack_id,BATTERY,E_BARNB,EDF Energy Customers Limited,E,44.0,Yorkshire,81.8,81.8,-81.8,218,6.0,-0.5,1
2026-01-04,29,252.05323231467904,short,offer,98.0,98.0,98.0,T_KEMB-1,T_KEMB-1,False,named_ispstack_id,LOAD RESPONSE,T_KEMB,EDF Energy Customers Limited,T,35.468,,143.64,143.64,143.64,23,,4.16666666667e-07,1
2026-01-04,30,-251.7734083461438,long,bid,67.63107824363433,67.63107824363433,67.63107824363433,E_CLAYB-1,E_CLAYB-1,False,named_ispstack_id,BATTERY,E_CLAYB,Tesla Motors Limited,E,49.5,Eastern,75.15,75.15,-75.15,71,2.0,-0.4083333333333333,1
2026-01-04,31,193.43117168287648,short,offer,93.64,93.64,93.64,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,17,,112.88620689655173,1
2026-01-04,32,531.8776853494624,short,offer,110.0,110.0,110.0,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,21,,224.0,1
2026-01-04,33,591.6113263888889,short,offer,111.43,111.43,111.43,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,23,,240.0,1
2026-01-04,34,846.9539166666667,short,offer,115.0,115.0,115.0,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,27,,240.0,1
2026-01-04,35,875.6853137499999,short,offer,125.0,125.0,125.0,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,76,,240.0,1
2026-01-04,36,785.446243888889,short,offer,125.0,125.0,125.0,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,67,,240.0,1
2026-01-04,37,495.85162220238095,short,offer,113.99,113.99,113.99,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,23,,240.0,1
2026-01-04,38,459.03066319444446,short,offer,114.28,114.28,114.28,T_DAMC-1,T_DAMC-1,False,named_ispstack_id,CCGT,T_DAMC,VPI Power Limited,T,820.0,,133.85,133.85,133.85,18,,3.0,1
2026-01-04,39,-7.749440833333331,long,bid,79.03,79.03,79.03,E_FARNB-1,E_FARNB-1,False,named_ispstack_id,BATTERY,E_FARNB,Tesla Motors Limited,E,20.0,Southern,79.03,79.03,-79.03,94,5.0,-3.1416666666666666,9
2026-01-04,39,-7.749440833333331,long,bid,79.03,79.03,79.03,E_BHOLB-1,E_BHOLB-1,False,named_ispstack_id,BATTERY,E_BHOLB,Tesla Motors Limited,E,7.12,Southern,79.03,79.03,-79.03,98,9.0,-0.8083333333333333,9
