year,predictor,source_column,feature,fuel_type,side,mean_abs_shap,conditional_mean_shap_when_active,share_positive_shap_when_active,share_negative_shap_when_active,active_rows_in_shap_sample,mdi,model_train_r2,shap_expected_value,overall_shap_rank,side_shap_rank,year_rows,year_unique_sps,year_shap_rows
2023,BMU ID,marginal_bmu_id,T_WBURB-3_OFFER,CCGT,OFFER,0.1891115384929615,14.662451067816736,1.0,0.0,27,0.008167602475839381,0.2396499277478169,90.5908307012861,29,19,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CNQPS-2_OFFER,CCGT,OFFER,0.1844150490991568,25.034273393633516,1.0,0.0,13,0.012549664295028358,0.2396499277478169,90.5908307012861,30,20,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CRUA-4_OFFER,PS,OFFER,0.17109095655060683,22.225796341716332,1.0,0.0,17,0.009304643209157488,0.2396499277478169,90.5908307012861,31,21,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CLDSW-1_BID,WIND,BID,0.16125413970662916,-31.15477529512459,0.0,1.0,11,0.012327320066040282,0.2396499277478169,90.5908307012861,32,11,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CRUA-2_OFFER,PS,OFFER,0.15129491294964267,26.647824752115262,1.0,0.0,11,0.01053185007341332,0.2396499277478169,90.5908307012861,33,22,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CDCL-1_BID,CCGT,BID,0.14737056284193417,-5.068135264264001,0.0,1.0,56,0.004070326277462258,0.2396499277478169,90.5908307012861,34,12,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_ROCK-1_OFFER,CCGT,OFFER,0.14723048340721454,24.553541539439777,1.0,0.0,10,0.011219543589701363,0.2396499277478169,90.5908307012861,35,23,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WBURB-3_BID,CCGT,BID,0.13868357761951922,-3.1327758763774045,0.0,1.0,82,0.0031472378298603703,0.2396499277478169,90.5908307012861,36,13,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_FOYE-2_OFFER,PS,OFFER,0.12480905860769259,13.345311613023647,1.0,0.0,18,0.006191679989497635,0.2396499277478169,90.5908307012861,37,24,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_FFES-3_OFFER,PS,OFFER,0.12447744589993416,36.82957723373587,1.0,0.0,6,0.012114396880473914,0.2396499277478169,90.5908307012861,38,25,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_HOWAO-2_BID,WIND,BID,0.11337495376105712,-22.92687889062707,0.0,1.0,9,0.008305207974685197,0.2396499277478169,90.5908307012861,39,14,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-41_BID,CCGT,BID,0.10808337232944991,-5.581931269589586,0.0,1.0,36,0.003577822823314117,0.2396499277478169,90.5908307012861,40,15,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CARR-2_OFFER,CCGT,OFFER,0.10576839608275554,9.522943365133267,1.0,0.0,20,0.004632564256861273,0.2396499277478169,90.5908307012861,41,26,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_GRAI-8_BID,CCGT,BID,0.10084281220740109,-2.6624988680974164,0.0,1.0,68,0.002328472357919833,0.2396499277478169,90.5908307012861,42,16,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CARR-1_OFFER,CCGT,OFFER,0.09692573709039722,7.711895968427288,1.0,0.0,21,0.003878824238829461,0.2396499277478169,90.5908307012861,43,27,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WBURB-1_OFFER,CCGT,OFFER,0.09663883528281693,6.489468297407629,1.0,0.0,32,0.0031172404286332112,0.2396499277478169,90.5908307012861,44,28,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_SCCL-1_OFFER,CCGT,OFFER,0.0866666632140313,13.139898195327602,1.0,0.0,13,0.0046283824314062375,0.2396499277478169,90.5908307012861,45,29,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_HOWAO-1_BID,WIND,BID,0.08534136467663023,-12.754290755364282,0.0,1.0,14,0.004793512675413288,0.2396499277478169,90.5908307012861,46,17,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_BEATO-4_BID,WIND,BID,0.08499333215947168,-31.327395945663913,0.0,1.0,7,0.007206235306304428,0.2396499277478169,90.5908307012861,47,18,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_SLOY-2_OFFER,NPSHYD,OFFER,0.08356220009289196,13.272719803939625,1.0,0.0,15,0.004134475394041262,0.2396499277478169,90.5908307012861,48,30,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CNQPS-1_OFFER,CCGT,OFFER,0.08213465555444244,12.534611740007824,1.0,0.0,11,0.004829646964281506,0.2396499277478169,90.5908307012861,49,31,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_EAAO-2_BID,WIND,BID,0.07926411222432894,-25.66270037088947,0.0,1.0,7,0.006445608429743971,0.2396499277478169,90.5908307012861,50,19,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_LBAR-1_OFFER,CCGT,OFFER,0.07842846197957604,11.688491405456938,1.0,0.0,12,0.004653834258738914,0.2396499277478169,90.5908307012861,51,32,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_HOWAO-3_BID,WIND,BID,0.0734298014839893,-13.097022314042256,0.0,1.0,12,0.004693401250419693,0.2396499277478169,90.5908307012861,52,20,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_KILLPG-2_OFFER,CCGT,OFFER,0.057464201831354235,8.027768988543484,1.0,0.0,17,0.0024757621105556994,0.2396499277478169,90.5908307012861,53,33,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-21_BID,CCGT,BID,0.055311927751128934,-2.3067772020085653,0.0,1.0,49,0.001456877297355921,0.2396499277478169,90.5908307012861,54,21,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_KPMRW-1_BID,WIND,BID,0.0483445851457744,-15.211557966578324,0.0,1.0,7,0.0035201137285585608,0.2396499277478169,90.5908307012861,55,22,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__AFLEX005_OFFER,LOAD RESPONSE,OFFER,0.048039879421531415,6.729047688431407,1.0,0.0,17,0.001997912591175372,0.2396499277478169,90.5908307012861,56,34,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_GLNDO-1_OFFER,NPSHYD,OFFER,0.0475930497714826,6.7869558511118795,1.0,0.0,14,0.002221992405698735,0.2396499277478169,90.5908307012861,57,35,24072,17047,4000
2023,BMU ID,marginal_bmu_id,I_IND-MFTE1_BID,NEMO,BID,0.047259793263232944,-23.74871835912809,0.0,1.0,3,0.005420100055974415,0.2396499277478169,90.5908307012861,58,23,24072,17047,4000
2023,BMU ID,marginal_bmu_id,M_SLOY-1_OFFER,NPSHYD,OFFER,0.04413267344043569,8.441823785142658,1.0,0.0,11,0.0024388210951573107,0.2396499277478169,90.5908307012861,59,36,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_MRWD-1_OFFER,CCGT,OFFER,0.043929827976750865,5.323439632610128,1.0,0.0,21,0.001601834918504655,0.2396499277478169,90.5908307012861,60,37,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_SCCL-2_OFFER,CCGT,OFFER,0.04373434985838899,6.598007836781004,1.0,0.0,15,0.001951995180466931,0.2396499277478169,90.5908307012861,61,38,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-51_BID,CCGT,BID,0.04329853768712685,-2.0202862196952505,0.0,1.0,47,0.001181541517527239,0.2396499277478169,90.5908307012861,62,24,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WBURB-1_BID,CCGT,BID,0.041091810578304536,-0.9593585070444426,0.0,1.0,82,0.0008233760636915394,0.2396499277478169,90.5908307012861,63,25,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_DOREW-1_BID,WIND,BID,0.040143482576161,-12.756697229827369,0.0,1.0,8,0.002497044353222028,0.2396499277478169,90.5908307012861,64,26,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_FFES-2_OFFER,PS,OFFER,0.038784930034847794,3.0175414011802646,1.0,0.0,29,0.0012337069628596475,0.2396499277478169,90.5908307012861,65,39,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WBURB-2_OFFER,CCGT,OFFER,0.03863245016069192,6.10729649433945,1.0,0.0,11,0.002245322374460296,0.2396499277478169,90.5908307012861,66,40,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_DIDCB6_OFFER,CCGT,OFFER,0.03834394034056993,3.6892143566123017,1.0,0.0,24,0.0013294778066663031,0.2396499277478169,90.5908307012861,67,41,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_EECL-1_BID,CCGT,BID,0.03690903061285621,-1.9990929913616278,0.0,1.0,33,0.0011462811408850901,0.2396499277478169,90.5908307012861,68,27,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-31_BID,CCGT,BID,0.03461849878158809,-2.0100779844018244,0.0,1.0,34,0.0010497214993990338,0.2396499277478169,90.5908307012861,69,28,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_EAAO-1_BID,WIND,BID,0.03274962769599514,-9.56338530784771,0.0,1.0,7,0.002487597202607572,0.2396499277478169,90.5908307012861,70,29,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_SLOY-3_OFFER,NPSHYD,OFFER,0.03157238455141224,6.626021381940217,1.0,0.0,11,0.0015997678082303286,0.2396499277478169,90.5908307012861,71,42,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_STAY-2_BID,CCGT,BID,0.029559832853513122,-1.4327362024126498,0.0,1.0,41,0.0007208504150285766,0.2396499277478169,90.5908307012861,72,30,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_BEATO-3_BID,WIND,BID,0.029136707997484662,-15.015818847772147,0.0,1.0,4,0.0028295326475362053,0.2396499277478169,90.5908307012861,73,31,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_BEATO-2_BID,WIND,BID,0.02859681163386745,-13.612138533329205,0.0,1.0,5,0.0022940753509162496,0.2396499277478169,90.5908307012861,74,32,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_BEATO-1_BID,WIND,BID,0.025706083870204184,-12.081619093251481,0.0,1.0,5,0.001983988102082354,0.2396499277478169,90.5908307012861,75,33,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_STAY-3_BID,CCGT,BID,0.025434219971810255,-1.2497481930539824,0.0,1.0,41,0.0006648992014869125,0.2396499277478169,90.5908307012861,76,34,24072,17047,4000
2023,BMU ID,marginal_bmu_id,E_SHOS-1_BID,CCGT,BID,0.025226363995557416,-1.5018706810266076,0.0,1.0,31,0.0007319489080787277,0.2396499277478169,90.5908307012861,77,35,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WHILW-2_BID,WIND,BID,0.025198197160159273,-12.44953897697836,0.0,1.0,4,0.002392078487951776,0.2396499277478169,90.5908307012861,78,36,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_MIDMW-1_BID,WIND,BID,0.024190557279012013,-8.77277237266607,0.0,1.0,6,0.0016737879641331556,0.2396499277478169,90.5908307012861,79,37,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-21_OFFER,CCGT,OFFER,0.02362162990345835,4.533293070344728,1.0,0.0,10,0.0012423631616839605,0.2396499277478169,90.5908307012861,80,43,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_KEAD-1_OFFER,CCGT,OFFER,0.02243994583241294,3.5447538681345137,1.0,0.0,13,0.0010069896917911205,0.2396499277478169,90.5908307012861,81,44,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_RATS-2_OFFER,COAL,OFFER,0.02239280264962153,4.048273197298559,1.0,0.0,12,0.0011120048577773368,0.2396499277478169,90.5908307012861,82,45,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_DIDCB5_OFFER,CCGT,OFFER,0.020286525071976324,2.645211757113964,1.0,0.0,17,0.0007509559377045018,0.2396499277478169,90.5908307012861,83,46,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__AFLEX004_OFFER,LOAD RESPONSE,OFFER,0.01948571532368714,3.1813131104619643,1.0,0.0,13,0.000898900017372049,0.2396499277478169,90.5908307012861,84,47,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_RATS-4_OFFER,COAL,OFFER,0.01922562402797749,4.716363835092849,1.0,0.0,8,0.0012202378717301031,0.2396499277478169,90.5908307012861,85,48,24072,17047,4000
2023,BMU ID,marginal_bmu_id,E_SHOS-1_OFFER,CCGT,OFFER,0.0185469296052985,3.750043960500339,1.0,0.0,7,0.001205780207556537,0.2396499277478169,90.5908307012861,86,49,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WHILW-1_BID,WIND,BID,0.01795460596482631,-7.709467522370792,0.0,1.0,4,0.0015514126300391012,0.2396499277478169,90.5908307012861,87,38,24072,17047,4000
2023,BMU ID,marginal_bmu_id,I_IBD-DSKC1_BID,BritNed,BID,0.016633822309657573,-11.660772127601788,0.0,1.0,3,0.001807501060067367,0.2396499277478169,90.5908307012861,88,39,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CRUA-1_BID,PS,BID,0.01640618795744462,-2.2733619058093777,0.0,1.0,13,0.0007745250130413196,0.2396499277478169,90.5908307012861,89,40,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__AFLEX003_OFFER,LOAD RESPONSE,OFFER,0.0162930604804756,2.8191307189471493,1.0,0.0,13,0.0007068835101105072,0.2396499277478169,90.5908307012861,90,50,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-11_BID,CCGT,BID,0.014535920662896313,-0.8017246886749638,0.0,1.0,36,0.00040962845049318116,0.2396499277478169,90.5908307012861,91,41,24072,17047,4000
2023,BMU ID,marginal_bmu_id,I_IBD-DMCC1_BID,BritNed,BID,0.014524885710903136,-3.9771850229316206,0.0,1.0,10,0.000737368092240383,0.2396499277478169,90.5908307012861,92,42,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_KLGLW-1_BID,WIND,BID,0.013524449750639808,-3.7177401659772986,0.0,1.0,9,0.0007304157273192239,0.2396499277478169,90.5908307012861,93,43,24072,17047,4000
2023,BMU ID,marginal_bmu_id,I_IND-NTPL1_BID,NEMO,BID,0.012789886870850824,-5.578955170288208,0.0,1.0,5,0.0009645788210585031,0.2396499277478169,90.5908307012861,94,44,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_DINO-3_BID,PS,BID,0.012375877275726182,-1.0582626080087139,0.0,1.0,23,0.00042331167444237803,0.2396499277478169,90.5908307012861,95,45,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_GRAI-7_BID,CCGT,BID,0.011776385017473644,-0.9416636136811883,0.0,1.0,20,0.00046421123463993223,0.2396499277478169,90.5908307012861,96,46,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_BRBEO-1_BID,WIND,BID,0.011646920445416301,-6.99477093753666,0.0,1.0,4,0.0010716485436479386,0.2396499277478169,90.5908307012861,97,47,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_DINO-4_BID,PS,BID,0.011513029330391805,-1.4577262860588032,0.0,1.0,15,0.0005274300456186072,0.2396499277478169,90.5908307012861,98,48,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_STAY-4_BID,CCGT,BID,0.010465120596327728,-0.623708903133329,0.0,1.0,29,0.00028607785751752913,0.2396499277478169,90.5908307012861,99,49,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_KEAD-2_BID,CCGT,BID,0.01022914934651305,-0.7671643244823324,0.0,1.0,23,0.00034829369234290843,0.2396499277478169,90.5908307012861,100,50,24072,17047,4000
2023,BMU ID,marginal_bmu_id,I_IND-DSKC1_BID,NEMO,BID,0.009931691560662865,-3.9172781103349625,0.0,1.0,7,0.0005956552785422693,0.2396499277478169,90.5908307012861,101,51,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_FALGW-1_BID,WIND,BID,0.009896171235567252,-6.206874201999036,0.0,1.0,3,0.0009735999794954908,0.2396499277478169,90.5908307012861,102,52,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_LAGA-1_OFFER,CCGT,OFFER,0.009839978005438309,1.5263305064156125,1.0,0.0,12,0.00041992558802739823,0.2396499277478169,90.5908307012861,103,51,24072,17047,4000
2023,BMU ID,marginal_bmu_id,E_BURBO_BID,WIND,BID,0.009751457234105023,-4.069956178527211,0.0,1.0,5,0.0007177745869137681,0.2396499277478169,90.5908307012861,104,53,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__GFLEX001_OFFER,LOAD RESPONSE,OFFER,0.008799990914392,2.2111309452354857,1.0,0.0,7,0.0005227590297181707,0.2396499277478169,90.5908307012861,105,52,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__FSTAT003_OFFER,BATTERY,OFFER,0.007753772926377272,2.236257768673258,1.0,0.0,6,0.0004914950416462518,0.2396499277478169,90.5908307012861,106,53,24072,17047,4000
2023,BMU ID,marginal_bmu_id,M_SLOY-4_OFFER,NPSHYD,OFFER,0.007044451182329303,2.041678710151757,1.0,0.0,7,0.0004170339035745872,0.2396499277478169,90.5908307012861,107,54,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__GSTAT003_OFFER,BATTERY,OFFER,0.006910371019783318,2.7168961684407886,1.0,0.0,3,0.000509128966745655,0.2396499277478169,90.5908307012861,108,55,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WLNYO-4_BID,WIND,BID,0.006877871070846716,-3.2529126784484537,0.0,1.0,4,0.0005559698030824981,0.2396499277478169,90.5908307012861,109,54,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_FFES-4_OFFER,PS,OFFER,0.006726455387626307,1.007757796162818,1.0,0.0,10,0.0002863426914587178,0.2396499277478169,90.5908307012861,110,56,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_DRAXX-1_BID,BIOMASS,BID,0.0067242449453284985,-1.4279600913889834,0.0,1.0,8,0.0003863439818005214,0.2396499277478169,90.5908307012861,111,55,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_WBURB-2_BID,CCGT,BID,0.005880273174410695,-0.1600966607994738,0.0,1.0,71,8.892994764724677e-05,0.2396499277478169,90.5908307012861,112,56,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-31_OFFER,CCGT,OFFER,0.005587684153879053,0.9936453925966434,1.0,0.0,10,0.0002616615336130522,0.2396499277478169,90.5908307012861,113,57,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_HOWBO-1_BID,WIND,BID,0.0046123125369239276,-3.19858013628767,0.0,1.0,2,0.0004878107885912398,0.2396499277478169,90.5908307012861,114,57,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CNQPS-4_OFFER,CCGT,OFFER,0.004486218620072532,0.7112173164664882,1.0,0.0,13,0.00017365988156476194,0.2396499277478169,90.5908307012861,115,58,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_GRAI-6_BID,CCGT,BID,0.004135085452343776,-0.25249980489650914,0.0,1.0,31,9.59535927897445e-05,0.2396499277478169,90.5908307012861,116,58,24072,17047,4000
2023,BMU ID,marginal_bmu_id,E_DOLLB-1_BID,OTHER,BID,0.0041345387233939455,-0.4788882583241037,0.0,1.0,14,0.000143298283529994,0.2396499277478169,90.5908307012861,117,59,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__FSTAT001_OFFER,BATTERY,OFFER,0.003957262144561007,1.194308389494588,1.0,0.0,6,0.00024758194522691163,0.2396499277478169,90.5908307012861,118,59,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_ERRO-1_OFFER,NPSHYD,OFFER,0.0036116192622564157,0.7454356965453176,1.0,0.0,9,0.00018745437835975917,0.2396499277478169,90.5908307012861,119,60,24072,17047,4000
2023,BMU ID,marginal_bmu_id,2__NFLEX006_OFFER,LOAD RESPONSE,OFFER,0.0034227961581506884,1.4740576661157705,1.0,0.0,4,0.0002612212825346079,0.2396499277478169,90.5908307012861,120,61,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_BDCHW-1_BID,WIND,BID,0.0032469291923272144,-2.9445458889190412,0.0,1.0,2,0.0004049731022705602,0.2396499277478169,90.5908307012861,121,60,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_PEMB-51_OFFER,CCGT,OFFER,0.003063476761086718,0.5581883707691107,1.0,0.0,13,0.00012670350232364493,0.2396499277478169,90.5908307012861,122,62,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_CNQPS-3_OFFER,CCGT,OFFER,0.0026111022576093376,0.5085725677282766,1.0,0.0,10,0.00012173888428931898,0.2396499277478169,90.5908307012861,123,63,24072,17047,4000
2023,BMU ID,marginal_bmu_id,E_FDUN-1_OFFER,OCGT,OFFER,0.0025837914098104523,2.8649464527337254,1.0,0.0,2,0.0002687262848484458,0.2396499277478169,90.5908307012861,124,64,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_STAY-3_OFFER,CCGT,OFFER,0.0024578522461504845,0.5417766533971979,1.0,0.0,10,0.00010740046146972454,0.2396499277478169,90.5908307012861,125,65,24072,17047,4000
2023,BMU ID,marginal_bmu_id,T_GYMR-28_BID,WIND,BID,0.00245262280983756,-2.694972294009512,0.0,1.0,2,0.0002483304046452251,0.2396499277478169,90.5908307012861,126,61,24072,17047,4000
