year,side,n_battery_unit_periods,battery_volume_mwh,battery_action_vwap_gbp_mwh,replacement_action_vwap_gbp_mwh,favourable_battery_to_replacement_gap_gbp_mwh,gap_definition
2023,bid,592,2890.4873,33.90876322860855,28.26433722334639,5.644426005262158,battery minus replacement
2023,offer,926,6210.2282,162.89289474225765,164.96429001578397,2.0713952735263206,replacement minus battery
2024,bid,2067,4120.684422669765,35.524766465715295,31.832635456644812,3.692131009070483,battery minus replacement
2024,offer,2003,7079.784106835965,120.84059595569151,123.26424909756376,2.4236531418722507,replacement minus battery
2025,bid,3432,5696.9805064419825,42.77276638125296,32.53238246469456,10.2403839165584,battery minus replacement
2025,offer,2448,6249.360398110597,124.79719243433237,135.02539637004242,10.228203935710042,replacement minus battery
