niv_active_side,quarter,technology,technology_sp_weight,side_quarter_sp_weight,share,share_pct
offer,2023Q4,COAL,20.866666666666667,2196.0,0.009502125075895568,0.9502125075895568
offer,2023Q4,OCGT,13.666666666666666,2196.0,0.006223436551305404,0.6223436551305404
offer,2023Q4,IFA,9.0,2196.0,0.004098360655737705,0.4098360655737705
offer,2023Q4,NEMO,7.0,2196.0,0.0031876138433515485,0.31876138433515483
offer,2023Q4,GAS,3.3333333333333335,2196.0,0.0015179113539769279,0.1517911353976928
offer,2023Q4,IFA2,3.0,2196.0,0.001366120218579235,0.1366120218579235
offer,2023Q4,WIND,2.0,2196.0,0.0009107468123861566,0.09107468123861566
offer,2023Q4,Eleclink,1.0,2196.0,0.0004553734061930783,0.04553734061930783
offer,2024Q1,CCGT,902.7833333333333,2050.0,0.4403821138211382,44.038211382113815
offer,2024Q1,PS,485.25,2050.0,0.23670731707317072,23.67073170731707
offer,2024Q1,BATTERY,265.30569985569986,2050.0,0.12941741456375602,12.941741456375603
offer,2024Q1,DSR,94.51554834054834,2050.0,0.0461051455319748,4.61051455319748
offer,2024Q1,OTHER,83.169227994228,2050.0,0.04057035511913561,4.05703551191356
offer,2024Q1,BIOMASS,38.5,2050.0,0.018780487804878048,1.8780487804878048
offer,2024Q1,DIESEL,37.5,2050.0,0.018292682926829267,1.8292682926829267
offer,2024Q1,NPSHYD,36.46666666666667,2050.0,0.017788617886178863,1.7788617886178864
offer,2024Q1,OCGT,36.03333333333333,2050.0,0.017577235772357723,1.7577235772357722
offer,2024Q1,COAL,28.833333333333332,2050.0,0.014065040650406504,1.4065040650406504
offer,2024Q1,GAS,12.642857142857142,2050.0,0.006167247386759582,0.6167247386759581
offer,2024Q1,BritNed,10.0,2050.0,0.004878048780487805,0.4878048780487805
offer,2024Q1,NEMO,7.0,2050.0,0.0034146341463414634,0.34146341463414637
offer,2024Q1,Viking,6.0,2050.0,0.002926829268292683,0.2926829268292683
offer,2024Q1,Eleclink,4.0,2050.0,0.001951219512195122,0.1951219512195122
offer,2024Q1,IFA,2.0,2050.0,0.000975609756097561,0.0975609756097561
offer,2024Q2,CCGT,745.3539682539682,1916.0,0.3890156410511316,38.90156410511316
offer,2024Q2,BATTERY,373.03414502164503,1916.0,0.1946942301783116,19.46942301783116
offer,2024Q2,PS,344.3702380952381,1916.0,0.17973394472611592,17.97339447261159
offer,2024Q2,DSR,116.68861832611833,1916.0,0.060902201631585766,6.090220163158577
offer,2024Q2,OTHER,100.12842712842713,1916.0,0.05225909557851103,5.225909557851103
offer,2024Q2,DIESEL,52.843650793650795,1916.0,0.027580193524869935,2.7580193524869934
offer,2024Q2,NPSHYD,52.56309523809524,1916.0,0.027433765781886867,2.7433765781886867
offer,2024Q2,OCGT,40.625,1916.0,0.02120302713987474,2.120302713987474
offer,2024Q2,COAL,33.416666666666664,1916.0,0.017440848990953373,1.7440848990953373
offer,2024Q2,BIOMASS,25.5,1916.0,0.013308977035490605,1.3308977035490606
offer,2024Q2,NEMO,10.0,1916.0,0.005219206680584551,0.5219206680584552
offer,2024Q2,BritNed,8.0,1916.0,0.0041753653444676405,0.41753653444676403
offer,2024Q2,GAS,5.476190476190476,1916.0,0.002858136991748683,0.2858136991748683
offer,2024Q2,Viking,5.0,1916.0,0.0026096033402922755,0.2609603340292276
offer,2024Q2,IFA2,2.0,1916.0,0.0010438413361169101,0.10438413361169101
offer,2024Q2,WIND,1.0,1916.0,0.0005219206680584551,0.052192066805845504
offer,2024Q3,CCGT,840.2,1979.0,0.4245578575037898,42.45578575037898
offer,2024Q3,BATTERY,394.51411366411367,1979.0,0.19935023429212415,19.935023429212414
offer,2024Q3,PS,376.41142191142194,1979.0,0.19020284078394237,19.020284078394237
offer,2024Q3,OTHER,98.64917027417027,1979.0,0.049847989021814185,4.984798902181418
offer,2024Q3,DSR,92.15612165612166,1979.0,0.0465670144801019,4.65670144801019
offer,2024Q3,NPSHYD,43.41083916083916,1979.0,0.021935744901889417,2.193574490188942
offer,2024Q3,OCGT,40.53333333333333,1979.0,0.02048172477682331,2.048172477682331
offer,2024Q3,DIESEL,38.166666666666664,1979.0,0.019285834596597606,1.9285834596597606
offer,2024Q3,BIOMASS,22.0,1979.0,0.011116725618999495,1.1116725618999495
offer,2024Q3,COAL,9.0,1979.0,0.004547751389590703,0.4547751389590703
offer,2024Q3,Viking,6.5,1979.0,0.003284487114704396,0.32844871147043964
offer,2024Q3,GAS,3.458333333333333,1979.0,0.00174751558025939,0.174751558025939
offer,2024Q3,BritNed,3.0,1979.0,0.0015159171298635675,0.15159171298635674
offer,2024Q3,IFA,3.0,1979.0,0.0015159171298635675,0.15159171298635674
offer,2024Q3,NEMO,3.0,1979.0,0.0015159171298635675,0.15159171298635674
offer,2024Q3,Eleclink,2.0,1979.0,0.001010611419909045,0.1010611419909045
offer,2024Q3,WIND,2.0,1979.0,0.001010611419909045,0.1010611419909045
offer,2024Q3,IFA2,1.0,1979.0,0.0005053057099545225,0.05053057099545225
offer,2024Q4,CCGT,915.2325757575758,1957.0,0.46767121908920584,46.767121908920586
offer,2024Q4,BATTERY,417.2162698412698,1957.0,0.21319175771143067,21.31917577114307
offer,2024Q4,PS,257.0833333333333,1957.0,0.13136603645034917,13.136603645034917
offer,2024Q4,OTHER,102.75227272727273,1957.0,0.05250499372880568,5.250499372880569
offer,2024Q4,DSR,84.12824675324676,1957.0,0.04298837340482716,4.2988373404827165
offer,2024Q4,OCGT,42.69444444444444,1957.0,0.02181627207176517,2.181627207176517
offer,2024Q4,DIESEL,27.433333333333334,1957.0,0.014018054845852496,1.4018054845852497
offer,2024Q4,BritNed,25.666666666666668,1957.0,0.01311531255322773,1.311531255322773
offer,2024Q4,NPSHYD,23.642857142857142,1957.0,0.012081173808307175,1.2081173808307175
offer,2024Q4,Viking,23.0,1957.0,0.011752682677567705,1.1752682677567705
offer,2024Q4,BIOMASS,14.0,1957.0,0.007153806847215125,0.7153806847215125
offer,2024Q4,NEMO,6.333333333333333,1957.0,0.0032362459546925564,0.32362459546925565
offer,2024Q4,IFA2,6.0,1957.0,0.0030659172202350538,0.3065917220235054
offer,2024Q4,GAS,5.816666666666666,1957.0,0.002972236416283427,0.2972236416283427
