side,marginal_bmu_id,technology_key,n_marginal_sps,tie_adjusted_weight,p05_system_price,p25_system_price,median_system_price,p75_system_price,p95_system_price,marginal_side_share_pct,technology_side_median_system_price,p05_system_price_deviation,p25_system_price_deviation,median_system_price_deviation,p75_system_price_deviation,p95_system_price_deviation,registered_capacity_mw,plant_family,lead_party,displayed_in_figure
BID,T_HUMR-1,CCGT,823,808.1666666666666,1.0,39.03,54.0,66.85,89.61099999999998,2.9946517459023476,62.55,-61.55,-23.519999999999996,-8.549999999999997,4.299999999999997,27.06099999999998,1283.0,T_HUMR_CC,VPI Immingham LLP,True
BID,T_MRWD-1,CCGT,769,672.0130952380953,36.066,55.19,63.9,75.5,105.11,2.490136344306871,62.55,-26.483999999999995,-7.359999999999999,1.3500000000000014,12.950000000000003,42.56,920.0,T_MRWD,Marchwood Power Limited,True
BID,T_GRAI-8,CCGT,1158,587.4039793539794,29.85,55.0,64.315,77.29999999999998,104.78749999999997,2.1766182953050706,62.55,-32.699999999999996,-7.549999999999997,1.7650000000000006,14.749999999999986,42.23749999999997,468.0,T_GRAI,Uniper UK Limited,True
BID,E_SHOS-1,CCGT,641,557.536507936508,30.0,51.9,62.0,73.0,92.41,2.065944743530248,62.55,-32.55,-10.649999999999999,-0.5499999999999972,10.450000000000003,29.86,460.0,E_SHOS,VPI Power Limited,True
BID,T_WBURB-3,CCGT,902,525.0832722832723,25.0,52.115,63.0,76.45,105.0095,1.9456896738550868,62.55,-37.55,-10.434999999999995,0.45000000000000284,13.900000000000006,42.459500000000006,470.0,T_WBURB_CC,West Burton B Limited,True
BID,T_WBURB-2,CCGT,875,523.3808913308914,29.721000000000004,53.185,65.0,79.03,105.003,1.9393815219583184,62.55,-32.82899999999999,-9.364999999999995,2.450000000000003,16.480000000000004,42.453,470.0,T_WBURB_CC,West Burton B Limited,True
BID,T_KEAD-2,CCGT,578,497.95714285714286,33.274499999999996,50.5775,58.0,65.65,82.0,1.8451741314601209,62.55,-29.2755,-11.972499999999997,-4.549999999999997,3.1000000000000085,19.450000000000003,890.0,T_KEAD,Keadby Generation Limited,True
BID,T_DRAXX-3,BIOMASS,731,455.3571178821179,0.0,26.125,50.0,65.275,86.055,1.687320257465142,43.864999999999995,-43.864999999999995,-17.739999999999995,6.135000000000005,21.41000000000001,42.19000000000001,661.4,T_DRAXX,Drax Power Ltd,True
BID,T_GRAI-7,CCGT,827,422.71187978687976,20.680000000000003,53.685,63.3,75.42499999999998,93.214,1.566353725078296,62.55,-41.86999999999999,-8.864999999999995,0.75,12.874999999999986,30.664,468.0,T_GRAI,Uniper UK Limited,True
BID,T_WBURB-1,CCGT,765,399.27335164835165,33.0,53.3,65.05,78.97,106.73399999999995,1.4795025443671088,62.55,-29.549999999999997,-9.25,2.5,16.42,44.183999999999955,470.0,T_WBURB_CC,West Burton B Limited,True
BID,T_CDCL-1,CCGT,646,381.1198162948163,20.26,50.584999999999994,60.0,70.4425,101.975,1.4122348400889921,62.55,-42.28999999999999,-11.965000000000003,-2.549999999999997,7.892499999999998,39.425,445.0,T_CDCL,Uniper UK Limited,True
BID,T_DINO-3,PS,273,226.897557997558,0.0,28.83,55.0,71.8,100.79999999999995,0.8407661392431838,55.0,-55.0,-26.17,0.0,16.799999999999997,45.799999999999955,320.0,T_DINO,First Hydro Company,True
BID,T_PNYCW-1,WIND,222,220.5,-43.79,-19.112447500000002,0.0,21.385,59.71199999999993,0.8170600659576833,0.0,-43.79,-19.112447500000002,0.0,21.385,59.71199999999993,228.0,T_PNYCW,Pen y Cymoedd Wind Farm LTD,True
BID,E_DOLLB-1,BATTERY,251,215.9567821067821,-8.89,30.202505441998802,56.2,65.47,81.32161245525077,0.8002252273568091,59.0,-67.89,-28.797494558001198,-2.799999999999997,6.469999999999999,22.321612455250772,102.0,E_DOLLB,Dollymans Storage Limited,True
BID,T_DRAXX-2,BIOMASS,729,447.699975024975,0.0,20.523785071894544,47.0,63.21,90.0,1.658946807814781,43.864999999999995,-43.864999999999995,-23.34121492810545,3.135000000000005,19.345000000000006,46.135000000000005,669.4,T_DRAXX,Drax Power Ltd,False
BID,T_DRAXX-1,BIOMASS,481,443.9166666666667,-26.0,-11.52,8.769999999999998,47.1,70.0,1.644927804745495,43.864999999999995,-69.865,-55.38499999999999,-35.095,3.2350000000000065,26.135000000000005,665.248,T_DRAXX,Drax Power Ltd,False
BID,T_GRAI-6,CCGT,758,378.88658008658007,16.01,52.0,63.625,77.02999999999999,100.0,1.403959610503502,62.55,-46.53999999999999,-10.549999999999997,1.0750000000000028,14.47999999999999,37.45,468.0,T_GRAI,Uniper UK Limited,False
BID,T_SEAB-1,CCGT,345,310.34166666666664,30.0,54.0,61.5,75.68999999999998,103.96200000000002,1.1499672681908573,62.55,-32.55,-8.549999999999997,-1.0499999999999972,13.139999999999986,41.41200000000002,830.0,T_SEAB,Seabank Power Limited,False
BID,T_SPLN-1,CCGT,386,308.6388999889,43.402499999999996,53.212500000000006,63.25,71.2525,88.67750000000001,1.1436576869933672,62.55,-19.1475,-9.337499999999991,0.7000000000000028,8.7025,26.127500000000012,950.0,T_SPLN,Spalding Energy Company Ltd,False
BID,T_DRAXX-4,BIOMASS,524,306.6821178821179,0.0,25.0,50.010000000000005,66.1,91.30049999999994,1.13640685471567,43.864999999999995,-43.864999999999995,-18.864999999999995,6.14500000000001,22.235,47.43549999999995,645.0,T_DRAXX,Drax Power Ltd,False
BID,T_CARR-2,CCGT,333,279.30119047619047,44.0,55.0,62.0,70.0,97.19999999999999,1.0349471615080983,62.55,-18.549999999999997,-7.549999999999997,-0.5499999999999972,7.450000000000003,34.64999999999999,470.0,T_CARR,Carrington Power Ltd,False
BID,T_SHBA-1,CCGT,313,279.04007936507935,38.426,56.75,65.0,76.0,107.72999999999999,1.0339796174642581,62.55,-24.123999999999995,-5.799999999999997,2.450000000000003,13.450000000000003,45.17999999999999,821.4,T_SHBA,EP UK INVESTMENTS LIMITED,False
BID,T_CARR-1,CCGT,331,269.68333333333334,45.099999999999994,57.305,64.55,75.215,98.275,0.9993083089388718,62.55,-17.450000000000003,-5.244999999999997,2.0,12.665000000000006,35.72500000000001,470.0,T_CARR,Carrington Power Ltd,False
BID,T_STAY-4,CCGT,427,266.84963924963927,42.0,56.6,64.0,71.0,91.48599999999998,0.9888080900049626,62.55,-20.549999999999997,-5.949999999999996,1.4500000000000028,8.450000000000003,28.93599999999998,464.0,T_STAY,RWE Generation UK plc,False
BID,T_EECL-1,CCGT,494,262.83174603174604,14.300000000000004,52.0,61.6,70.6,99.04599999999998,0.973919835593975,62.55,-48.24999999999999,-10.549999999999997,-0.9499999999999957,8.049999999999997,36.49599999999998,444.0,T_EECL,Uniper UK Limited,False
BID,T_STAY-2,CCGT,450,258.2968253968254,33.5025,53.1275,63.045,73.6375,91.54999999999995,0.9571157423827228,62.55,-29.0475,-9.4225,0.49500000000000455,11.087500000000006,28.999999999999957,464.0,T_STAY,RWE Generation UK plc,False
BID,T_STAY-3,CCGT,406,250.1805305805306,34.400000000000006,51.195,62.1,70.2075,95.59,0.9270409107367643,62.55,-28.14999999999999,-11.354999999999997,-0.44999999999999574,7.657499999999999,33.040000000000006,464.0,T_STAY,RWE Generation UK plc,False
BID,T_PEMB-51,CCGT,398,238.19722222222222,17.12,50.5175,59.35,65.7875,84.24249999999998,0.8826369074822034,62.55,-45.42999999999999,-12.032499999999999,-3.1999999999999957,3.237499999999997,21.69249999999998,475.0,T_PEMB,RWE Generation UK plc,False
BID,T_PEMB-41,CCGT,381,231.35476190476192,17.12,50.0,59.6,66.0,90.0,0.8572822540658906,62.55,-45.42999999999999,-12.549999999999997,-2.9499999999999957,3.450000000000003,27.450000000000003,475.0,T_PEMB,RWE Generation UK plc,False
BID,T_PEMB-21,CCGT,443,224.98763736263737,21.490000000000006,51.0,59.8,70.0,90.0,0.8336889515790468,62.55,-41.05999999999999,-11.549999999999997,-2.75,7.450000000000003,27.450000000000003,475.0,T_PEMB,RWE Generation UK plc,False
BID,T_PEMB-31,CCGT,351,198.9424603174603,17.12,50.1,60.5,67.805,96.305,0.7371788650737774,62.55,-45.42999999999999,-12.449999999999996,-2.049999999999997,5.25500000000001,33.75500000000001,475.0,T_PEMB,RWE Generation UK plc,False
BID,T_STAY-1,CCGT,331,195.71505439005438,35.0,57.78,66.26,77.0,101.05,0.7252197516954623,62.55,-27.549999999999997,-4.769999999999996,3.710000000000008,14.450000000000003,38.5,464.0,T_STAY,RWE Generation UK plc,False
BID,T_DIDCB5,CCGT,229,186.88571428571427,26.382,52.50504483038359,61.15,72.92,106.01,0.6925027394142153,62.55,-36.16799999999999,-10.044955169616408,-1.3999999999999986,10.370000000000005,43.46000000000001,770.0,T_DIDCB,RWE Generation UK plc,False
BID,T_DINO-4,PS,220,184.3761904761905,0.0,30.8125,50.0,67.5725,87.04999999999998,0.6832037294852725,55.0,-55.0,-24.1875,-5.0,12.572500000000005,32.04999999999998,320.0,T_DINO,First Hydro Company,False
BID,T_DIDCB6,CCGT,201,169.2213675213675,46.7,62.11,76.25,93.0,128.7,0.6270477174986753,62.55,-15.849999999999994,-0.4399999999999977,13.700000000000003,30.450000000000003,66.14999999999999,720.0,T_DIDCB,RWE Generation UK plc,False
BID,T_PEMB-11,CCGT,339,164.13843101343102,24.50000000000001,51.760000000000005,61.15,71.55,102.20099999999994,0.6082129581407011,62.55,-38.04999999999998,-10.789999999999992,-1.3999999999999986,9.0,39.65099999999994,475.0,T_PEMB,RWE Generation UK plc,False
BID,E_PILLB-1,BATTERY,203,162.52896825396826,-14.160055155859474,27.490000000000002,53.69,65.425,81.954,0.6022491134767416,59.0,-73.16005515585948,-31.509999999999998,-5.310000000000002,6.424999999999997,22.953999999999994,49.9,E_PILLB,BP Gas Marketing Limited,False
BID,T_SEAB-2,CCGT,172,160.27777777777777,30.0,48.2,57.65,65.92500000000001,92.41499999999999,0.5939073545698957,62.55,-32.55,-14.349999999999994,-4.899999999999999,3.375000000000014,29.864999999999995,406.0,T_SEAB,Seabank Power Limited,False
BID,E_PILLB-2,BATTERY,197,159.74563492063493,0.42400000000000015,41.0,59.0,72.64546306249977,90.50599999999997,0.5919355056902765,59.0,-58.576,-18.0,0.0,13.645463062499772,31.505999999999972,49.9,E_PILLB,BP Gas Marketing Limited,False
BID,T_HOWBO-1,WIND,254,158.5,-61.772,-21.99,-1.475,24.695,48.6155,0.5873198206543891,0.0,-61.772,-21.99,-1.475,24.695,48.6155,440.0,T_HOWBO,Breesea Limited,False
BID,T_COWB-1,OTHER,203,152.07695915195916,1.7090000000000014,45.06,58.97,68.05,84.478,0.5635193209766153,60.0,-58.291,-14.939999999999998,-1.0300000000000011,8.049999999999997,24.477999999999994,50.431,T_COWB,Pivoted Power LLP,False
BID,T_CRUA-2,PS,225,151.59107142857144,-5.429999999999998,35.1,51.05,65.2,94.13599999999995,0.5617188699320838,55.0,-60.43,-19.9,-3.950000000000003,10.200000000000003,39.13599999999995,124.76,T_CRUA,Drax Pumped Storage Limited,False
BID,T_CLDCW-1,WIND,149,149.0,-65.0,-18.86,0.0,20.38,69.88399999999994,0.5521176862934005,0.0,-65.0,-18.86,0.0,20.38,69.88399999999994,200.0,T_CLDCW,Clyde Windfarm (Scotland) Ltd,False
BID,T_SHBA-2,CCGT,166,142.91785714285714,35.41094,58.5375,65.0,72.89,100.625,0.5295803799713089,62.55,-27.13906,-4.012499999999996,2.450000000000003,10.340000000000003,38.075,580.0,T_SHBA,EP UK INVESTMENTS LIMITED,False
BID,T_ROCK-1,CCGT,164,140.39358974358976,40.199816159602456,60.4675,70.0,81.215,97.24499999999999,0.520226737850038,62.55,-22.35018384039754,-2.082499999999996,7.450000000000003,18.665000000000006,34.69499999999999,810.0,T_ROCK,Rocksavage Power Company Ltd,False
BID,T_DINO-6,PS,177,133.11904761904762,0.0,46.9,60.0,76.13,100.49999999999997,0.49327101055711126,55.0,-55.0,-8.100000000000001,5.0,21.129999999999995,45.49999999999997,320.0,T_DINO,First Hydro Company,False
BID,T_DAMC-1,CCGT,137,131.27777777777777,6.368,58.0,69.82,83.23999999999998,99.888,0.4864482075731937,62.55,-56.181999999999995,-4.549999999999997,7.269999999999996,20.689999999999984,37.33800000000001,820.0,T_DAMC,VPI Power Limited,False
BID,T_PEHE-1,CCGT,137,128.52619047619046,38.0,60.0,65.9,76.0,100.49999999999997,0.476252234320934,62.55,-24.549999999999997,-2.549999999999997,3.3500000000000085,13.450000000000003,37.949999999999974,1200.0,T_PEHE,SSE Thermal Generation,False
BID,T_CRUA-1,PS,195,125.84597069597069,-61.82699999999999,12.15,48.5,61.05,92.38399999999999,0.4663207125503787,55.0,-116.827,-42.85,-6.5,6.049999999999997,37.383999999999986,123.0,T_CRUA,Drax Pumped Storage Limited,False
BID,T_RCBKO-1,WIND,160,119.5,-82.24,-22.52,0.0,40.6875,77.173095,0.44280579538296216,0.0,-82.24,-22.52,0.0,40.6875,77.173095,284.0,T_RCBKO,Race Bank Wind Farm Ltd,False
BID,2__HANGE003,LOAD RESPONSE,150,119.28809523809524,-15.85,8.01736111111111,50.15,62.7025,85.65999999999998,0.4420205848671406,55.254999999999995,-71.10499999999999,-47.23763888888888,-5.104999999999997,7.447500000000005,30.404999999999987,49.813,2__HANGE_LR,Limejump Energy Limited,False
BID,T_KEMB-1,LOAD RESPONSE,226,117.82324342324343,-1.3575,47.7625,61.004999999999995,69.7275,86.16845289542073,0.4365925942981562,55.254999999999995,-56.6125,-7.492499999999993,5.75,14.47250000000001,30.913452895420733,35.468,T_KEMB,EDF Energy Customers Limited,False
BID,2__FBPGM001,BATTERY,119,117.5,-16.901180725100062,14.81296818799302,58.77,75.62506121856289,95.88199999999999,0.4353948197280172,59.0,-75.90118072510006,-44.18703181200698,-0.22999999999999687,16.62506121856289,36.88199999999999,39.859,2__FBPGM,BP Gas Marketing Limited,False
BID,T_LAGA-1,CCGT,137,117.30873015873016,40.0,57.2,67.91,78.1,97.23799999999999,0.4346860716594292,62.55,-22.549999999999997,-5.349999999999994,5.359999999999999,15.549999999999997,34.68799999999999,905.0,T_LAGA,EP UK INVESTMENTS LIMITED,False
BID,E_THMRB-1,BATTERY,159,117.22420634920636,0.0,43.0,56.0,66.975,81.17797553486331,0.43437286971210715,59.0,-59.0,-16.0,-3.0,7.974999999999994,22.177975534863307,49.5,E_THMRB,Tesla Motors Limited,False
BID,E_CLAYB-1,BATTERY,148,116.35555555555555,4.489141002632958,44.097500000000004,57.191706218054286,67.205,85.65,0.43115409476990973,59.0,-54.510858997367045,-14.902499999999996,-1.8082937819457143,8.204999999999998,26.650000000000006,49.5,E_CLAYB,Tesla Motors Limited,False
BID,T_DINO-2,PS,141,115.77619047619048,0.0,41.5,63.93,84.2,112.0,0.42900726452065985,55.0,-55.0,-13.5,8.93,29.200000000000003,57.0,320.0,T_DINO,First Hydro Company,False
BID,E_BURWB-1,OTHER,137,113.67424242424242,-12.261999999999997,33.7,59.1,66.75,85.40799999999997,0.42121852160018686,60.0,-72.262,-26.299999999999997,-0.8999999999999986,6.75,25.407999999999973,50.533,E_BURWB_OTH,Arenko Cleantech Limited,False
BID,2__FBPGM002,BATTERY,114,113.16666666666667,-5.714085365853658,32.3727883786972,63.215,77.89999999999999,102.3535,0.4193377058089698,59.0,-64.71408536585366,-26.6272116213028,4.215000000000003,18.89999999999999,43.3535,59.642,2__FBPGM,BP Gas Marketing Limited,False
BID,T_COVNB-1,OTHER,209,112.9231351981352,-4.154,47.8,61.02,72.06999999999998,90.59368514314308,0.41843530291671993,60.0,-64.154,-12.200000000000003,1.0200000000000031,12.069999999999979,30.593685143143077,50.449,T_COVNB,Pivoted Power LLP,False
BID,T_MEDP-1,CCGT,138,111.77619047619048,46.796342,56.4475,67.52000000000001,77.0,100.0,0.4141853132107699,62.55,-15.753657999999994,-6.102499999999999,4.970000000000013,14.450000000000003,37.45,750.0,T_MEDP,Medway Power Ltd,False
BID,T_TKNEW-1,WIND,177,111.5,-76.88,-25.0,0.0,30.01,55.384,0.41316189276318227,0.0,-76.88,-25.0,0.0,30.01,55.384,412.0,T_TKNEW,Triton Knoll Offshore Wind,False
BID,T_FOYE-2,PS,116,108.25,8.024999999999999,46.82,60.769999999999996,73.0,102.1625,0.4011190573238967,55.0,-46.975,-8.18,5.769999999999996,18.0,47.162499999999994,160.0,T_FOYE,SSE Generation Ltd,False
BID,E_SKELB-1,BATTERY,148,107.68174603174603,0.5645000000000003,44.84,57.084999999999994,68.9175,85.09100000000001,0.39901339916161865,59.0,-58.4355,-14.159999999999997,-1.9150000000000063,9.917500000000004,26.091000000000008,49.9,E_SKELB,Tesla Motors Limited,False
BID,2__MSTAT001,BATTERY,140,107.62186147186146,-9.163056527257766,21.7675,57.144999999999996,70.85,100.1,0.39879149765391286,59.0,-68.16305652725777,-37.2325,-1.855000000000004,11.849999999999994,41.099999999999994,50.0,2__MSTAT_B,Statkraft Markets Gmbh,False
BID,T_SCCL-1,CCGT,118,103.77738095238095,31.0,52.25,62.5,73.6875,101.3455,0.3845458218860227,62.55,-31.549999999999997,-10.299999999999997,-0.04999999999999716,11.137500000000003,38.795500000000004,408.2,T_SCCL,SCCL,False
BID,T_SCCL-2,CCGT,111,102.55757575757576,42.0,58.105,64.11,71.225,99.1,0.3800258485847844,62.55,-20.549999999999997,-4.445,1.5600000000000023,8.674999999999997,36.55,409.1,T_SCCL,SCCL,False
BID,T_FOYE-1,PS,111,102.15,10.105,45.575,59.0,68.05,95.59,0.37851558157631454,55.0,-44.894999999999996,-9.424999999999997,4.0,13.049999999999997,40.59,160.0,T_FOYE,SSE Generation Ltd,False
BID,T_COSO-1,CCGT,111,101.75,26.55,63.01,75.0,89.11499999999998,104.10705396939676,0.3770333864453255,62.55,-36.0,0.46000000000000085,12.450000000000003,26.564999999999984,41.55705396939676,856.186,T_COSO,Coryton Energy Company Ltd,False
BID,2__HANGE004,BATTERY,133,101.6547619047619,-7.5799999999999965,22.74,55.06,70.0,96.622,0.37668048284270905,59.0,-66.58,-36.260000000000005,-3.9399999999999977,11.0,37.622,49.335,2__HANGE_B,Limejump Energy Limited,False
BID,T_TKNWW-1,WIND,166,100.5,-76.88,-24.38,0.0,30.25,55.58,0.3724015266609849,0.0,-76.88,-24.38,0.0,30.25,55.58,412.0,T_TKNWW,Triton Knoll Offshore Wind,False
BID,T_CNQPS-2,CCGT,147,99.67420634920634,43.29610808555652,61.0,71.89,84.00999999999999,102.10890099999999,0.36934155833996496,62.55,-19.25389191444348,-1.5499999999999972,9.340000000000003,21.459999999999994,39.55890099999999,352.0,T_CNQPS,Uniper UK Limited,False
BID,T_DINO-1,PS,112,99.45,0.0,40.0,55.06,64.8125,85.73499999999997,0.3685107644421388,55.0,-55.0,-15.0,0.060000000000002274,9.8125,30.73499999999997,320.0,T_DINO,First Hydro Company,False
BID,T_PINFB-1,BATTERY,177,98.4267538017538,-3.0699999999999994,45.0,60.05,72.0,86.19999999999999,0.36471913811003004,59.0,-62.07,-14.0,1.0499999999999972,13.0,27.19999999999999,27.08,T_PINFB_B,Zenobe Capenhurst Limited,False
BID,T_DINO-5,PS,121,97.86666666666666,0.0,40.1,65.0,80.0,112.6,0.3626437420486407,55.0,-55.0,-14.899999999999999,10.0,25.0,57.599999999999994,320.0,T_DINO,First Hydro Company,False
BID,T_BUSTB-1,BATTERY,178,97.78983793983794,-1.6496280241277999,49.4075,63.0,71.01915686933953,84.70550000000001,0.36235905413657665,59.0,-60.6496280241278,-9.592500000000001,4.0,12.019156869339525,25.705500000000015,52.237,T_BUSTB,Pivoted Power LLP,False
BID,E_CLAYB-2,BATTERY,117,96.58888888888889,-3.025999999999998,40.0,58.0,68.2,85.46199999999997,0.3579089520468703,59.0,-62.025999999999996,-19.0,-1.0,9.200000000000003,26.461999999999975,49.5,E_CLAYB,Tesla Motors Limited,False
BID,T_NURSB-1,BATTERY,189,96.04734154734155,-13.517999999999999,30.0,55.10218981595146,69.98,82.17999999999999,0.3559022549647666,59.0,-72.518,-29.0,-3.897810184048538,10.980000000000004,23.179999999999993,48.0,T_NURSB,EDF Energy Customers Limited,False
BID,T_HOWBO-2,WIND,154,88.5,-43.72,-19.0,1.0,27.385,59.3704020169432,0.3279356727313151,0.0,-43.72,-19.0,1.0,27.385,59.3704020169432,440.0,T_HOWBO,Sonningmay Wind Limited,False
BID,E_BARNB-1,BATTERY,107,88.27424242424243,-18.86,25.985,49.0,64.43762301473654,87.88099999999996,0.3270991307823857,59.0,-77.86,-33.015,-10.0,5.437623014736545,28.880999999999958,44.0,E_BARNB,EDF Energy Customers Limited,False
BID,T_KEAD-1,CCGT,120,87.60952380952381,42.0775,57.2125,63.305,74.69999999999999,110.2045,0.3246360240468515,62.55,-20.472499999999997,-5.337499999999999,0.7550000000000026,12.149999999999991,47.6545,764.0,T_KEAD,Keadby Generation Limited,False
BID,E_HAWKB-1,BATTERY,127,86.26626984126985,-1.6259999999999997,46.0,58.6,69.42500000000001,86.64499999999994,0.3196586128182823,59.0,-60.626,-13.0,-0.3999999999999986,10.425000000000011,27.64499999999994,20.0,E_HAWKB,Tesla Motors Limited,False
BID,2__HSTAT002,BATTERY,120,85.13416305916306,-11.983999999999998,9.077499999999999,45.120000000000005,65.8375,90.95602986453531,0.3154636049177866,59.0,-70.984,-49.9225,-13.879999999999995,6.837500000000006,31.95602986453531,52.237,2__HSTAT,Statkraft Markets Gmbh,False
BID,E_CHAPB-1,BATTERY,111,84.23015873015873,-0.855,39.725,55.0,67.25,87.85,0.3121138278806786,59.0,-59.855,-19.275,-4.0,8.25,28.849999999999994,50.169,E_CHAPB,Tesla Motors Limited,False
BID,E_LITRB-1,BATTERY,103,83.85952380952381,12.677000000000003,52.2,63.2,73.60499999999999,85.219,0.31074044469382966,59.0,-46.32299999999999,-6.799999999999997,4.200000000000003,14.60499999999999,26.218999999999994,50.0,E_LITRB,Tesla Motors Limited,False
BID,T_SUNDB-1,BATTERY,98,83.30833333333334,-16.1725,20.34521699426378,59.65,67.5325,81.65749999999996,0.3086980150936871,59.0,-75.1725,-38.65478300573622,0.6499999999999986,8.532499999999999,22.657499999999956,50.246,T_SUNDB,Pivoted Power LLP,False
BID,T_CLDSW-1,WIND,83,83.0,-61.574999999999996,-20.235,-2.1,13.504999999999999,55.72899999999999,0.3075554896802164,0.0,-61.574999999999996,-20.235,-2.1,13.504999999999999,55.72899999999999,150.0,T_CLDSW,Clyde Windfarm (Scotland) Ltd,False
BID,T_WISHB-1,BATTERY,105,82.3852564102564,-12.263999999999998,35.0,55.84,68.89057132260695,88.08799999999998,0.3052775647914048,59.0,-71.264,-24.0,-3.1599999999999966,9.890571322606945,29.08799999999998,51.0,T_WISHB,Zenobe Wishaw Limited,False
BID,T_LBAR-1,CCGT,135,82.05992063492063,34.415,52.575,59.0,65.725,105.093,0.30407203703605673,62.55,-28.134999999999998,-9.974999999999994,-3.549999999999997,3.174999999999997,42.543000000000006,750.0,T_LBAR,RWE Generation UK plc,False
BID,T_LARKB-1,OTHER,98,81.88452380952381,-12.597999999999997,52.04,62.685,70.49536079239037,92.66199999999998,0.3034221062345715,60.0,-72.598,-7.960000000000001,2.6850000000000023,10.495360792390372,32.66199999999998,52.0,T_LARKB,EDF Energy Customers Limited,False
BID,2__HIMPO002,LOAD RESPONSE,92,81.61666666666666,-5.972,21.921216581777596,61.328500735907326,77.685,89.8785,0.3024295648522128,55.254999999999995,-61.227,-33.333783418222396,6.073500735907331,22.430000000000007,34.62350000000001,52.564,2__HIMPO,SSE Energy Supply Limited,False
BID,E_ILMEB-1,BATTERY,122,80.24007936507937,3.6830000000000016,45.225,62.504999999999995,70.0,94.899,0.29732863736272785,59.0,-55.317,-13.774999999999999,3.5049999999999955,11.0,35.899,49.5,E_ILMEB,Tesla Motors Limited,False
BID,T_RICHB-2,OTHER,102,77.95476190476191,-6.941999999999999,12.5775,46.101555000000005,61.480000000000004,88.59585142539453,0.28886042133161116,60.0,-66.942,-47.4225,-13.898444999999995,1.480000000000004,28.595851425394528,49.9,T_RICHB,Limejump Energy Limited,False
BID,2__JSTAT002,BATTERY,102,76.87622655122655,-8.561499999999999,8.4725,50.185,64.72749999999999,76.0,0.2848639217075872,59.0,-67.5615,-50.5275,-8.814999999999998,5.727499999999992,17.0,6.305,2__JSTAT,Statkraft Markets Gmbh,False
BID,T_RICHB-1,OTHER,96,76.2547619047619,-0.5225,26.94857768920172,54.475,73.0475,91.14499999999998,0.2825610920249079,60.0,-60.5225,-33.05142231079828,-5.524999999999999,13.0475,31.144999999999982,49.9,T_RICHB,Limejump Energy Limited,False
BID,T_HOWBO-3,WIND,127,75.33333333333333,-56.989,-17.4,-1.65008,23.950000000000003,48.661,0.27914674966959396,0.0,-56.989,-17.4,-1.65008,23.950000000000003,48.661,440.0,T_HOWBO,Soundmark Wind Limited,False
BID,T_SCCL-3,CCGT,81,74.86666666666666,48.75,59.3,64.1,75.0,100.0,0.2774175220167735,62.55,-13.799999999999997,-3.25,1.5499999999999972,12.450000000000003,37.45,409.3,T_SCCL,SCCL,False
BID,E_BHOLB-1,BATTERY,93,74.44126984126984,3.772000000000001,43.4,58.14742272191856,66.51,83.23999999999994,0.27584121925842014,59.0,-55.228,-15.600000000000001,-0.8525772780814407,7.510000000000005,24.239999999999938,7.12,E_BHOLB,Tesla Motors Limited,False
BID,E_BROAB-1,BATTERY,100,73.26944444444445,4.830000000000001,40.0,56.57340133010272,67.91802814639021,89.56799999999998,0.2714990345145605,59.0,-54.17,-19.0,-2.426598669897281,8.918028146390213,30.567999999999984,11.0,E_BROAB,Tesla Motors Limited,False
BID,T_TYLNB-1,BATTERY,82,72.33333333333333,-5.8525,33.45677727365341,57.525000000000006,63.575,71.527,0.2680302861871765,59.0,-64.8525,-25.543222726346592,-1.4749999999999943,4.575000000000003,12.527000000000001,58.0,T_TYLNB,Pivoted Power LLP,False
BID,T_LKSDB-1,OTHER,86,71.95,-17.53,29.42720680522277,61.375,67.275,85.07499999999999,0.26660984918664543,60.0,-77.53,-30.57279319477723,1.375,7.275000000000006,25.07499999999999,105.0,T_LKSDB,Lakeside Energy Storage Ltd,False
BID,T_CRUA-4,PS,112,70.4968253968254,-30.0,0.5,45.25,65.71,95.41849999999998,0.2612251283833898,55.0,-85.0,-54.5,-9.75,10.709999999999994,40.41849999999998,104.0,T_CRUA,Drax Pumped Storage Limited,False
BID,2__HSTAT001,BATTERY,96,69.95281385281385,-9.36163182999707,8.22,41.456434249990195,64.075,86.44500000000001,0.2592093002290505,59.0,-68.36163182999707,-50.78,-17.543565750009805,5.075000000000003,27.445000000000007,100.0,2__HSTAT,Statkraft Markets Gmbh,False
BID,T_PINFB-3,OTHER,158,69.88782883782883,-10.567,45.0,61.275,69.20249999999999,84.84150000000001,0.2589684990470554,60.0,-70.56700000000001,-15.0,1.2749999999999986,9.202499999999986,24.84150000000001,26.0,T_PINFB_OTH,Zenobe Capenhurst Limited,False
BID,T_PINFB-2,OTHER,164,69.55013042513042,-0.8664999999999998,50.0,62.15,71.64,89.87886289153792,0.25771716168944464,60.0,-60.8665,-10.0,2.1499999999999986,11.64,29.87886289153792,26.0,T_PINFB_OTH,Zenobe Capenhurst Limited,False
BID,T_SGRWO-6,WIND,137,69.45,-13.439999999999998,0.9500571428571428,35.0,53.2,72.0,0.2573461296179642,0.0,-13.439999999999998,0.9500571428571428,35.0,53.2,72.0,380.0,T_SGRWO,Seagreen Wind Energy Limited,False
BID,E_ROARB-1,BATTERY,86,68.16785714285714,15.7380194590143,56.0,66.47,74.9775,90.3,0.2525951648677406,59.0,-43.261980540985704,-3.0,7.469999999999999,15.977500000000006,31.299999999999997,50.0,E_ROARB,Tesla Motors Limited,False
