tie_adjusted_rank,bmu_id,technology,plant_family,lead_party,registered_capacity_mw,marginal_occurrences,bid_weight,offer_weight,tie_adjusted_weight,share_all_sps_pct,bid_share_all_sps_pct,offer_share_all_sps_pct,dominant_side,dominant_side_share
295,I_IFD-DSKC1,IFA,I_IFD-DSKC,Danske Commodities A/S,,23,22.5,0.0,22.5,0.04439270775787231,0.04439270775787231,0.0,Bid,1.0
296,I_IND-NTPL1,NEMO,I_IND-NTPL,Northpool BV,,23,22.5,0.0,22.5,0.04439270775787231,0.04439270775787231,0.0,Bid,1.0
297,E_FASN-3,NPSHYD,E_FASN,SSE Generation Ltd,24.2,45,14.119047619047619,8.30952380952381,22.42857142857143,0.04425177852689494,0.027857011323193945,0.01639476720370099,Bid,0.6295116772823779
298,M_SLOY-4,NPSHYD,M_SLOY,SSE Generation Ltd,40.0,99,0.7713675213675213,21.638802863802862,22.41017038517038,0.04421547309835526,0.0015219152422214532,0.04269355785613381,Offer,0.9655795780170435
299,2__JSTAT003,BATTERY,2__JSTAT,Statkraft Markets Gmbh,22.0,24,5.0,17.316666666666666,22.316666666666666,0.04403098939836372,0.009865046168416068,0.03416594322994765,Offer,0.7759522031366691
300,2__EFLEX002,DSR,2__EFLEX,Flexitricity Limited,49.0,71,4.75,17.46318579081737,22.21318579081737,0.04382682067480343,0.009371793859995264,0.034455026814808165,Offer,0.786163045466284
301,2__LSTAT002,BATTERY,2__LSTAT,Statkraft Markets Gmbh,20.858,34,1.4166666666666667,20.783333333333335,22.200000000000003,0.04380080498776735,0.002795096414384553,0.041005708573382794,Offer,0.9361861861861861
302,E_LSTWY-1,DIESEL,E_LSTWY,Conrad Energy (Trading) Ltd,12.72,29,0.0,22.04090909090909,22.04090909090909,0.04348691715513592,0.0,0.04348691715513592,Offer,1.0
303,T_MIDMW-1,WIND,T_MIDMW,OnPath Energy Limited,51.0,30,22.0,0.0,22.0,0.0434062031410307,0.0434062031410307,0.0,Bid,1.0
304,2__GSTAT017,BATTERY,2__GSTAT_B,Statkraft Markets Gmbh,28.0,22,7.0,15.0,22.0,0.0434062031410307,0.013811064635782496,0.029595138505248204,Offer,0.6818181818181818
305,E_SUDME-1,DIESEL,E_SUDME,Conrad Energy (Trading) Ltd,40.0,55,3.611111111111111,18.06626984126984,21.67738095238095,0.04276967278111623,0.007124755566078272,0.03564491721503796,Offer,0.8334157101799476
306,E_SOLUTIA,GAS,E_SOLUTIA,UK Power Reserve Limited,15.8,27,0.0,21.366666666666667,21.366666666666667,0.04215663062636466,0.0,0.04215663062636466,Offer,1.0
307,V__HZENO004,BATTERY,V__HZENO,BESS Holdco 2 Limited,0.0,22,14.0,7.333333333333333,21.333333333333332,0.042090863651908554,0.02762212927156499,0.014468734380343564,Bid,0.65625
308,2__LECOT003,OTHER,2__LECOT,ECOTRICITY LIMITED,10.0,21,12.0,9.0,21.0,0.04143319390734749,0.023676110804198562,0.017757083103148923,Bid,0.5714285714285714
309,I_IBD-NEAS1,BritNed,I_IBD-NEAS,Centrica Energy Trading A/S,,21,21.0,0.0,21.0,0.04143319390734749,0.04143319390734749,0.0,Bid,1.0
310,I_IBG-INCM1,BritNed,I_IBG-INCM,IN COMMODITIES A/S,,21,0.0,21.0,21.0,0.04143319390734749,0.0,0.04143319390734749,Offer,1.0
311,E_MORFL-1,DIESEL,E_MORFL,Conrad Energy (Trading) Ltd,20.0,35,1.0,19.894022644022645,20.894022644022645,0.04122409960544283,0.001973009233683214,0.03925109037175962,Offer,0.9521394220233566
312,2__DLOND001,OCGT,2__DLOND,EDF Energy Customers Limited,24.0,25,0.0,20.833333333333332,20.833333333333332,0.04110435903506694,0.0,0.04110435903506694,Offer,1.0
313,T_SGRWO-2,WIND,T_SGRWO,Seagreen Wind Energy Limited,220.0,62,19.766666666666666,1.0,20.766666666666666,0.040972825086154734,0.03899981585247152,0.001973009233683214,Bid,0.9518459069020867
314,E_PETEM3,CCGT,E_PETEM,River Nene Power Limited,49.227,31,9.833333333333334,10.892857142857142,20.726190476190474,0.04089296518860089,0.0194012574645516,0.02149170772404929,Offer,0.5255600229753016
315,T_MKFRB-1,BATTERY,T_MKFRB,HD777FRY Ltd,57.0,33,10.0,10.616666666666667,20.616666666666667,0.040676873701102255,0.019730092336832136,0.02094678136427012,Offer,0.5149555375909458
316,I_IFD-NEAS1,IFA,I_IFD-NEAS,Centrica Energy Trading A/S,,21,20.5,0.0,20.5,0.04044668929050588,0.04044668929050588,0.0,Bid,1.0
317,E_ASHWW-1,WIND,E_ASHWW,Statkraft Markets Gmbh,35.0,21,20.333333333333332,0.0,20.333333333333332,0.040117854418225345,0.040117854418225345,0.0,Bid,1.0
318,T_FASN-1,NPSHYD,T_FASN,SSE Generation Ltd,23.04,43,12.23015873015873,8.00952380952381,20.23968253968254,0.03993308053761057,0.024130216104014543,0.015802864433596027,Bid,0.604266332052388
319,2__HFLEX001,DSR,2__HFLEX,Flexitricity Limited,49.0,72,0.0,20.10568218331376,20.10568218331376,0.03966869659717812,0.0,0.03966869659717812,Offer,1.0
320,T_MOWWO-4,WIND,T_MOWWO,Moray Offshore Wind West Ltd,287.0,24,20.083333333333332,0.0,20.083333333333332,0.03962460210980454,0.03962460210980454,0.0,Bid,1.0
321,T_NNGAO-1,WIND,T_NNGAO,Neart Na Gaoithe Offshore Wind,224.0,29,20.0,0.0,20.0,0.03946018467366427,0.03946018467366427,0.0,Bid,1.0
322,I_I2D-DSKC1,IFA2,I_I2D-DSKC,Danske Commodities A/S,,21,20.0,0.0,20.0,0.03946018467366427,0.03946018467366427,0.0,Bid,1.0
323,E_ASLVW-1,WIND,E_ASLVW,Npower Commercial Gas Limited,26.0,20,20.0,0.0,20.0,0.03946018467366427,0.03946018467366427,0.0,Bid,1.0
324,E_BURBO,WIND,E_BURBO,Orsted Burbo (UK) Limited,90.0,20,20.0,0.0,20.0,0.03946018467366427,0.03946018467366427,0.0,Bid,1.0
325,2__NFLEX002,BATTERY,2__NFLEX_B,Flexitricity Limited,49.0,36,2.0,17.968528693528693,19.968528693528693,0.03939809149540031,0.003946018467366428,0.03545207302803388,Offer,0.8998423954666149
326,T_THURB-2,BATTERY,T_THURB,THURROCK STORAGE LIMITED,100.0,24,11.642857142857142,8.125,19.767857142857142,0.03900216467298781,0.0229714646493117,0.01603070002367611,Bid,0.5889792231255646
327,2__EFLEX004,DSR,2__EFLEX,Flexitricity Limited,49.0,49,0.6666666666666666,18.974603174603175,19.641269841269843,0.038752406758089025,0.0013153394891221423,0.03743706726896689,Offer,0.9660578632616776
328,E_TDRVE-1,OTHER,E_TDRVE,Conrad Energy (Trading) Ltd,6.0,25,3.5,16.083333333333332,19.583333333333332,0.03863809749296293,0.006905532317891248,0.031732565175071684,Offer,0.8212765957446808
329,T_THURB-3,BATTERY,T_THURB,THURROCK STORAGE LIMITED,100.0,24,12.767857142857142,6.625,19.392857142857142,0.03826228621035661,0.025191100037205316,0.01307118617315129,Bid,0.6583793738489871
330,2__NHPOW001,NPSHYD,2__NHPOW,Drax Energy Solutions Limited,25.0,21,15.666666666666666,3.5,19.166666666666664,0.03781601031226159,0.030910477994370345,0.006905532317891248,Bid,0.8173913043478261
331,2__NFLEX004,DSR,2__NFLEX_LR,Flexitricity Limited,49.0,33,0.5,18.57408424908425,19.07408424908425,0.037633344347494775,0.000986504616841607,0.03664683973065316,Offer,0.9737864217505485
332,I_IVD-DSKC1,Viking,I_IVD-DSKC,Danske Commodities A/S,,19,19.0,0.0,19.0,0.037487175439981056,0.037487175439981056,0.0,Bid,1.0
333,I_IVD-NTPL1,Viking,I_IVD-NTPL,Northpool BV,,19,19.0,0.0,19.0,0.037487175439981056,0.037487175439981056,0.0,Bid,1.0
334,T_CRGHW-1,WIND,T_CRGHW,Statkraft Markets Gmbh,46.0,19,19.0,0.0,19.0,0.037487175439981056,0.037487175439981056,0.0,Bid,1.0
335,T_HUMR-2,OTHER,T_HUMR_OTH,VPI Immingham Energy Park A,50.0,19,1.0,18.0,19.0,0.037487175439981056,0.001973009233683214,0.03551416620629785,Offer,0.9473684210526315
336,T_ERRO-2,NPSHYD,T_ERRO,SSE Generation Ltd,25.26,70,6.936904761904762,11.8,18.73690476190476,0.03696808610588107,0.013686577148419149,0.02328150895746192,Offer,0.6297731749158143
337,2__BSTAT002,BATTERY,2__BSTAT_B,Statkraft Markets Gmbh,6.431,34,3.1625,15.432644110275689,18.59514411027569,0.03668839103124396,0.006239641701523163,0.0304487493297208,Offer,0.8299287178821916
338,T_NANT-1,NPSHYD,T_NANT,SSE Generation Ltd,20.0,45,3.0,15.585714285714285,18.585714285714285,0.03666978590031229,0.0059190277010496405,0.030750758199262655,Offer,0.8385857033051499
339,E_GRCRB-1,BATTERY,E_GRCRB,FIELD GERRARDS CROSS LTD,20.0,20,11.5,7.0,18.5,0.03650067082313945,0.022689606187356957,0.013811064635782496,Bid,0.6216216216216216
340,T_FASN-2,NPSHYD,T_FASN,SSE Generation Ltd,23.28,44,11.369047619047619,6.65,18.01904761904762,0.03555174733455848,0.02243123593056511,0.013120511403993371,Bid,0.630946088794926
341,T_SUTB-1,CCGT,T_SUTB,SUTTON BRIDGE POWER GENERATION,850.0,21,1.0,17.0,18.0,0.03551416620629785,0.001973009233683214,0.03354115697261463,Offer,0.9444444444444444
342,2__PMARB001,NPSHYD,2__PMARB,Marble Power Limited,80.0,18,18.0,0.0,18.0,0.03551416620629785,0.03551416620629785,0.0,Bid,1.0
343,I_IFD-MFTE1,IFA,I_IFD-MFTE,MFT Energy A/S,,18,18.0,0.0,18.0,0.03551416620629785,0.03551416620629785,0.0,Bid,1.0
344,2__NFLEX003,DSR,2__NFLEX_LR,Flexitricity Limited,49.0,37,0.6428571428571428,17.129347406978987,17.77220454983613,0.035064723679733505,0.0012683630787963514,0.03379636060093715,Offer,0.9638279459897917
345,E_ARNKB-2,BATTERY,E_ARNKB_B,Flexitricity Limited,49.0,40,11.96111111111111,5.751190476190476,17.712301587301585,0.03494653458152787,0.023599382667333104,0.011347151914194768,Bid,0.675299652738882
346,T_TEBWB-1,BATTERY,T_TEBWB,Arenko Cleantech Limited,39.9,18,12.5,5.0,17.5,0.03452766158945624,0.02466261542104017,0.009865046168416068,Bid,0.7142857142857143
347,T_WISTW-2,WIND,T_WISTW,BROCKLOCH RIG WINDFARM LTD,61.5,19,17.333333333333332,0.0,17.333333333333332,0.0341988267171757,0.0341988267171757,0.0,Bid,1.0
348,2__DSTAT005,BATTERY,2__DSTAT,Statkraft Markets Gmbh,16.0,21,0.0625,17.253846153846155,17.316346153846155,0.03416531085519327,0.00012331307710520086,0.034041997778088064,Offer,0.9963906935421178
349,T_WLNYO-4,WIND,T_WLNYO,Walney Extension Ltd,330.0,22,17.0,0.0,17.0,0.03354115697261463,0.03354115697261463,0.0,Bid,1.0
350,I_IBD-INCM1,BritNed,I_IBD-INCM,IN COMMODITIES A/S,,17,17.0,0.0,17.0,0.03354115697261463,0.03354115697261463,0.0,Bid,1.0
351,I_IBD-NTPL1,BritNed,I_IBD-NTPL,Northpool BV,,17,17.0,0.0,17.0,0.03354115697261463,0.03354115697261463,0.0,Bid,1.0
352,I_IBG-DSKC1,BritNed,I_IBG-DSKC,Danske Commodities A/S,,17,0.0,17.0,17.0,0.03354115697261463,0.0,0.03354115697261463,Offer,1.0
353,I_IVG-DSKC1,Viking,I_IVG-DSKC,Danske Commodities A/S,,17,0.0,17.0,17.0,0.03354115697261463,0.0,0.03354115697261463,Offer,1.0
354,2__NFLEX009,OTHER,2__NFLEX_OTH,Flexitricity Limited,49.0,32,12.626190476190477,4.269047619047619,16.895238095238096,0.033334460767181155,0.024911590395766865,0.00842287037141429,Bid,0.7473224351747464
355,2__NFLEX006,DSR,2__NFLEX_LR,Flexitricity Limited,49.0,70,1.5,15.023850126481705,16.523850126481705,0.03260170887554594,0.0029595138505248203,0.02964219502502112,Offer,0.9092221250787038
356,2__ECNDL001,GAS,2__ECNDL,NEAS Energy Ltd.,20.863,32,1.8333333333333333,14.642857142857142,16.476190476190474,0.032507675945447234,0.003617183595085891,0.02889049235036134,Offer,0.888728323699422
357,2__DSTAT007,BATTERY,2__DSTAT,Statkraft Markets Gmbh,30.0,17,8.25,8.0,16.25,0.03206140004735222,0.016277326177886513,0.01578407386946571,Bid,0.5076923076923077
358,2__KSTAT002,BATTERY,2__KSTAT,Statkraft Markets Gmbh,14.0,17,1.0625,15.0,16.0625,0.03169146081603662,0.0020963223107884144,0.029595138505248204,Offer,0.933852140077821
359,I_IND-NITR1,NEMO,I_IND-NITR,Nitor Energy A/S,,19,16.0,0.0,16.0,0.03156814773893142,0.03156814773893142,0.0,Bid,1.0
360,I_ING-DSKC1,NEMO,I_ING-DSKC,Danske Commodities A/S,,16,0.0,16.0,16.0,0.03156814773893142,0.0,0.03156814773893142,Offer,1.0
361,T_EDINW-1,WIND,T_EDINW,Vattenfall Wind Power Ltd,41.4,16,16.0,0.0,16.0,0.03156814773893142,0.03156814773893142,0.0,Bid,1.0
362,T_HRSTW-1,WIND,T_HRSTW,SP Renewables (UK) Limited,142.3,16,16.0,0.0,16.0,0.03156814773893142,0.03156814773893142,0.0,Bid,1.0
363,E_ABERDARE,OCGT,E_ABERDARE,UK Power Reserve Limited,15.4,20,0.125,15.7,15.825,0.031222871123036854,0.0002466261542104017,0.030976244968826453,Offer,0.9921011058451816
364,2__EFLEX001,DSR,2__EFLEX,Flexitricity Limited,49.0,34,7.544444444444444,8.267857142857142,15.812301587301587,0.031197817037529763,0.014885258551898912,0.016312558485630853,Offer,0.522874996863001
365,2__NFLEX005,DSR,2__NFLEX_LR,Flexitricity Limited,49.0,69,0.16666666666666666,15.460754888386468,15.627421555053134,0.030833047026779917,0.0003288348722805356,0.030504212154499385,Offer,0.9893349861920904
366,E_SEVINGTN,GAS,E_SEVINGTN,UK Power Reserve Limited,10.3,25,0.125,15.45,15.575,0.030729618814616052,0.0002466261542104017,0.03048299266040565,Offer,0.9919743178170144
367,T_TWSHW-1,WIND,T_TWSHW,Twentyshilling Limited,37.8,27,15.5,0.0,15.5,0.030581643122089813,0.030581643122089813,0.0,Bid,1.0
368,T_DOREW-2,WIND,T_DOREW,Dorenell Windfarm Limited,156.92,25,15.5,0.0,15.5,0.030581643122089813,0.030581643122089813,0.0,Bid,1.0
369,T_CRDEW-1,WIND,T_CRDEW,EDF Energy Customers Limited,24.0,24,15.5,0.0,15.5,0.030581643122089813,0.030581643122089813,0.0,Bid,1.0
370,T_CRDEW-2,WIND,T_CRDEW,EDF Energy Customers Limited,24.0,24,15.5,0.0,15.5,0.030581643122089813,0.030581643122089813,0.0,Bid,1.0
371,T_RMPNO-1,WIND,T_RMPNO,Rampion Offshore Windfarm Ltd,200.1,23,15.5,0.0,15.5,0.030581643122089813,0.030581643122089813,0.0,Bid,1.0
372,T_SGRWO-5,WIND,T_SGRWO,Seagreen Wind Energy Limited,300.0,60,15.083333333333332,0.3333333333333333,15.416666666666666,0.03041722568594954,0.02975955594138847,0.0006576697445610712,Bid,0.9783783783783784
373,2__BFLEX003,DSR,2__BFLEX,Flexitricity Limited,49.0,34,4.75,10.619444444444444,15.369444444444444,0.030324055805470058,0.009371793859995264,0.020952261945474792,Offer,0.6909452376649196
374,2__NFLEX007,DSR,2__NFLEX_LR,Flexitricity Limited,49.0,51,2.1666666666666665,13.123106425738005,15.28977309240467,0.03016686349223556,0.004274853339646963,0.025892010152588598,Offer,0.8582930790684541
375,2__KFLEX001,DSR,2__KFLEX,Flexitricity Limited,49.0,53,0.0,15.064448417079996,15.064448417079996,0.029722295827243304,0.0,0.029722295827243304,Offer,1.0
376,2__KSTAT003,BATTERY,2__KSTAT,Statkraft Markets Gmbh,16.0,16,0.0625,15.0,15.0625,0.029718451582353405,0.00012331307710520086,0.029595138505248204,Offer,0.995850622406639
377,I_IBD-MFTE1,BritNed,I_IBD-MFTE,MFT Energy A/S,,16,15.0,0.0,15.0,0.029595138505248204,0.029595138505248204,0.0,Bid,1.0
378,I_IND-NEAS1,NEMO,I_IND-NEAS,Centrica Energy Trading A/S,,16,15.0,0.0,15.0,0.029595138505248204,0.029595138505248204,0.0,Bid,1.0
379,I_IND-INCM1,NEMO,I_IND-INCM,IN COMMODITIES A/S,,15,15.0,0.0,15.0,0.029595138505248204,0.029595138505248204,0.0,Bid,1.0
380,V__DWELS002,OTHER,V__DWELS,Welsh Power Group Limited,0.0,16,0.0,14.625,14.625,0.028855260042617,0.0,0.028855260042617,Offer,1.0
381,E_DALSW-1,WIND,E_DALSW,Mobius Renewables Gen. (GB),30.0,17,14.5,0.0,14.5,0.028608633888406596,0.028608633888406596,0.0,Bid,1.0
382,E_GRGRW-1,WIND,E_GRGRW,Greengairs East Wind Farm Ltd,37.649,15,14.5,0.0,14.5,0.028608633888406596,0.028608633888406596,0.0,Bid,1.0
383,2__GFLEX008,BATTERY,2__GFLEX_B,Flexitricity Limited,49.0,32,6.4261904761904765,7.935714285714286,14.361904761904762,0.02833617070851701,0.012678933146930936,0.015657237561586074,Offer,0.5525530503978779
384,2__GSTAT006,BATTERY,2__GSTAT_B,Statkraft Markets Gmbh,6.302,25,4.267857142857142,10.043192918192918,14.31105006105006,0.02823583391415449,0.008420521550898,0.01981531236325649,Offer,0.7017788964016808
385,I_IVD-OUTL1,Viking,I_IVD-OUTL,Outlook Energy Ltd,,14,14.0,0.0,14.0,0.02762212927156499,0.02762212927156499,0.0,Bid,1.0
386,I_IVG-INCM1,Viking,I_IVG-INCM,IN COMMODITIES A/S,,14,0.0,14.0,14.0,0.02762212927156499,0.0,0.02762212927156499,Offer,1.0
387,T_BRBEO-1,WIND,T_BRBEO,Burbo Extension Limited,257.7,14,14.0,0.0,14.0,0.02762212927156499,0.02762212927156499,0.0,Bid,1.0
388,T_DALQW-1,WIND,T_DALQW,Statkraft Markets Gmbh,42.846,17,13.75,0.0,13.75,0.02712887696314419,0.02712887696314419,0.0,Bid,1.0
389,2__GFLEX002,DSR,2__GFLEX_LR,Flexitricity Limited,49.0,53,1.0,12.642781195412773,13.642781195412773,0.026917333271669116,0.001973009233683214,0.024944324037985903,Offer,0.92670116263858
390,V__KWELS001,OTHER,V__KWELS,Welsh Power Group Limited,0.0,21,0.8333333333333333,12.7,13.533333333333333,0.02670139162917949,0.001644174361402678,0.025057217267776814,Offer,0.938423645320197
391,E_MINSW-1,WIND,E_MINSW,Mobius Renewables Gen. (GB),38.123,16,13.5,0.0,13.5,0.026635624654723383,0.026635624654723383,0.0,Bid,1.0
392,2__GSMAE003,CCGT,2__GSMAE,Smartestenergy Limited,61.882,14,1.0,12.5,13.5,0.026635624654723383,0.001973009233683214,0.02466261542104017,Offer,0.9259259259259259
393,T_EWHLW-1,WIND,T_EWHLW,SP Renewables (UK) Limited,38.0,25,13.366666666666667,0.0,13.366666666666667,0.02637255675689896,0.02637255675689896,0.0,Bid,1.0
394,T_SHRSW-1,WIND,T_SHRSW,Scira Offshore Energy Limited,158.4,16,13.333333333333334,0.0,13.333333333333334,0.02630678978244285,0.02630678978244285,0.0,Bid,1.0
395,2__GLOND003,OCGT,2__GLOND_OC,EDF Energy Customers Limited,50.0,19,1.0,12.166666666666666,13.166666666666666,0.02597795491016231,0.001973009233683214,0.024004945676479095,Offer,0.9240506329113924
396,I_IFD-NORL1,IFA,I_IFD-NORL,Norlys Energy Trading A/S,,15,13.166666666666666,0.0,13.166666666666666,0.02597795491016231,0.02597795491016231,0.0,Bid,1.0
397,V__DWELS001,OTHER,V__DWELS,Welsh Power Group Limited,0.0,16,1.0,12.125,13.125,0.02589574619209218,0.001973009233683214,0.023922736958408967,Offer,0.9238095238095239
398,T_WLNYO-3,WIND,T_WLNYO,Walney Extension Ltd,330.0,18,13.0,0.0,13.0,0.02564912003788178,0.02564912003788178,0.0,Bid,1.0
399,I_IFD-NTPL1,IFA,I_IFD-NTPL,Northpool BV,,14,13.0,0.0,13.0,0.02564912003788178,0.02564912003788178,0.0,Bid,1.0
400,T_BREDB-1,BATTERY,T_BREDB,Pivoted Power LLP,49.9,14,8.0,5.0,13.0,0.02564912003788178,0.01578407386946571,0.009865046168416068,Bid,0.6153846153846154
401,I_IBG-NTPL1,BritNed,I_IBG-NTPL,Northpool BV,,13,0.0,13.0,13.0,0.02564912003788178,0.0,0.02564912003788178,Offer,1.0
402,2__NFLEX001,OTHER,2__NFLEX_OTH,Flexitricity Limited,50.406,24,7.934523809523809,4.95,12.88452380952381,0.02542128444780169,0.015654888741069784,0.009766395706731908,Bid,0.6158181650189412
403,T_SANQW-1,WIND,T_SANQW,SANQUHAR CWCL,32.08,15,12.833333333333334,0.0,12.833333333333334,0.025320285165601246,0.025320285165601246,0.0,Bid,1.0
404,2__GFSEN005,OTHER,2__GFSEN,F & S Energy Ltd,48.783,15,9.25,3.333333333333333,12.583333333333332,0.024827032857180437,0.018250335411569726,0.006576697445610712,Bid,0.7350993377483445
405,T_RMPNO-2,WIND,T_RMPNO,Rampion Offshore Windfarm Ltd,200.1,20,12.5,0.0,12.5,0.02466261542104017,0.02466261542104017,0.0,Bid,1.0
406,I_IND-EDFT1,NEMO,I_IND-EDFT,EDF TRADING LIMITED,,13,12.5,0.0,12.5,0.02466261542104017,0.02466261542104017,0.0,Bid,1.0
407,I_IVG-NEAS1,Viking,I_IVG-NEAS,Centrica Energy Trading A/S,,13,0.0,12.5,12.5,0.02466261542104017,0.0,0.02466261542104017,Offer,1.0
408,M_CAS-GAR01,NPSHYD,M_CAS-GAR,SSE Generation Ltd,40.0,15,11.333333333333334,1.1,12.433333333333334,0.024531081472127955,0.022360771315076425,0.0021703101570515354,Bid,0.9115281501340483
409,T_STLGW-2,WIND,T_STLGW,Stronelairg Windfarm Limited,108.0,16,12.166666666666666,0.0,12.166666666666666,0.024004945676479095,0.024004945676479095,0.0,Bid,1.0
410,2__GFLEX003,DSR,2__GFLEX_LR,Flexitricity Limited,49.0,39,3.75,8.351281028912608,12.101281028912608,0.023875939209440075,0.007398784626312051,0.016477154583128022,Offer,0.690115452154162
411,2__GLOND004,OCGT,2__GLOND_OC,EDF Energy Customers Limited,24.0,12,4.0,8.0,12.0,0.023676110804198562,0.007892036934732855,0.01578407386946571,Offer,0.6666666666666666
412,2__GSTAT012,BATTERY,2__GSTAT_B,Statkraft Markets Gmbh,16.0,12,2.0,10.0,12.0,0.023676110804198562,0.003946018467366428,0.019730092336832136,Offer,0.8333333333333334
413,E_BLARW-1,WIND,E_BLARW,Erova Energy Limited,35.0,12,12.0,0.0,12.0,0.023676110804198562,0.023676110804198562,0.0,Bid,1.0
414,I_I2D-EDFT1,IFA2,I_I2D-EDFT,EDF TRADING LIMITED,,12,12.0,0.0,12.0,0.023676110804198562,0.023676110804198562,0.0,Bid,1.0
415,I_IBG-NITR1,BritNed,I_IBG-NITR,Nitor Energy A/S,,12,0.0,12.0,12.0,0.023676110804198562,0.0,0.023676110804198562,Offer,1.0
416,I_ING-INCM1,NEMO,I_ING-INCM,IN COMMODITIES A/S,,12,0.0,12.0,12.0,0.023676110804198562,0.0,0.023676110804198562,Offer,1.0
417,I_ING-OUTL1,NEMO,I_ING-OUTL,Outlook Energy Ltd,,12,0.0,12.0,12.0,0.023676110804198562,0.0,0.023676110804198562,Offer,1.0
418,T_GLWSW-1,WIND,T_GLWSW,GALAWHISTLE WIND FARM,55.2,12,12.0,0.0,12.0,0.023676110804198562,0.023676110804198562,0.0,Bid,1.0
419,T_GORDW-2,WIND,T_GORDW,SSE Generation Ltd,58.733,12,12.0,0.0,12.0,0.023676110804198562,0.023676110804198562,0.0,Bid,1.0
420,T_KYPEW-1,WIND,T_KYPEW,Kype Extension Wind Farm Ltd,67.0,12,12.0,0.0,12.0,0.023676110804198562,0.023676110804198562,0.0,Bid,1.0
421,E_DERBY-1,OCGT,E_DERBY,Whitetower Energy Limited,56.084,16,0.0,11.95,11.95,0.023577460342514404,0.0,0.023577460342514404,Offer,1.0
422,T_SAKNW-1,WIND,T_SAKNW,Sandy Knowe Wind Farm Ltd,87.0,19,11.833333333333334,0.0,11.833333333333334,0.02334727593191803,0.02334727593191803,0.0,Bid,1.0
423,2__BFLEX001,DSR,2__BFLEX,Flexitricity Limited,49.0,36,7.8,3.892857142857143,11.692857142857143,0.02307011511099586,0.015389472022729066,0.007680643088266796,Bid,0.6670739156994502
424,2__KUKPR001,OTHER,2__KUKPR,UK Power Reserve Limited,10.2,21,3.125,8.473448773448773,11.598448773448773,0.02288384652641617,0.006165653855260043,0.01671819267115613,Offer,0.7305674180194023
425,E_BTUIW-2,WIND,E_BTUIW,SP Renewables (UK) Limited,43.7,13,11.5,0.0,11.5,0.022689606187356957,0.022689606187356957,0.0,Bid,1.0
426,I_IBG-NEAS1,BritNed,I_IBG-NEAS,Centrica Energy Trading A/S,,12,0.0,11.5,11.5,0.022689606187356957,0.0,0.022689606187356957,Offer,1.0
427,2__ESTAT004,BATTERY,2__ESTAT_B,Statkraft Markets Gmbh,12.603,14,1.0,10.35,11.35,0.022393654802304475,0.001973009233683214,0.020420645568621262,Offer,0.9118942731277533
428,E_BRIDGWTR,GAS,E_BRIDGWTR,UK Power Reserve Limited,10.18,22,2.458333333333333,8.767099567099567,11.2254329004329,0.02214788276464545,0.0048503143661379,0.017297568398507553,Offer,0.781003249038304
429,T_BEATO-4,WIND,T_BEATO,Beatrice Offshore Windfarm Ltd,165.526,23,11.166666666666666,0.0,11.166666666666666,0.022031936442795882,0.022031936442795882,0.0,Bid,1.0
430,2__DLOND002,OCGT,2__DLOND,EDF Energy Customers Limited,24.0,14,3.0,8.0,11.0,0.02170310157051535,0.0059190277010496405,0.01578407386946571,Offer,0.7272727272727273
431,2__KSTAT004,BATTERY,2__KSTAT,Statkraft Markets Gmbh,16.3,12,0.0,11.0,11.0,0.02170310157051535,0.0,0.02170310157051535,Offer,1.0
432,I_IND-ELEE1,NEMO,I_IND-ELEE,Electrabel SA,,12,11.0,0.0,11.0,0.02170310157051535,0.02170310157051535,0.0,Bid,1.0
433,I_IVD-INCM1,Viking,I_IVD-INCM,IN COMMODITIES A/S,,12,11.0,0.0,11.0,0.02170310157051535,0.02170310157051535,0.0,Bid,1.0
434,I_IFG-DSKC1,IFA,I_IFG-DSKC,Danske Commodities A/S,,11,0.0,11.0,11.0,0.02170310157051535,0.0,0.02170310157051535,Offer,1.0
435,I_IFD-INCM1,IFA,I_IFD-INCM,IN COMMODITIES A/S,,12,10.5,0.0,10.5,0.020716596953673744,0.020716596953673744,0.0,Bid,1.0
436,2__LUKPR001,OTHER,2__LUKPR,UK Power Reserve Limited,10.2,15,4.125,6.257575757575758,10.382575757575758,0.020484917839112455,0.008138663088943256,0.0123462547501692,Offer,0.6026997446187523
437,E_CHTRY-1,DIESEL,E_CHTRY,Conrad Energy (Trading) Ltd,20.0,14,1.0,9.333333333333334,10.333333333333334,0.020387762081393212,0.001973009233683214,0.018414752847709995,Offer,0.9032258064516129
438,2__HSTAT006,BATTERY,2__HSTAT,Statkraft Markets Gmbh,16.0,13,0.3053571428571429,10.0,10.305357142857144,0.020332564799260405,0.0006024724624282671,0.019730092336832136,Offer,0.9703690868133772
439,E_FDUN-1,OCGT,E_FDUN,Whitetower Energy Limited,99.0,14,0.0,10.2,10.2,0.020124694183568777,0.0,0.020124694183568777,Offer,1.0
440,2__NLOND002,OCGT,2__NLOND_OC,EDF Energy Customers Limited,30.0,11,0.0,10.166666666666666,10.166666666666666,0.020058927209112672,0.0,0.020058927209112672,Offer,1.0
441,2__BSTAT003,BATTERY,2__BSTAT_B,Statkraft Markets Gmbh,16.0,12,1.1625,9.0,10.1625,0.020050706337305657,0.002293623234156736,0.017757083103148923,Offer,0.8856088560885609
