predictor,source_column,feature,fuel_type,side,mean_abs_shap,conditional_mean_shap_when_active,share_positive_shap_when_active,share_negative_shap_when_active,active_rows_in_shap_sample,mdi,model_train_r2,shap_expected_value,overall_shap_rank,side_shap_rank
BMU ID,marginal_bmu_id,T_STAY-4_OFFER,CCGT,OFFER,0.001494242569875558,0.37434730334853755,1.0,0.0,10,7.016261036786306e-05,0.12628903778075173,80.29192900544797,146,73
BMU ID,marginal_bmu_id,2__DSTAT002_OFFER,BATTERY,OFFER,0.001485268112265082,0.6989917505155218,1.0,0.0,4,0.00012384036579620177,0.12628903778075173,80.29192900544797,147,74
BMU ID,marginal_bmu_id,T_SGRWO-5_BID,WIND,BID,0.0014112427281044162,-0.8185401209587096,0.0,1.0,3,0.00015082614320658245,0.12628903778075173,80.29192900544797,148,74
BMU ID,marginal_bmu_id,T_SGRWO-4_BID,WIND,BID,0.0014044410325402443,-0.7395952508118083,0.0,1.0,3,0.0001313107691874039,0.12628903778075173,80.29192900544797,149,75
BMU ID,marginal_bmu_id,2__GFLEX001_OFFER,LOAD RESPONSE,OFFER,0.001397422645224266,0.5389062536584892,1.0,0.0,5,0.00014712165060149916,0.12628903778075173,80.29192900544797,150,75
BMU ID,marginal_bmu_id,T_CDCL-1_OFFER,CCGT,OFFER,0.001347611276348505,0.2664578198778594,1.0,0.0,8,8.02663616299755e-05,0.12628903778075173,80.29192900544797,151,76
BMU ID,marginal_bmu_id,T_BRBEO-1_BID,WIND,BID,0.0013251020234212674,-1.7921895610958156,0.0,1.0,2,0.00017209649329560039,0.12628903778075173,80.29192900544797,152,76
BMU ID,marginal_bmu_id,T_STAY-2_OFFER,CCGT,OFFER,0.0013211439889388894,0.41077883968114637,1.0,0.0,7,7.636971860696091e-05,0.12628903778075173,80.29192900544797,153,77
BMU ID,marginal_bmu_id,2__MSTAT002_OFFER,BATTERY,OFFER,0.0012790685496071952,0.41614608146985843,1.0,0.0,7,7.614405299039696e-05,0.12628903778075173,80.29192900544797,154,78
BMU ID,marginal_bmu_id,2__FSTAT001_OFFER,BATTERY,OFFER,0.0012392083580744966,0.7489696079603319,1.0,0.0,2,0.00017031762012139262,0.12628903778075173,80.29192900544797,155,79
BMU ID,marginal_bmu_id,T_ERRO-1_OFFER,NPSHYD,OFFER,0.00117542257144185,0.6662956927228517,1.0,0.0,1,0.0001317245843233028,0.12628903778075173,80.29192900544797,156,80
BMU ID,marginal_bmu_id,T_SGRWO-2_BID,WIND,BID,0.0011610048209205622,-1.0176350257313191,0.0,1.0,1,0.00015447730119205714,0.12628903778075173,80.29192900544797,157,77
BMU ID,marginal_bmu_id,T_WISTW-2_BID,WIND,BID,0.0011489431807954137,-2.01220600797639,0.0,1.0,1,0.00020152417887699738,0.12628903778075173,80.29192900544797,158,78
BMU ID,marginal_bmu_id,T_CRUA-3_OFFER,PS,OFFER,0.0010772353036980565,0.5016468215586914,1.0,0.0,4,0.0001041965225325828,0.12628903778075173,80.29192900544797,159,81
BMU ID,marginal_bmu_id,T_DOUGW-1_BID,WIND,BID,0.0010514965033438571,,,,0,0.00028648258085591953,0.12628903778075173,80.29192900544797,160,79
BMU ID,marginal_bmu_id,T_RICHB-2_BID,OTHER,BID,0.0010379206106209352,-0.4376764325683887,0.0,1.0,4,8.430303348385606e-05,0.12628903778075173,80.29192900544797,161,80
BMU ID,marginal_bmu_id,2__EFLEX002_OFFER,LOAD RESPONSE,OFFER,0.0009570691781768514,0.5280672958660014,1.0,0.0,3,0.00011443305383471325,0.12628903778075173,80.29192900544797,162,82
BMU ID,marginal_bmu_id,T_PINFB-3_OFFER,OTHER,OFFER,0.000949935345986708,0.35753694838237554,1.0,0.0,3,8.811512066109179e-05,0.12628903778075173,80.29192900544797,163,83
BMU ID,marginal_bmu_id,T_MIDMW-1_BID,WIND,BID,0.0009410751375928002,,,,0,0.00026282177577385856,0.12628903778075173,80.29192900544797,164,81
BMU ID,marginal_bmu_id,T_ERRO-3_OFFER,NPSHYD,OFFER,0.0009137304846467778,0.4829746120920402,1.0,0.0,3,9.845354190013849e-05,0.12628903778075173,80.29192900544797,165,84
BMU ID,marginal_bmu_id,T_SOKYW-1_BID,WIND,BID,0.0008902123266119246,-1.1175473098950353,0.0,1.0,1,0.00015106621537008228,0.12628903778075173,80.29192900544797,166,82
BMU ID,marginal_bmu_id,T_GYMR-28_BID,WIND,BID,0.0008802272832749329,-1.3905198921707687,0.0,1.0,2,8.643699172354061e-05,0.12628903778075173,80.29192900544797,167,83
BMU ID,marginal_bmu_id,T_BEATO-3_BID,WIND,BID,0.0008779906716226112,,,,0,0.0003257309157674405,0.12628903778075173,80.29192900544797,168,84
BMU ID,marginal_bmu_id,T_KENNW-1_BID,WIND,BID,0.0008606051135894154,-0.584679020918553,0.0,1.0,3,8.853770637417792e-05,0.12628903778075173,80.29192900544797,169,85
BMU ID,marginal_bmu_id,T_TWSHW-1_BID,WIND,BID,0.0008570803371585315,-0.8386317913308523,0.0,1.0,2,0.00012285547825958686,0.12628903778075173,80.29192900544797,170,86
BMU ID,marginal_bmu_id,2__GFLEX002_OFFER,LOAD RESPONSE,OFFER,0.0008523884949704379,0.7582141522550483,1.0,0.0,1,0.00010468111571641155,0.12628903778075173,80.29192900544797,171,85
BMU ID,marginal_bmu_id,T_GRAI-7_OFFER,CCGT,OFFER,0.0008263234620328659,0.1274771721627845,1.0,0.0,12,4.0967722172226414e-05,0.12628903778075173,80.29192900544797,172,86
BMU ID,marginal_bmu_id,E_ASLVW-1_BID,WIND,BID,0.000817306906978803,-1.3659008182295662,0.0,1.0,1,0.0001526317646004572,0.12628903778075173,80.29192900544797,173,87
BMU ID,marginal_bmu_id,2__HFLEX001_OFFER,LOAD RESPONSE,OFFER,0.0007937183413436025,0.5163187763936175,1.0,0.0,2,0.0001061523887605175,0.12628903778075173,80.29192900544797,174,87
BMU ID,marginal_bmu_id,2__HSTAT001_BID,BATTERY,BID,0.0007898403695261633,-0.4273119817946975,0.0,1.0,1,0.00010910287678923852,0.12628903778075173,80.29192900544797,175,88
BMU ID,marginal_bmu_id,2__FSTAT002_OFFER,BATTERY,OFFER,0.0007744269960044718,0.4389987585218577,1.0,0.0,2,9.503490195567472e-05,0.12628903778075173,80.29192900544797,176,88
BMU ID,marginal_bmu_id,T_NNGAO-2_BID,WIND,BID,0.0007228067926708587,-0.6954404339671211,0.0,1.0,2,9.094723382053683e-05,0.12628903778075173,80.29192900544797,177,89
BMU ID,marginal_bmu_id,E_BURBO_BID,WIND,BID,0.0007224992221839383,-0.7778870582934374,0.0,1.0,2,8.937858444470491e-05,0.12628903778075173,80.29192900544797,178,90
BMU ID,marginal_bmu_id,2__GSTAT003_OFFER,BATTERY,OFFER,0.0007151760222171699,0.6079278266662019,1.0,0.0,1,0.00011501207424262954,0.12628903778075173,80.29192900544797,179,89
BMU ID,marginal_bmu_id,T_KEMB-1_BID,LOAD RESPONSE,BID,0.0007139119369658082,-0.13493646739593992,0.0,1.0,8,3.5746471185163674e-05,0.12628903778075173,80.29192900544797,180,91
BMU ID,marginal_bmu_id,T_WISHB-1_BID,BATTERY,BID,0.0007012853108477378,-0.16135487109383334,0.0,1.0,10,3.152742495791978e-05,0.12628903778075173,80.29192900544797,181,92
BMU ID,marginal_bmu_id,E_RAKE-1_OFFER,DIESEL,OFFER,0.0006986741366776166,0.4371657333683752,1.0,0.0,2,7.690898845731039e-05,0.12628903778075173,80.29192900544797,182,90
BMU ID,marginal_bmu_id,E_BURWB-1_BID,OTHER,BID,0.0006789559682906882,-0.151955300371365,0.0,1.0,10,2.5589117923222733e-05,0.12628903778075173,80.29192900544797,183,93
BMU ID,marginal_bmu_id,T_DRAXX-2_OFFER,BIOMASS,OFFER,0.0006704303636090353,0.14812211737003816,1.0,0.0,11,2.819022039975247e-05,0.12628903778075173,80.29192900544797,184,91
BMU ID,marginal_bmu_id,T_PINFB-1_BID,BATTERY,BID,0.0006312663119097678,-0.12097229614281578,0.0,1.0,9,2.5518763401283183e-05,0.12628903778075173,80.29192900544797,185,94
BMU ID,marginal_bmu_id,T_COWB-1_BID,OTHER,BID,0.0006041393035208916,-0.11694940417779183,0.0,1.0,6,5.320406229251321e-05,0.12628903778075173,80.29192900544797,186,95
BMU ID,marginal_bmu_id,E_FDUN-1_OFFER,OCGT,OFFER,0.0005912158215735545,1.1488757400048275,1.0,0.0,1,9.995493236648222e-05,0.12628903778075173,80.29192900544797,187,92
BMU ID,marginal_bmu_id,T_STAY-1_OFFER,CCGT,OFFER,0.0005787593815860831,0.2629896452625666,1.0,0.0,4,6.97638915464604e-05,0.12628903778075173,80.29192900544797,188,93
BMU ID,marginal_bmu_id,E_FARNB-1_BID,BATTERY,BID,0.000524793588972797,-0.14649184267716112,0.0,1.0,7,3.3041514280044905e-05,0.12628903778075173,80.29192900544797,189,96
BMU ID,marginal_bmu_id,I_IBD-NEHO1_BID,BritNed,BID,0.00048619440014990726,-1.230495596407723,0.0,1.0,1,8.870170423932712e-05,0.12628903778075173,80.29192900544797,190,97
BMU ID,marginal_bmu_id,E_HRHLW-1_BID,WIND,BID,0.0004772462239213081,,,,0,0.0001481815570542792,0.12628903778075173,80.29192900544797,191,98
BMU ID,marginal_bmu_id,2__ASTAT003_OFFER,OTHER,OFFER,0.0004594123650871942,0.18274728649625224,1.0,0.0,3,4.287096857565735e-05,0.12628903778075173,80.29192900544797,192,94
BMU ID,marginal_bmu_id,T_HRSTW-1_BID,WIND,BID,0.0004526086080475659,-0.43465127399492665,0.0,1.0,3,3.1234908379191073e-05,0.12628903778075173,80.29192900544797,193,99
BMU ID,marginal_bmu_id,T_RMPNO-2_BID,WIND,BID,0.0004406923006330513,-0.40931089099802015,0.0,1.0,3,3.2957638351865714e-05,0.12628903778075173,80.29192900544797,194,100
BMU ID,marginal_bmu_id,2__NSTAT001_OFFER,BATTERY,OFFER,0.0004127680598206677,0.2743747421711696,1.0,0.0,2,4.096937947232359e-05,0.12628903778075173,80.29192900544797,195,95
BMU ID,marginal_bmu_id,2__LSTAT001_OFFER,BATTERY,OFFER,0.0003939438456607221,0.2244230358298748,1.0,0.0,3,3.6848279127135044e-05,0.12628903778075173,80.29192900544797,196,96
BMU ID,marginal_bmu_id,T_WLNYO-4_BID,WIND,BID,0.00038449180214595306,,,,0,0.00011137179793826185,0.12628903778075173,80.29192900544797,197,101
BMU ID,marginal_bmu_id,E_PILLB-2_OFFER,BATTERY,OFFER,0.00037954326632602247,0.17317773660662625,1.0,0.0,2,2.8353876941545623e-05,0.12628903778075173,80.29192900544797,198,97
BMU ID,marginal_bmu_id,E_CLAC-1_OFFER,NPSHYD,OFFER,0.000373592245813392,0.25007429460783737,1.0,0.0,2,5.6253199586277286e-05,0.12628903778075173,80.29192900544797,199,98
BMU ID,marginal_bmu_id,2__MCNDL001_OFFER,OCGT,OFFER,0.0003573201404250249,0.22252770887228973,1.0,0.0,2,4.297123614814676e-05,0.12628903778075173,80.29192900544797,200,99
BMU ID,marginal_bmu_id,I_IBG-VOLT1_OFFER,BritNed,OFFER,0.00032525105793243324,0.9211687971545065,1.0,0.0,1,6.281543857937938e-05,0.12628903778075173,80.29192900544797,201,100
BMU ID,marginal_bmu_id,T_MOWWO-4_BID,WIND,BID,0.0003138314438738128,-0.35991838151346206,0.0,1.0,2,3.058392547994549e-05,0.12628903778075173,80.29192900544797,202,102
BMU ID,marginal_bmu_id,2__JSTAT001_OFFER,BATTERY,OFFER,0.000281915764154443,0.21158330893461727,1.0,0.0,1,4.4420126610710846e-05,0.12628903778075173,80.29192900544797,203,101
BMU ID,marginal_bmu_id,I_IBD-MFTE1_BID,BritNed,BID,0.0002559324144830917,-0.495705829418528,0.0,1.0,1,4.357700467447064e-05,0.12628903778075173,80.29192900544797,204,103
BMU ID,marginal_bmu_id,T_CRYRW-3_BID,WIND,BID,0.00024450888183377966,-0.4043650632794558,0.0,1.0,1,3.7082646460847325e-05,0.12628903778075173,80.29192900544797,205,104
BMU ID,marginal_bmu_id,E_CROYD-2_OFFER,OCGT,OFFER,0.00022234739704514634,0.46368099528052814,1.0,0.0,1,4.1752384789502124e-05,0.12628903778075173,80.29192900544797,206,102
BMU ID,marginal_bmu_id,T_MKHLW-1_BID,WIND,BID,0.0002114767396252986,-0.5050892092423017,0.0,1.0,1,2.4551415365013295e-05,0.12628903778075173,80.29192900544797,207,105
BMU ID,marginal_bmu_id,2__KFLEX001_OFFER,LOAD RESPONSE,OFFER,0.00020631047917705415,,,,0,4.5385996639632374e-05,0.12628903778075173,80.29192900544797,208,103
BMU ID,marginal_bmu_id,E_MINSW-1_BID,WIND,BID,0.00013334256191447708,,,,0,4.6956528678273566e-05,0.12628903778075173,80.29192900544797,209,106
BMU ID,marginal_bmu_id,T_GNAPW-1_BID,WIND,BID,0.00012610953142773662,,,,0,4.305739649084158e-05,0.12628903778075173,80.29192900544797,210,107
BMU ID,marginal_bmu_id,E_BTUIW-2_BID,WIND,BID,0.00012457030877379476,,,,0,4.337375297585483e-05,0.12628903778075173,80.29192900544797,211,108
BMU ID,marginal_bmu_id,I_IFD-EDMK1_BID,IFA,BID,0.00011822141589482888,,,,0,5.179354103777562e-05,0.12628903778075173,80.29192900544797,212,109
BMU ID,marginal_bmu_id,T_SHRSW-1_BID,WIND,BID,0.00011790353998411915,,,,0,2.6965101065359766e-05,0.12628903778075173,80.29192900544797,213,110
BMU ID,marginal_bmu_id,T_GYMR-17_BID,WIND,BID,0.00010273946224539084,,,,0,3.998556094236916e-05,0.12628903778075173,80.29192900544797,214,111
BMU ID,marginal_bmu_id,I_I2G-DMCC1_OFFER,IFA2,OFFER,9.336674955435738e-05,,,,0,7.202003017288428e-05,0.12628903778075173,80.29192900544797,215,104
BMU ID,marginal_bmu_id,2__AFLEX003_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,216,112
BMU ID,marginal_bmu_id,2__AFLEX004_BID,LOAD RESPONSE,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,217,113
BMU ID,marginal_bmu_id,2__AFLEX005_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,218,114
BMU ID,marginal_bmu_id,2__ALOND002_BID,LOAD RESPONSE,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,219,115
BMU ID,marginal_bmu_id,2__AMRCY001_OFFER,BATTERY,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,220,105
BMU ID,marginal_bmu_id,2__ASTAT003_BID,OTHER,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,221,116
BMU ID,marginal_bmu_id,2__ASTAT005_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,5,0.0,0.12628903778075173,80.29192900544797,222,106
BMU ID,marginal_bmu_id,2__ASTAT008_BID,BATTERY,BID,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,223,117
BMU ID,marginal_bmu_id,2__ASTAT008_OFFER,BATTERY,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,224,107
BMU ID,marginal_bmu_id,2__BBPGM001_BID,BATTERY,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,225,118
BMU ID,marginal_bmu_id,2__BBPGM001_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,226,108
BMU ID,marginal_bmu_id,2__BFLEX001_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,227,119
BMU ID,marginal_bmu_id,2__BFLEX001_OFFER,LOAD RESPONSE,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,228,109
BMU ID,marginal_bmu_id,2__BFLEX002_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,229,120
BMU ID,marginal_bmu_id,2__BFLEX002_OFFER,LOAD RESPONSE,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,230,110
BMU ID,marginal_bmu_id,2__BFLEX003_BID,LOAD RESPONSE,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,231,121
BMU ID,marginal_bmu_id,2__BFLEX003_OFFER,LOAD RESPONSE,OFFER,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,232,111
BMU ID,marginal_bmu_id,2__BFLEX004_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,233,122
BMU ID,marginal_bmu_id,2__BFLEX004_OFFER,LOAD RESPONSE,OFFER,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,234,112
BMU ID,marginal_bmu_id,2__BFSEN005_BID,OTHER,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,235,123
BMU ID,marginal_bmu_id,2__BFSEN005_OFFER,OTHER,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,236,113
BMU ID,marginal_bmu_id,2__BFSEN006_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,237,124
BMU ID,marginal_bmu_id,2__BFSEN006_OFFER,BATTERY,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,238,114
BMU ID,marginal_bmu_id,2__BSTAT001_BID,GAS,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,239,125
BMU ID,marginal_bmu_id,2__BSTAT001_OFFER,GAS,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,240,115
BMU ID,marginal_bmu_id,2__BSTAT002_BID,BATTERY,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,241,126
BMU ID,marginal_bmu_id,2__BSTAT002_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,242,116
BMU ID,marginal_bmu_id,2__BSTAT003_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,243,127
BMU ID,marginal_bmu_id,2__BSTAT003_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,244,117
BMU ID,marginal_bmu_id,2__BSTAT004_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,245,128
BMU ID,marginal_bmu_id,2__BSTAT004_OFFER,BATTERY,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,246,118
BMU ID,marginal_bmu_id,2__BUKPR001_BID,OCGT,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,247,129
BMU ID,marginal_bmu_id,2__BUKPR001_OFFER,OCGT,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,248,119
BMU ID,marginal_bmu_id,2__CMRCY001_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,249,130
BMU ID,marginal_bmu_id,2__CMRCY001_OFFER,LOAD RESPONSE,OFFER,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,250,120
BMU ID,marginal_bmu_id,2__DLOND001_OFFER,OCGT,OFFER,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,251,121
BMU ID,marginal_bmu_id,2__DLOND002_BID,OCGT,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,252,131
BMU ID,marginal_bmu_id,2__DLOND002_OFFER,OCGT,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,253,122
BMU ID,marginal_bmu_id,2__DSTAT001_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,254,132
BMU ID,marginal_bmu_id,2__DSTAT001_OFFER,BATTERY,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,255,123
BMU ID,marginal_bmu_id,2__DSTAT002_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,256,133
BMU ID,marginal_bmu_id,2__DSTAT003_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,257,134
BMU ID,marginal_bmu_id,2__DSTAT003_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,258,124
BMU ID,marginal_bmu_id,2__DSTAT004_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,259,135
BMU ID,marginal_bmu_id,2__DSTAT004_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,260,125
BMU ID,marginal_bmu_id,2__DSTAT005_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,261,136
BMU ID,marginal_bmu_id,2__DSTAT005_OFFER,BATTERY,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,262,126
BMU ID,marginal_bmu_id,2__DSTAT006_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,263,137
BMU ID,marginal_bmu_id,2__DSTAT006_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,5,0.0,0.12628903778075173,80.29192900544797,264,127
BMU ID,marginal_bmu_id,2__DSTAT007_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,265,138
BMU ID,marginal_bmu_id,2__DSTAT007_OFFER,BATTERY,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,266,128
BMU ID,marginal_bmu_id,2__DUKPR001_BID,OCGT,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,267,139
BMU ID,marginal_bmu_id,2__DUKPR001_OFFER,OCGT,OFFER,0.0,0.0,0.0,0.0,4,0.0,0.12628903778075173,80.29192900544797,268,129
BMU ID,marginal_bmu_id,2__ECNDL001_BID,GAS,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,269,140
BMU ID,marginal_bmu_id,2__ECNDL001_OFFER,GAS,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,270,130
BMU ID,marginal_bmu_id,2__EFLEX001_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,271,141
BMU ID,marginal_bmu_id,2__EFLEX001_OFFER,LOAD RESPONSE,OFFER,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,272,131
BMU ID,marginal_bmu_id,2__EFLEX002_BID,LOAD RESPONSE,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,273,142
BMU ID,marginal_bmu_id,2__EFLEX003_OFFER,LOAD RESPONSE,OFFER,0.0,0.0,0.0,0.0,4,0.0,0.12628903778075173,80.29192900544797,274,132
BMU ID,marginal_bmu_id,2__EFLEX004_BID,LOAD RESPONSE,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,275,143
BMU ID,marginal_bmu_id,2__EFLEX004_OFFER,LOAD RESPONSE,OFFER,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,276,133
BMU ID,marginal_bmu_id,2__EIMPO002_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,277,144
BMU ID,marginal_bmu_id,2__ESTAT001_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,278,145
BMU ID,marginal_bmu_id,2__ESTAT001_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,279,134
BMU ID,marginal_bmu_id,2__ESTAT002_BID,GAS,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,280,146
BMU ID,marginal_bmu_id,2__ESTAT002_OFFER,GAS,OFFER,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,281,135
BMU ID,marginal_bmu_id,2__ESTAT003_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,282,147
BMU ID,marginal_bmu_id,2__ESTAT003_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,4,0.0,0.12628903778075173,80.29192900544797,283,136
BMU ID,marginal_bmu_id,2__ESTAT004_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,284,148
BMU ID,marginal_bmu_id,2__ESTAT004_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,285,137
BMU ID,marginal_bmu_id,2__FANGE001_OFFER,LOAD RESPONSE,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,286,138
BMU ID,marginal_bmu_id,2__FBPGM001_BID,BATTERY,BID,0.0,0.0,0.0,0.0,10,0.0,0.12628903778075173,80.29192900544797,287,149
BMU ID,marginal_bmu_id,2__FBPGM001_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,4,0.0,0.12628903778075173,80.29192900544797,288,139
BMU ID,marginal_bmu_id,2__FBPGM002_BID,BATTERY,BID,0.0,0.0,0.0,0.0,4,0.0,0.12628903778075173,80.29192900544797,289,150
BMU ID,marginal_bmu_id,2__FBPGM002_OFFER,BATTERY,OFFER,0.0,0.0,0.0,0.0,2,0.0,0.12628903778075173,80.29192900544797,290,140
BMU ID,marginal_bmu_id,2__FFLEX001_OFFER,GAS,OFFER,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,291,141
BMU ID,marginal_bmu_id,2__FFSEN005_BID,OTHER,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,292,151
BMU ID,marginal_bmu_id,2__FFSEN005_OFFER,OTHER,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,293,142
BMU ID,marginal_bmu_id,2__FFSEN007_BID,OTHER,BID,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,294,152
BMU ID,marginal_bmu_id,2__FFSEN007_OFFER,OTHER,OFFER,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,295,143
BMU ID,marginal_bmu_id,2__FSTAT001_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,296,153
BMU ID,marginal_bmu_id,2__FSTAT002_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,297,154
BMU ID,marginal_bmu_id,2__FSTAT003_BID,BATTERY,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,298,155
BMU ID,marginal_bmu_id,2__GANGE001_BID,LOAD RESPONSE,BID,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,299,156
BMU ID,marginal_bmu_id,2__GANGE001_OFFER,LOAD RESPONSE,OFFER,0.0,0.0,0.0,0.0,1,0.0,0.12628903778075173,80.29192900544797,300,144
BMU ID,marginal_bmu_id,2__GCMRO001_BID,OTHER,BID,0.0,0.0,0.0,0.0,8,0.0,0.12628903778075173,80.29192900544797,301,157
BMU ID,marginal_bmu_id,2__GCMRO001_OFFER,OTHER,OFFER,0.0,0.0,0.0,0.0,3,0.0,0.12628903778075173,80.29192900544797,302,145
BMU ID,marginal_bmu_id,2__GCMRO002_BID,OTHER,BID,0.0,0.0,0.0,0.0,5,0.0,0.12628903778075173,80.29192900544797,303,158
BMU ID,marginal_bmu_id,2__GCMRO002_OFFER,OTHER,OFFER,0.0,0.0,0.0,0.0,4,0.0,0.12628903778075173,80.29192900544797,304,146
BMU ID,marginal_bmu_id,2__GFLEX001_BID,LOAD RESPONSE,BID,0.0,,,,0,0.0,0.12628903778075173,80.29192900544797,305,159
