predictor,source_column,feature,fuel_type,side,mean_abs_shap,conditional_mean_shap_when_active,share_positive_shap_when_active,share_negative_shap_when_active,active_rows_in_shap_sample,mdi,model_train_r2,shap_expected_value,overall_shap_rank,side_shap_rank
BMU ID,marginal_bmu_id,T_CRUA-4_OFFER,PS,OFFER,0.09552763756669823,16.798919031579686,1.0,0.0,13,0.008064340983672081,0.12628903778075173,80.29192900544797,34,22
BMU ID,marginal_bmu_id,T_CARR-1_OFFER,CCGT,OFFER,0.0892249655246727,7.181472313113131,1.0,0.0,26,0.004977081694527621,0.12628903778075173,80.29192900544797,35,23
BMU ID,marginal_bmu_id,T_FFES-2_OFFER,PS,OFFER,0.08285423336622981,10.632707478047429,1.0,0.0,16,0.005725289020249683,0.12628903778075173,80.29192900544797,36,24
BMU ID,marginal_bmu_id,T_FFES-1_OFFER,PS,OFFER,0.08282298483222834,8.332348679602145,1.0,0.0,20,0.00521196398929474,0.12628903778075173,80.29192900544797,37,25
BMU ID,marginal_bmu_id,T_CNQPS-4_OFFER,CCGT,OFFER,0.08229226701112682,10.720931704082242,1.0,0.0,15,0.006322290304820808,0.12628903778075173,80.29192900544797,38,26
BMU ID,marginal_bmu_id,T_HOWBO-3_BID,WIND,BID,0.08026976547402147,-20.456081931550685,0.0,1.0,8,0.010250526651428555,0.12628903778075173,80.29192900544797,39,13
BMU ID,marginal_bmu_id,T_FOYE-2_OFFER,PS,OFFER,0.07688467785607833,14.661514913026386,1.0,0.0,9,0.007537463043242896,0.12628903778075173,80.29192900544797,40,27
BMU ID,marginal_bmu_id,T_CARR-2_OFFER,CCGT,OFFER,0.07568092339527493,7.618725417461516,1.0,0.0,19,0.00479032866837639,0.12628903778075173,80.29192900544797,41,28
BMU ID,marginal_bmu_id,T_CLDSW-1_BID,WIND,BID,0.07519809871107351,-21.284845285540317,0.0,1.0,9,0.00750820785212965,0.12628903778075173,80.29192900544797,42,14
BMU ID,marginal_bmu_id,T_FFES-3_OFFER,PS,OFFER,0.07200507352848584,42.85325417434692,1.0,0.0,4,0.010678628943406265,0.12628903778075173,80.29192900544797,43,29
BMU ID,marginal_bmu_id,T_DINO-1_OFFER,PS,OFFER,0.06983741884384223,4.306768564549637,1.0,0.0,31,0.0032475311890291705,0.12628903778075173,80.29192900544797,44,30
BMU ID,marginal_bmu_id,T_MOWEO-2_BID,WIND,BID,0.0664093276047732,-20.638530750547147,0.0,1.0,8,0.006662555812910658,0.12628903778075173,80.29192900544797,45,15
BMU ID,marginal_bmu_id,T_WBURB-3_OFFER,CCGT,OFFER,0.0639525646090493,7.025652181669762,1.0,0.0,17,0.004277136607036318,0.12628903778075173,80.29192900544797,46,31
BMU ID,marginal_bmu_id,T_RCBKO-2_BID,WIND,BID,0.058555978139405405,-20.67848518873212,0.0,1.0,5,0.00835282470350787,0.12628903778075173,80.29192900544797,47,16
BMU ID,marginal_bmu_id,T_CRUA-2_OFFER,PS,OFFER,0.0563268527670346,9.951221389984102,1.0,0.0,14,0.004059429447651625,0.12628903778075173,80.29192900544797,48,32
BMU ID,marginal_bmu_id,T_MOWEO-3_BID,WIND,BID,0.053372493569480046,-17.966044285202813,0.0,1.0,7,0.005840980723242777,0.12628903778075173,80.29192900544797,49,17
BMU ID,marginal_bmu_id,T_MOWEO-1_BID,WIND,BID,0.05262580020785464,-17.104915541645976,0.0,1.0,7,0.005756671895410859,0.12628903778075173,80.29192900544797,50,18
BMU ID,marginal_bmu_id,T_WBURB-1_OFFER,CCGT,OFFER,0.04997895647320498,5.067391609623699,1.0,0.0,22,0.0026506435913852943,0.12628903778075173,80.29192900544797,51,33
BMU ID,marginal_bmu_id,T_WHILW-1_BID,WIND,BID,0.04906126365098915,-18.05770654771294,0.0,1.0,7,0.00524371361710407,0.12628903778075173,80.29192900544797,52,19
BMU ID,marginal_bmu_id,T_KILLPG-2_OFFER,CCGT,OFFER,0.04584867934928592,10.205288837050986,1.0,0.0,10,0.0035144015111262528,0.12628903778075173,80.29192900544797,53,34
BMU ID,marginal_bmu_id,T_CRUA-1_BID,PS,BID,0.04544975365363274,-5.022034937157802,0.0,1.0,24,0.0021926656371858704,0.12628903778075173,80.29192900544797,54,20
BMU ID,marginal_bmu_id,T_KEAD-2_BID,CCGT,BID,0.045012321454118036,-2.6615735755144083,0.0,1.0,32,0.0017406574851384022,0.12628903778075173,80.29192900544797,55,21
BMU ID,marginal_bmu_id,T_SGRWO-6_BID,WIND,BID,0.04145363181374994,-7.036637860056982,0.0,1.0,15,0.0023791590106210406,0.12628903778075173,80.29192900544797,56,22
BMU ID,marginal_bmu_id,T_HOWAO-2_BID,WIND,BID,0.03518207752185261,-11.202545935201744,0.0,1.0,8,0.0029829979222862736,0.12628903778075173,80.29192900544797,57,23
BMU ID,marginal_bmu_id,T_SCCL-1_OFFER,CCGT,OFFER,0.03362328128095631,5.068689594082749,1.0,0.0,16,0.0018400076956547804,0.12628903778075173,80.29192900544797,58,35
BMU ID,marginal_bmu_id,I_IND-MFTE1_BID,NEMO,BID,0.03190673175574614,-14.914225149278915,0.0,1.0,6,0.003047452873604756,0.12628903778075173,80.29192900544797,59,24
BMU ID,marginal_bmu_id,T_SLOY-2_OFFER,NPSHYD,OFFER,0.03091089288730519,5.671311831545795,1.0,0.0,14,0.0020389482033113236,0.12628903778075173,80.29192900544797,60,36
BMU ID,marginal_bmu_id,T_MRWD-1_OFFER,CCGT,OFFER,0.0294269424041735,2.1064631475981814,1.0,0.0,29,0.0012379061058409083,0.12628903778075173,80.29192900544797,61,37
BMU ID,marginal_bmu_id,T_KLGLW-1_BID,WIND,BID,0.028890932500568928,-10.383049981075333,0.0,1.0,7,0.002834143637866856,0.12628903778075173,80.29192900544797,62,25
BMU ID,marginal_bmu_id,2__AFLEX004_OFFER,LOAD RESPONSE,OFFER,0.02801149901233576,7.806754567625519,1.0,0.0,7,0.00254963129729183,0.12628903778075173,80.29192900544797,63,38
BMU ID,marginal_bmu_id,T_DIDCB6_OFFER,CCGT,OFFER,0.02793275613349659,6.777904473080988,1.0,0.0,9,0.002124880382290062,0.12628903778075173,80.29192900544797,64,39
