side,replacement_marginal_bmu,replacement_marginal_technology,raw_battery_unit_periods,tie_adjusted_sp_equivalents,lead_party,years_present,distinct_settlement_periods,tie_adjusted_share_within_side,tie_adjusted_rank_within_side
bid,T_WDRGW-1,WIND,8,7.0,Windy Rig Wind Farm Limited,"2024, 2025",7,0.001435602953240361,150
bid,E_PETEM1,CCGT,10,6.666666666666666,River Nene Power Limited,"2024, 2025",8,0.0013672409078479626,151
bid,2__ELOND002,LOAD RESPONSE,7,6.5,EDF Energy Customers Limited,2025,7,0.0013330598851517637,152
bid,T_GORDW-2,WIND,13,6.5,SSE Generation Ltd,"2023, 2024, 2025",7,0.0013330598851517637,153
bid,2__GFLEX002,LOAD RESPONSE,7,6.333333333333333,Flexitricity Limited,2025,7,0.0012988788624555647,154
bid,E_SOLUTIA,GAS,7,6.25,UK Power Reserve Limited,"2024, 2025",7,0.0012817883511074652,155
bid,2__GLOND004,OCGT,9,6.0,EDF Energy Customers Limited,"2024, 2025",6,0.0012305168170631665,156
bid,2__HMRCY001,LOAD RESPONSE,6,6.0,Octopus Energy Limited,2025,6,0.0012305168170631665,157
bid,T_CREAW-1,WIND,6,6.0,Creag Riabhach Wind Farm Ltd,2025,6,0.0012305168170631665,158
bid,T_DOREW-1,WIND,8,6.0,Dorenell Windfarm Limited,"2024, 2025",6,0.0012305168170631665,159
bid,T_HOWBO-1,WIND,6,6.0,Breesea Limited,2025,6,0.0012305168170631665,160
bid,T_VKNGW-3,WIND,7,6.0,Viking Energy Wind Farm LLP,"2024, 2025",6,0.0012305168170631665,161
bid,2__BUKPR001,OCGT,5,5.0,UK Power Reserve Limited,"2024, 2025",5,0.001025430680885972,162
bid,2__DLOND001,OCGT,5,5.0,EDF Energy Customers Limited,"2023, 2024, 2025",5,0.001025430680885972,163
bid,2__JLOND002,OCGT,5,5.0,EDF Energy Customers Limited,"2024, 2025",5,0.001025430680885972,164
bid,2__NLOND001,OCGT,6,5.0,EDF Energy Customers Limited,"2023, 2024",5,0.001025430680885972,165
bid,E_BURBO,WIND,5,5.0,Orsted Burbo (UK) Limited,"2024, 2025",5,0.001025430680885972,166
bid,E_BURGH-1,OCGT,10,5.0,SSEPG (Operations) Ltd,"2023, 2025",5,0.001025430680885972,167
bid,E_CHTRY-1,DIESEL,5,5.0,Conrad Energy (Trading) Ltd,"2024, 2025",5,0.001025430680885972,168
bid,E_KLYN-A-1,CCGT,5,5.0,RWE Generation UK plc,"2023, 2024, 2025",5,0.001025430680885972,169
bid,T_DOUGW-1,WIND,7,5.0,Erova Energy Limited,"2024, 2025",5,0.001025430680885972,170
bid,T_ERRO-2,NPSHYD,5,5.0,SSE Generation Ltd,2024,5,0.001025430680885972,171
bid,T_GRAI1G,OCGT,5,5.0,Uniper UK Limited,"2023, 2024, 2025",5,0.001025430680885972,172
bid,T_RATS-2,COAL,5,5.0,Uniper UK Limited,"2023, 2024",5,0.001025430680885972,173
bid,T_RATSGT-2,OCGT,6,5.0,Uniper UK Limited,"2024, 2025",5,0.001025430680885972,174
bid,T_SGRWO-1,WIND,5,5.0,Seagreen Wind Energy Limited,"2023, 2025",5,0.001025430680885972,175
bid,T_STAY-1,CCGT,9,5.0,RWE Generation UK plc,"2023, 2024, 2025",5,0.001025430680885972,176
bid,2__BFLEX003,LOAD RESPONSE,6,4.833333333333333,Flexitricity Limited,"2023, 2025",6,0.000991249658189773,177
bid,2__ECNDL001,GAS,4,4.0,NEAS Energy Ltd.,2025,4,0.0008203445447087777,178
bid,T_CGTHW-1,WIND,4,4.0,Corriegarth Wind Energy LTD,2025,4,0.0008203445447087777,179
bid,T_GRAI-8,CCGT,9,4.0,Uniper UK Limited,"2024, 2025",4,0.0008203445447087777,180
bid,V__LFLEX001,LOAD RESPONSE,4,4.0,Flexitricity Limited,"2023, 2024",4,0.0008203445447087777,181
bid,V__MADEL001,GAS,5,4.0,Adela Energy Ltd,"2024, 2025",4,0.0008203445447087777,182
bid,2__GFLEX001,LOAD RESPONSE,3,3.0,Flexitricity Limited,2025,3,0.0006152584085315833,183
bid,2__PEDGE004,WIND,3,3.0,Edgware Energy Limited,"2024, 2025",3,0.0006152584085315833,184
bid,E_BABAW-1,WIND,3,3.0,Statkraft Markets Gmbh,"2024, 2025",3,0.0006152584085315833,185
bid,E_CORB-1,CCGT,3,3.0,EP UK INVESTMENTS LIMITED,"2024, 2025",3,0.0006152584085315833,186
bid,E_GRGRW-1,WIND,5,3.0,Greengairs East Wind Farm Ltd,"2024, 2025",3,0.0006152584085315833,187
bid,E_LCHWT-1,DIESEL,3,3.0,Conrad Energy (Trading) Ltd,2025,3,0.0006152584085315833,188
bid,E_PETEM3,CCGT,3,3.0,River Nene Power Limited,2025,3,0.0006152584085315833,189
bid,E_PGBARY,DIESEL,5,3.0,Peak Gen Top Co Limited,2025,3,0.0006152584085315833,190
bid,E_SUDME-1,DIESEL,3,3.0,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",3,0.0006152584085315833,191
bid,E_TAYL3G,OCGT,3,3.0,Uniper UK Limited,"2023, 2024, 2025",3,0.0006152584085315833,192
bid,E_VKING-2,OCGT,3,3.0,Whitetower Energy Limited,2025,3,0.0006152584085315833,193
bid,T_BEATO-1,WIND,3,3.0,Beatrice Offshore Windfarm Ltd,2025,3,0.0006152584085315833,194
bid,T_CLVHS-1,SOLAR,3,3.0,Cleve Hill Solar Park,2025,3,0.0006152584085315833,195
bid,T_CRGHW-1,WIND,3,3.0,Statkraft Markets Gmbh,"2024, 2025",3,0.0006152584085315833,196
bid,T_FASN-2,NPSHYD,4,3.0,SSE Generation Ltd,"2024, 2025",3,0.0006152584085315833,197
bid,T_KPMRW-1,WIND,4,3.0,OnPath Energy Limited,"2024, 2025",3,0.0006152584085315833,198
bid,T_MOWEO-1,WIND,3,3.0,Moray Offshore Wind East Ltd,"2024, 2025",3,0.0006152584085315833,199
bid,T_MOWWO-2,WIND,3,3.0,Moray Offshore Wind West Ltd,2025,3,0.0006152584085315833,200
bid,T_NNGAO-2,WIND,4,3.0,Neart Na Gaoithe Offshore Wind,2025,3,0.0006152584085315833,201
bid,2__GFLEX003,LOAD RESPONSE,4,2.833333333333333,Flexitricity Limited,"2024, 2025",4,0.0005810773858353841,202
bid,2__FFLEX001,GAS,3,2.5,Flexitricity Limited,2023,3,0.000512715340442986,203
bid,V__GADEL001,GAS,4,2.2,Adela Energy Ltd,"2023, 2024, 2025",3,0.00045118949958982774,204
bid,2__DLOND002,OCGT,3,2.0,EDF Energy Customers Limited,2025,2,0.00041017227235438887,205
bid,E_DBFRM-1,DIESEL,2,2.0,Conrad Energy (Trading) Ltd,"2024, 2025",2,0.00041017227235438887,206
bid,E_FASN-4,NPSHYD,2,2.0,SSE Generation Ltd,"2024, 2025",2,0.00041017227235438887,207
bid,E_MORFL-1,DIESEL,2,2.0,Conrad Energy (Trading) Ltd,2025,2,0.00041017227235438887,208
bid,E_RDSCR-1,DIESEL,2,2.0,Conrad Energy (Trading) Ltd,"2024, 2025",2,0.00041017227235438887,209
bid,T_AKGLW-2,WIND,2,2.0,Aikengall 2 CWCL,2025,2,0.00041017227235438887,210
bid,T_CLVHS-2,SOLAR,3,2.0,Cleve Hill Solar Park,2025,2,0.00041017227235438887,211
bid,T_CRDEW-2,WIND,2,2.0,EDF Energy Customers Limited,"2024, 2025",2,0.00041017227235438887,212
bid,T_DALQW-1,WIND,2,2.0,Statkraft Markets Gmbh,"2024, 2025",2,0.00041017227235438887,213
bid,T_FFES-1,PS,2,2.0,First Hydro Company,"2024, 2025",2,0.00041017227235438887,214
bid,T_GLWSW-1,WIND,2,2.0,GALAWHISTLE WIND FARM,2025,2,0.00041017227235438887,215
bid,T_GRGBW-1,WIND,2,2.0,Greater Gabbard Offshore Winds,2025,2,0.00041017227235438887,216
bid,T_KLGLW-1,WIND,2,2.0,SP Renewables (UK) Limited,2025,2,0.00041017227235438887,217
bid,T_LIMKW-1,WIND,4,2.0,Limekiln Extension Ltd,2025,2,0.00041017227235438887,218
bid,T_SAKNW-1,WIND,2,2.0,Sandy Knowe Wind Farm Ltd,2025,2,0.00041017227235438887,219
bid,T_WBURB-2,CCGT,2,2.0,West Burton B Limited,"2024, 2025",2,0.00041017227235438887,220
bid,V__NGBLO013,LOAD RESPONSE,2,2.0,GridBeyond Limited,2025,2,0.00041017227235438887,221
bid,2__AFLEX005,LOAD RESPONSE,1,1.0,Flexitricity Limited,2023,1,0.00020508613617719443,222
bid,2__BECOT003,WIND,1,1.0,ECOTRICITY LIMITED,2024,1,0.00020508613617719443,223
bid,2__BFLEX002,LOAD RESPONSE,1,1.0,Flexitricity Limited,2024,1,0.00020508613617719443,224
bid,2__GFLEX004,GAS,1,1.0,Flexitricity Limited,2025,1,0.00020508613617719443,225
bid,2__KFLEX001,LOAD RESPONSE,1,1.0,Flexitricity Limited,2025,1,0.00020508613617719443,226
bid,2__NFLEX003,LOAD RESPONSE,2,1.0,Flexitricity Limited,2024,1,0.00020508613617719443,227
bid,2__NLOND003,LOAD RESPONSE,1,1.0,EDF Energy Customers Limited,2024,1,0.00020508613617719443,228
bid,2__PEDGE003,WIND,1,1.0,Edgware Energy Limited,2023,1,0.00020508613617719443,229
bid,E_BRYBW-1,WIND,1,1.0,Statkraft Markets Gmbh,2024,1,0.00020508613617719443,230
bid,E_CNCLW-1,WIND,1,1.0,Statkraft Markets Gmbh,2024,1,0.00020508613617719443,231
bid,E_CRGTW-1,WIND,1,1.0,British Gas Trading Ltd,2024,1,0.00020508613617719443,232
bid,E_MDLWH-1,DIESEL,1,1.0,Conrad Energy (Trading) Ltd,2024,1,0.00020508613617719443,233
bid,E_TRFPK-1,DIESEL,1,1.0,Conrad Energy (Trading) Ltd,2025,1,0.00020508613617719443,234
bid,E_WTRLN-1,DIESEL,2,1.0,Conrad Energy (Trading) Ltd,2025,1,0.00020508613617719443,235
bid,M_SLOY-4,NPSHYD,1,1.0,SSE Generation Ltd,2025,1,0.00020508613617719443,236
bid,T_AFTOW-1,WIND,1,1.0,Afton Wind Farm Limited,2025,1,0.00020508613617719443,237
bid,T_ARCHW-1,WIND,1,1.0,SP Renewables (UK) Limited,2025,1,0.00020508613617719443,238
bid,T_CLDSW-1,WIND,1,1.0,Clyde Windfarm (Scotland) Ltd,2025,1,0.00020508613617719443,239
bid,T_CRMLW-1,WIND,1,1.0,EDF Energy Customers Limited,2024,1,0.00020508613617719443,240
bid,T_CRYRW-3,WIND,1,1.0,Eneco Energy Trade,2025,1,0.00020508613617719443,241
bid,T_DDGNO-1,WIND,1,1.0,Dudgeon Offshore Wind Ltd,2024,1,0.00020508613617719443,242
bid,T_EAAO-1,WIND,1,1.0,East Anglia One Limited,2025,1,0.00020508613617719443,243
bid,T_FALGW-1,WIND,1,1.0,Fallago Rig Wind Farm Limited,2025,1,0.00020508613617719443,244
bid,T_GANW-11,WIND,1,1.0,Galloper Offshore WindFarm Ltd,2025,1,0.00020508613617719443,245
bid,T_LCLTW-1,WIND,1,1.0,Eneco Energy Trade,2025,1,0.00020508613617719443,246
bid,T_LNCSW-1,WIND,1,1.0,Lincs Wind Farm Ltd,2025,1,0.00020508613617719443,247
bid,T_MILWW-1,WIND,1,1.0,Millennium Wind Energy Ltd,2025,1,0.00020508613617719443,248
bid,T_MOWEO-3,WIND,1,1.0,Moray Offshore Wind East Ltd,2025,1,0.00020508613617719443,249
bid,T_NNGAO-1,WIND,1,1.0,Neart Na Gaoithe Offshore Wind,2025,1,0.00020508613617719443,250
bid,T_RCBKO-2,WIND,1,1.0,Race Bank Wind Farm Ltd,2024,1,0.00020508613617719443,251
bid,T_RRWW-1,WIND,1,1.0,RWE Renewables UK Robin Rigg,2025,1,0.00020508613617719443,252
bid,T_SGRWO-4,WIND,1,1.0,Seagreen Wind Energy Limited,2025,1,0.00020508613617719443,253
bid,T_TKNWW-1,WIND,1,1.0,Triton Knoll Offshore Wind,2025,1,0.00020508613617719443,254
bid,T_TRLGW-1,WIND,1,1.0,Smartestenergy Limited,2025,1,0.00020508613617719443,255
bid,T_VKNGW-2,WIND,1,1.0,Viking Energy Wind Farm LLP,2025,1,0.00020508613617719443,256
bid,T_WHILW-2,WIND,1,1.0,SP Renewables (UK) Limited,2023,1,0.00020508613617719443,257
bid,V__EGBLO001,LOAD RESPONSE,1,1.0,GridBeyond Limited,2025,1,0.00020508613617719443,258
bid,V__HGBLO001,LOAD RESPONSE,1,1.0,GridBeyond Limited,2025,1,0.00020508613617719443,259
bid,V__PFLEX001,LOAD RESPONSE,1,1.0,Flexitricity Limited,2024,1,0.00020508613617719443,260
offer,2__HANGE003,LOAD RESPONSE,112,81.16666666666667,Limejump Energy Limited,"2023, 2024, 2025",82,0.018531202435312026,1
offer,T_SHBA-1,CCGT,101,75.0,EP UK INVESTMENTS LIMITED,"2023, 2024, 2025",75,0.017123287671232876,2
offer,T_SHBA-2,CCGT,89,75.0,EP UK INVESTMENTS LIMITED,"2023, 2024, 2025",75,0.017123287671232876,3
offer,T_CARR-2,CCGT,86,73.0,Carrington Power Ltd,"2023, 2024, 2025",73,0.016666666666666666,4
offer,T_CARR-1,CCGT,79,72.0,Carrington Power Ltd,"2023, 2024, 2025",72,0.01643835616438356,5
offer,T_HUMR-1,CCGT,87,71.0,VPI Immingham LLP,"2023, 2024, 2025",71,0.016210045662100457,6
offer,T_DINO-1,PS,73,63.2,First Hydro Company,"2024, 2025",64,0.014429223744292239,7
offer,E_ARNKB-1,LOAD RESPONSE,67,61.0,Octopus Energy Trading Limited,"2023, 2024, 2025",61,0.013926940639269407,8
offer,T_SEAB-1,CCGT,81,60.0,Seabank Power Limited,"2023, 2024, 2025",60,0.0136986301369863,9
offer,E_ALCOA-1,DIESEL,63,58.3,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",59,0.013310502283105022,10
offer,T_DINO-4,PS,71,56.857142857142854,First Hydro Company,"2023, 2024, 2025",57,0.012981082844096542,11
offer,T_SPLN-1,CCGT,63,54.0,Spalding Energy Company Ltd,"2023, 2024, 2025",54,0.012328767123287671,12
offer,T_SCCL-1,CCGT,60,53.0,SCCL,"2023, 2024, 2025",53,0.012100456621004566,13
offer,T_WBURB-1,CCGT,92,52.03921568627451,West Burton B Limited,"2023, 2024, 2025",53,0.011881099471752171,14
offer,T_KEAD-1,CCGT,61,51.0,Keadby Generation Limited,"2023, 2024, 2025",51,0.011643835616438357,15
offer,T_SCCL-3,CCGT,62,49.666666666666664,SCCL,"2023, 2024, 2025",50,0.011339421613394216,16
offer,2__HIMPO002,LOAD RESPONSE,56,48.666666666666664,SSE Energy Supply Limited,"2024, 2025",49,0.01111111111111111,17
offer,T_MRWD-1,CCGT,56,47.0,Marchwood Power Limited,"2023, 2024, 2025",47,0.010730593607305937,18
offer,T_SCCL-2,CCGT,60,47.0,SCCL,"2023, 2024, 2025",47,0.010730593607305937,19
offer,E_LCHWT-1,DIESEL,52,46.5,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",47,0.010616438356164383,20
offer,T_CRUA-1,PS,51,46.5,Drax Pumped Storage Limited,"2023, 2024, 2025",47,0.010616438356164383,21
offer,T_ROCK-1,CCGT,56,46.0,Rocksavage Power Company Ltd,"2023, 2024, 2025",46,0.010502283105022832,22
offer,T_COSO-1,CCGT,52,45.0,Coryton Energy Company Ltd,"2023, 2024, 2025",46,0.010273972602739725,23
offer,T_DRAXX-1,BIOMASS,49,44.333333333333336,Drax Power Ltd,"2023, 2024, 2025",45,0.010121765601217657,24
offer,2__GANGE001,LOAD RESPONSE,55,44.0,Limejump Energy Limited,2025,44,0.01004566210045662,25
offer,T_DINO-3,PS,60,44.0,First Hydro Company,"2023, 2024, 2025",44,0.01004566210045662,26
offer,T_PEHE-1,CCGT,43,42.0,SSE Thermal Generation,"2023, 2024, 2025",42,0.009589041095890411,27
offer,V__EADEL001,GAS,49,41.0,Adela Energy Ltd,"2024, 2025",41,0.009360730593607305,28
offer,V__GADEL001,GAS,50,41.0,Adela Energy Ltd,"2023, 2024, 2025",41,0.009360730593607305,29
offer,2__PMARB001,NPSHYD,48,40.0,Marble Power Limited,"2024, 2025",40,0.0091324200913242,30
offer,T_CNQPS-1,CCGT,44,40.0,Uniper UK Limited,"2023, 2024, 2025",40,0.0091324200913242,31
offer,T_FOYE-2,PS,63,39.166666666666664,SSE Generation Ltd,"2023, 2024, 2025",40,0.008942161339421613,32
offer,E_LSTWY-1,DIESEL,39,37.0,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",37,0.008447488584474886,33
offer,E_RDFRB-1,DIESEL,44,37.0,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",38,0.008447488584474886,34
offer,T_MEDP-1,CCGT,48,37.0,Medway Power Ltd,"2023, 2024, 2025",37,0.008447488584474886,35
offer,V__BADEL001,GAS,41,37.0,Adela Energy Ltd,"2023, 2024, 2025",37,0.008447488584474886,36
offer,2__ESTAT002,GAS,65,36.83697478991596,Statkraft Markets Gmbh,"2023, 2024, 2025",45,0.00841026821687579,37
offer,T_FOYE-1,PS,44,36.666666666666664,SSE Generation Ltd,"2023, 2024, 2025",37,0.00837138508371385,38
offer,T_DINO-2,PS,41,36.0,First Hydro Company,"2023, 2024, 2025",36,0.00821917808219178,39
offer,T_FFES-2,PS,52,36.0,First Hydro Company,"2023, 2024, 2025",36,0.00821917808219178,40
offer,T_WBURB-3,CCGT,49,36.0,West Burton B Limited,"2023, 2024, 2025",36,0.00821917808219178,41
offer,E_GOSHS-1,DIESEL,42,35.25,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",36,0.008047945205479452,42
offer,T_CRUA-4,PS,48,33.5,Drax Pumped Storage Limited,"2023, 2024, 2025",34,0.007648401826484018,43
offer,2__BFLEX003,LOAD RESPONSE,34,33.0,Flexitricity Limited,"2024, 2025",33,0.007534246575342466,44
offer,E_RHEI-1,NPSHYD,44,33.0,Statkraft Markets Gmbh,"2023, 2024, 2025",33,0.007534246575342466,45
offer,E_WTRLN-1,DIESEL,33,33.0,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",33,0.007534246575342466,46
offer,2__MCNDL001,OCGT,55,32.93333333333333,NEAS Energy Ltd.,"2023, 2024, 2025",35,0.007519025875190258,47
offer,T_DAMC-1,CCGT,43,32.6,VPI Power Limited,"2023, 2024, 2025",33,0.007442922374429224,48
offer,2__HANGE002,LOAD RESPONSE,40,32.0,Limejump Energy Limited,"2024, 2025",32,0.0073059360730593605,49
offer,E_BSPHM-1,DIESEL,37,32.0,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",32,0.0073059360730593605,50
offer,T_DRAXX-3,BIOMASS,33,32.0,Drax Power Ltd,"2023, 2024, 2025",32,0.0073059360730593605,51
offer,T_DIDCB5,CCGT,43,31.0,RWE Generation UK plc,"2023, 2024, 2025",31,0.007077625570776256,52
offer,T_LBAR-1,CCGT,31,31.0,RWE Generation UK plc,"2023, 2024, 2025",31,0.007077625570776256,53
offer,T_RYHPS-1,CCGT,34,31.0,VPI Power Limited,"2023, 2024, 2025",31,0.007077625570776256,54
offer,2__GLOND002,LOAD RESPONSE,55,30.616666666666667,EDF Energy Customers Limited,"2023, 2024",37,0.0069901065449010655,55
offer,T_CNQPS-2,CCGT,32,30.0,Uniper UK Limited,"2024, 2025",30,0.00684931506849315,56
offer,T_DIDCB6,CCGT,35,30.0,RWE Generation UK plc,"2023, 2024, 2025",30,0.00684931506849315,57
offer,T_DRAXX-2,BIOMASS,32,29.0,Drax Power Ltd,"2023, 2024, 2025",29,0.006621004566210046,58
offer,T_KEAD-2,CCGT,38,29.0,Keadby Generation Limited,"2023, 2024, 2025",29,0.006621004566210046,59
offer,V__MADEL001,GAS,33,29.0,Adela Energy Ltd,"2023, 2024, 2025",29,0.006621004566210046,60
offer,E_DBFRM-1,DIESEL,56,28.75,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",29,0.006563926940639269,61
offer,2__NFLEX005,LOAD RESPONSE,31,28.666666666666668,Flexitricity Limited,"2023, 2024, 2025",30,0.006544901065449011,62
offer,T_CNQPS-4,CCGT,38,28.5,Uniper UK Limited,"2023, 2024, 2025",29,0.006506849315068493,63
offer,T_CRUA-2,PS,35,28.0,Drax Pumped Storage Limited,"2023, 2024, 2025",28,0.006392694063926941,64
offer,T_EECL-1,CCGT,31,28.0,Uniper UK Limited,"2023, 2024, 2025",28,0.006392694063926941,65
offer,T_SEAB-2,CCGT,35,28.0,Seabank Power Limited,"2023, 2024, 2025",28,0.006392694063926941,66
offer,T_WBURB-2,CCGT,37,28.0,West Burton B Limited,"2023, 2024, 2025",28,0.006392694063926941,67
offer,E_GYAR-1,CCGT,28,27.0,RWE Generation UK plc,"2023, 2024, 2025",27,0.0061643835616438354,68
offer,E_KLYN-A-1,CCGT,30,27.0,RWE Generation UK plc,"2023, 2024, 2025",27,0.0061643835616438354,69
offer,T_LCLTW-1,WIND,56,27.0,Eneco Energy Trade,"2024, 2025",27,0.0061643835616438354,70
offer,2__BSTAT001,GAS,32,26.45,Statkraft Markets Gmbh,"2023, 2024, 2025",29,0.006038812785388128,71
offer,2__GLOND003,OCGT,31,26.233333333333334,EDF Energy Customers Limited,"2024, 2025",28,0.005989345509893456,72
offer,2__GLOND001,LOAD RESPONSE,42,25.016666666666666,EDF Energy Customers Limited,"2023, 2024",29,0.005711567732115677,73
offer,T_CRUA-3,PS,25,25.0,Drax Pumped Storage Limited,"2023, 2024, 2025",25,0.005707762557077625,74
offer,T_LAGA-1,CCGT,32,25.0,EP UK INVESTMENTS LIMITED,"2023, 2024, 2025",25,0.005707762557077625,75
offer,2__MSTAT004,GAS,36,24.28525641025641,Statkraft Markets Gmbh,"2024, 2025",28,0.0055445790890996365,76
offer,2__EFLEX004,LOAD RESPONSE,24,24.0,Flexitricity Limited,"2024, 2025",24,0.005479452054794521,77
offer,T_DINO-6,PS,27,24.0,First Hydro Company,"2023, 2024, 2025",24,0.005479452054794521,78
offer,T_GRAI-6,CCGT,27,24.0,Uniper UK Limited,"2023, 2024, 2025",24,0.005479452054794521,79
offer,2__DLOND001,OCGT,26,23.25,EDF Energy Customers Limited,"2023, 2024, 2025",24,0.005308219178082192,80
offer,2__LANGE002,LOAD RESPONSE,23,23.0,Limejump Energy Limited,"2024, 2025",23,0.005251141552511416,81
offer,E_FASN-3,NPSHYD,39,23.0,SSE Generation Ltd,"2023, 2024, 2025",23,0.005251141552511416,82
offer,E_SHOS-1,CCGT,29,23.0,VPI Power Limited,"2024, 2025",23,0.005251141552511416,83
offer,T_STAY-3,CCGT,23,23.0,RWE Generation UK plc,"2023, 2024, 2025",23,0.005251141552511416,84
offer,E_BRIDGWTR,GAS,23,21.666666666666668,UK Power Reserve Limited,"2023, 2024, 2025",22,0.004946727549467276,85
offer,2__HFLEX001,LOAD RESPONSE,34,21.4,Flexitricity Limited,"2023, 2024, 2025",22,0.004885844748858447,86
offer,E_CLAC-1,NPSHYD,29,21.0,SSE Generation Ltd,"2023, 2024, 2025",21,0.004794520547945206,87
offer,T_RATS-3,COAL,32,21.0,Uniper UK Limited,"2023, 2024",21,0.004794520547945206,88
offer,2__CMRCY001,LOAD RESPONSE,20,20.0,Octopus Energy Limited,"2024, 2025",20,0.0045662100456621,89
offer,2__GSMAE003,CCGT,20,20.0,Smartestenergy Limited,"2024, 2025",20,0.0045662100456621,90
offer,E_ASHWW-1,WIND,22,20.0,Statkraft Markets Gmbh,2025,20,0.0045662100456621,91
offer,T_DRAXX-4,BIOMASS,22,20.0,Drax Power Ltd,"2023, 2024, 2025",20,0.0045662100456621,92
offer,2__HANGE001,LOAD RESPONSE,20,19.0,Limejump Energy Limited,"2024, 2025",19,0.0043378995433789955,93
offer,T_FFES-1,PS,21,19.0,First Hydro Company,"2023, 2024, 2025",19,0.0043378995433789955,94
offer,2__BFLEX004,LOAD RESPONSE,19,18.333333333333332,Flexitricity Limited,"2024, 2025",19,0.004185692541856925,95
offer,T_KILLPG-2,CCGT,28,18.166666666666668,Uniper UK Limited,"2023, 2024, 2025",19,0.004147640791476408,96
offer,E_ABERDARE,OCGT,19,18.0,UK Power Reserve Limited,"2023, 2024, 2025",18,0.00410958904109589,97
offer,E_DERBY-1,OCGT,20,18.0,Whitetower Energy Limited,"2023, 2024, 2025",18,0.00410958904109589,98
offer,T_CDCL-1,CCGT,24,18.0,Uniper UK Limited,"2023, 2024, 2025",18,0.00410958904109589,99
offer,T_KILLPG-1,CCGT,18,18.0,Uniper UK Limited,2025,18,0.00410958904109589,100
offer,T_PEMB-11,CCGT,18,18.0,RWE Generation UK plc,"2023, 2024, 2025",18,0.00410958904109589,101
offer,T_RATS-4,COAL,21,18.0,Uniper UK Limited,"2023, 2024",18,0.00410958904109589,102
offer,E_EXETR-2,OCGT,24,17.875,Whitetower Energy Limited,"2023, 2024, 2025",18,0.004081050228310503,103
offer,2__NLOND001,OCGT,20,17.6,EDF Energy Customers Limited,"2023, 2024, 2025",18,0.004018264840182649,104
offer,2__GFLEX002,LOAD RESPONSE,17,17.0,Flexitricity Limited,"2023, 2024, 2025",17,0.0038812785388127853,105
offer,2__NHPOW002,NPSHYD,21,17.0,Drax Energy Solutions Limited,"2023, 2024, 2025",17,0.0038812785388127853,106
offer,M_SLOY-1,NPSHYD,17,17.0,SSE Generation Ltd,"2023, 2024, 2025",17,0.0038812785388127853,107
offer,T_RATS-1,COAL,27,17.0,Uniper UK Limited,"2023, 2024, 2025",17,0.0038812785388127853,108
offer,T_SHRSW-1,WIND,18,17.0,Scira Offshore Energy Limited,"2023, 2024, 2025",17,0.0038812785388127853,109
offer,2__NFLEX003,LOAD RESPONSE,20,16.833333333333332,Flexitricity Limited,"2023, 2024, 2025",18,0.0038432267884322678,110
offer,E_SEVINGTN,GAS,18,16.5,UK Power Reserve Limited,"2023, 2024, 2025",17,0.003767123287671233,111
offer,2__LFLEX001,LOAD RESPONSE,20,16.333333333333332,Flexitricity Limited,"2024, 2025",17,0.003729071537290715,112
offer,M_CAS-GAR01,NPSHYD,26,16.0,SSE Generation Ltd,"2023, 2024",16,0.0036529680365296802,113
offer,T_CNQPS-3,CCGT,20,16.0,Uniper UK Limited,"2023, 2024, 2025",16,0.0036529680365296802,114
offer,E_MORFL-1,DIESEL,15,15.0,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",15,0.003424657534246575,115
offer,T_STAY-1,CCGT,18,15.0,RWE Generation UK plc,"2023, 2024, 2025",15,0.003424657534246575,116
offer,E_FDUN-1,OCGT,15,14.0,Whitetower Energy Limited,"2023, 2024, 2025",14,0.0031963470319634705,117
offer,2__NLOND003,LOAD RESPONSE,16,13.75,EDF Energy Customers Limited,"2024, 2025",14,0.003139269406392694,118
offer,E_CHTRY-1,DIESEL,13,13.0,Conrad Energy (Trading) Ltd,"2023, 2024, 2025",13,0.0029680365296803654,119
offer,2__NLOND002,OCGT,14,12.5,EDF Energy Customers Limited,"2024, 2025",13,0.0028538812785388126,120
offer,T_DDGNO-1,WIND,13,12.5,Dudgeon Offshore Wind Ltd,"2023, 2025",13,0.0028538812785388126,121
offer,T_STAY-4,CCGT,13,12.0,RWE Generation UK plc,"2023, 2024, 2025",12,0.0027397260273972603,122
offer,T_SVRP-20,CCGT,13,12.0,Severn Power Limited,2025,12,0.0027397260273972603,123
offer,2__JLOND003,OCGT,12,11.0,EDF Energy Customers Limited,"2024, 2025",11,0.002511415525114155,124
offer,T_PEMB-41,CCGT,13,11.0,RWE Generation UK plc,"2024, 2025",11,0.002511415525114155,125
offer,2__NFLEX006,LOAD RESPONSE,22,10.846153846153847,Flexitricity Limited,"2024, 2025",11,0.0024762908324552162,126
offer,E_RDSCR-1,DIESEL,13,10.5,Conrad Energy (Trading) Ltd,"2024, 2025",11,0.002397260273972603,127
