year,side,battery_marginal_sps,co_marginal_battery_sps,co_marginal_share_pct,battery_only_pct_of_tied,one_battery_plus_other_pct_of_tied,multiple_batteries_plus_other_pct_of_tied,another_battery_present_pct_of_tied,other_technology_present_pct_of_tied
2023,bid,633,158,24.96050552922591,60.75949367088608,21.518987341772153,17.72151898734177,78.48101265822784,39.24050632911392
2023,offer,678,205,30.235988200589972,48.292682926829265,18.536585365853657,33.170731707317074,81.46341463414633,51.707317073170735
2024,bid,1849,516,27.906976744186046,51.93798449612403,20.54263565891473,27.51937984496124,79.45736434108527,48.06201550387597
2024,offer,1775,375,21.12676056338028,36.53333333333333,25.6,37.86666666666667,74.4,63.46666666666667
2025,bid,3293,473,14.363802004251442,78.43551797040169,13.107822410147993,8.456659619450317,86.89217758985201,21.56448202959831
2025,offer,2454,258,10.513447432762836,68.9922480620155,22.868217054263564,8.13953488372093,77.13178294573643,31.007751937984494
