label_x_side,marginal_bmu_id,niv_active_side,marginal_fuel_type,marginal_family_id,n_rows,mean_system_price,sd_system_price,min_system_price,p05_system_price,p25_system_price,median_system_price,p75_system_price,p95_system_price,max_system_price,median_raw_marginal_price,p05_raw_marginal_price,p95_raw_marginal_price,median_niv_mwh,share_of_unit_margin_rows,rank_by_frequency
T_GRAI-8_BID,T_GRAI-8,bid,CCGT,T_GRAI,1158,65.49168157042907,21.694134425143297,-17.92,29.85,55.0,64.315,77.29999999999998,104.78749999999997,146.6,59.0,2.0,101.2,-122.461055,0.017040688691045545,1
T_WBURB-3_BID,T_WBURB-3,bid,CCGT,T_WBURB_CC,902,64.92093158279195,23.762080155531144,-16.64,25.0,52.115,63.0,76.45,105.0095,170.0,56.175,0.0,101.9,-140.94156756944443,0.013273489809432713,2
T_WBURB-2_BID,T_WBURB-2,bid,CCGT,T_WBURB_CC,875,66.7886380226338,23.818521814404367,0.0,29.721000000000004,53.185,65.0,79.03,105.003,170.0,57.51,0.0,100.3,-129.54549,0.01287616805238761,3
T_SEAB-1_OFFER,T_SEAB-1,offer,CCGT,T_SEAB,835,118.18550637598749,32.50174782133191,31.04,81.47,98.0,111.0,128.8,190.0,269.0,130.0,97.85,220.0,155.85361502911766,0.012287543227135605,4
T_GRAI-7_BID,T_GRAI-7,bid,CCGT,T_GRAI,827,62.481507392531654,20.651810727497228,-10.14,20.680000000000003,53.685,63.3,75.42499999999998,93.214,146.6,55.64,1.0,86.0,-127.80431457431456,0.012169818262085203,5
T_HUMR-1_BID,T_HUMR-1,bid,CCGT,T_HUMR_CC,823,50.57629918977042,27.701316275594635,-50.0,1.0,39.03,54.0,66.85,89.61099999999998,123.25,5.0,-50.0,76.50399999999999,-180.58985533955624,0.012110955779560003,6
T_MRWD-1_BID,T_MRWD-1,bid,CCGT,T_MRWD,769,65.82192381960797,20.781469501379224,-7.86,36.066,55.19,63.9,75.5,105.11,126.0,60.0,0.0,103.0,-137.60324133838384,0.011316312265469796,7
T_WBURB-1_BID,T_WBURB-1,bid,CCGT,T_WBURB_CC,765,67.94798329049321,23.938138694712134,-4.84,33.0,53.3,65.05,78.97,106.73399999999995,170.0,58.7,0.0,102.79999999999995,-131.241,0.011257449782944596,8
T_GRAI-6_BID,T_GRAI-6,bid,CCGT,T_GRAI,758,63.18014290463548,23.181388013321442,-17.92,16.01,52.0,63.625,77.02999999999999,100.0,193.38,52.0,1.0,94.5,-141.1507652979066,0.011154440438525495,9
T_DRAXX-3_BID,T_DRAXX-3,bid,BIOMASS,T_DRAXX,731,44.883286203471805,30.143514188888407,-60.0,0.0,26.125,50.0,65.275,86.055,125.5704,0.0,-60.0,66.65,-180.1171,0.01075711868148039,10
T_DRAXX-2_BID,T_DRAXX-2,bid,BIOMASS,T_DRAXX,729,43.09969231039669,29.48411927728202,-49.64,0.0,20.523785071894544,47.0,63.21,90.0,140.0,0.0,-60.0,65.45,-182.7711631025045,0.01072768744021779,11
T_DAMC-1_OFFER,T_DAMC-1,offer,CCGT,T_DAMC,701,124.91186672319135,33.010339941814934,50.0,86.5,103.85,118.68,136.0,189.3701,310.0,135.0,96.9,235.0,146.34648315893145,0.010315650062541388,12
T_COSO-1_OFFER,T_COSO-1,offer,CCGT,T_COSO,696,129.07132912383076,106.78263552984538,0.0,85.0,99.99,115.0,134.8025,190.4450975,1950.0,131.5,96.975,281.25,149.68431597455648,0.010242071959384888,13
T_CDCL-1_BID,T_CDCL-1,bid,CCGT,T_CDCL,646,60.19580816792642,21.33809856995809,0.0,20.26,50.584999999999994,60.0,70.4425,101.975,132.5,50.14,1.0,96.9,-128.8734221291345,0.00950629092781988,14
E_SHOS-1_BID,E_SHOS-1,bid,CCGT,E_SHOS,641,62.026555560063954,19.579544117892198,-21.68,30.0,51.9,62.0,73.0,92.41,150.0,55.5,5.0,83.04,-133.5987,0.00943271282466338,15
T_HUMR-1_OFFER,T_HUMR-1,offer,CCGT,T_HUMR_CC,618,123.15962070523696,38.370421659292006,0.0,76.97499999999998,98.0,115.74999,139.0,195.135,275.0,149.0,92.9,279.0,176.42396,0.009094253550143478,16
T_CRUA-1_OFFER,T_CRUA-1,offer,PS,T_CRUA,580,129.0028813352902,35.933552935375026,66.5,88.34223893477994,106.375,120.12644499999999,142.10500000000002,199.03749999999997,450.0,141.385,107.4,235.39999999999964,151.66840175438597,0.008535059966154073,17
T_KEAD-2_BID,T_KEAD-2,bid,CCGT,T_KEAD,578,57.66535364919883,15.67684915323437,-12.62,33.274499999999996,50.5775,58.0,65.65,82.0,103.37,55.0,0.0,77.47999999999998,-163.85142923487467,0.008505628724891473,18
T_DINO-1_OFFER,T_DINO-1,offer,PS,T_DINO,571,106.67371852451957,19.535829708313273,38.16,76.92509090909091,93.4,104.99170439687975,120.0,139.0,163.1,121.0,100.0,160.0,166.95534125,0.00840261938047237,19
T_DINO-2_OFFER,T_DINO-2,offer,PS,T_DINO,544,147.7672423761703,45.179711687336834,19.98,81.915,109.3575,150.0,184.0,219.60650000000004,282.0,188.0,113.5,299.2500000000001,202.76496,0.008005297623427268,20
T_DRAXX-4_BID,T_DRAXX-4,bid,BIOMASS,T_DRAXX,524,45.44569583804894,30.492515105669597,-60.0,0.0,25.0,50.010000000000005,66.1,91.30049999999994,115.73,0.0,-60.0,70.5,-191.10673497459442,0.007710985210801265,21
T_EECL-1_BID,T_EECL-1,bid,CCGT,T_EECL,494,60.56726736101527,21.60814283113889,0.0,14.300000000000004,52.0,61.6,70.6,99.04599999999998,132.5,51.0,1.0,87.47999999999996,-137.65269617753705,0.007269516591862262,22
T_SHBA-1_OFFER,T_SHBA-1,offer,CCGT,T_SHBA,488,121.10400330837982,36.96910968985196,17.04,83.07000000000001,99.5,114.0,129.9,193.0,485.0,123.75,94.9935,235.0,164.87840512152778,0.007181222868074461,23
T_DRAXX-1_BID,T_DRAXX-1,bid,BIOMASS,T_DRAXX,481,16.337067983471353,34.04990050990855,-71.32,-26.0,-11.52,8.769999999999998,47.1,70.0,90.25,-45.0,-71.32,20.0,-234.85398433311576,0.00707821352365536,24
T_STAY-2_BID,T_STAY-2,bid,CCGT,T_STAY,450,63.07912828986697,17.550282311369372,0.0,33.5025,53.1275,63.045,73.6375,91.54999999999995,120.2,59.0,10.900000000000006,88.65,-171.1721,0.0066220292840850565,25
T_MRWD-1_OFFER,T_MRWD-1,offer,CCGT,T_MRWD,448,105.40773865212373,28.505535991324916,0.0,72.36999999999999,93.4225,102.0,111.9,178.29999999999995,207.0,112.95,85.0,189.29999999999995,134.68508250962,0.006592598042822456,26
T_PEMB-21_BID,T_PEMB-21,bid,CCGT,T_PEMB,443,59.73403978822345,19.15112458210003,-9.54,21.490000000000006,51.0,59.8,70.0,90.0,132.5,55.0,10.0,84.04499999999999,-189.9183,0.006519019939665955,27
T_DINO-3_OFFER,T_DINO-3,offer,PS,T_DINO,436,124.37567817099884,38.33790536476839,42.69,81.0,98.90840148470464,117.0,141.0,190.0,323.0,142.25,99.9975,300.0,176.39396851154004,0.006416010595246854,28
T_STAY-4_BID,T_STAY-4,bid,CCGT,T_STAY,427,64.32995968791981,15.778886559436451,0.0,42.0,56.6,64.0,71.0,91.48599999999998,118.5,60.25,10.0,88.65,-164.80503381642512,0.006283570009565154,29
T_STAY-3_BID,T_STAY-3,bid,CCGT,T_STAY,406,63.10570310701834,17.843595707130547,5.0,34.400000000000006,51.195,62.1,70.2075,95.59,121.02,56.75,10.0,88.05,-169.59165636111112,0.00597454197630785,30
T_ROCK-1_OFFER,T_ROCK-1,offer,CCGT,T_ROCK,404,119.34728136688412,40.81362939504747,35.0,85.0,97.9,114.0,127.9,193.22989799999988,575.0,123.4,95.0,270.0,116.10580414789213,0.00594511073504525,31
T_DINO-4_OFFER,T_DINO-4,offer,PS,T_DINO,401,119.72582981322533,27.173743653392286,45.0,82.0,100.0,118.0,136.83,165.0,265.0,148.4,97.0,199.0,173.9319,0.00590096387315135,32
T_PEMB-51_BID,T_PEMB-51,bid,CCGT,T_PEMB,398,56.87068661456266,18.595910853836788,0.0,17.12,50.5175,59.35,65.7875,84.24249999999998,120.2,53.0,10.0,76.57499999999999,-178.74156,0.00585681701125745,33
T_CARR-1_OFFER,T_CARR-1,offer,CCGT,T_CARR,395,114.18619598800078,25.5336767613028,17.46,80.796,99.0,111.0,125.0,165.0,200.0,125.0,97.0,188.5999999999999,138.8806,0.005812670149363549,34
T_RYHPS-1_OFFER,T_RYHPS-1,offer,CCGT,T_RYHPS,394,200.72628858949372,338.9997701364857,35.42,89.0,120.0,145.37,183.79500000000002,263.1499999999997,2900.0,192.9,105.0,319.0,152.7423,0.005797954528732249,35
T_SPLN-1_BID,T_SPLN-1,bid,CCGT,T_SPLN,386,63.902532906357884,16.082290606329803,10.0,43.402499999999996,53.212500000000006,63.25,71.2525,88.67750000000001,181.45,59.0,10.0,90.0,-143.76263916666664,0.005680229563681848,36
T_PEMB-41_BID,T_PEMB-41,bid,CCGT,T_PEMB,381,57.076000455776445,18.938827662020937,0.0,17.12,50.0,59.6,66.0,90.0,120.2,52.0,10.0,83.5,-190.8986,0.005606651460525348,37
T_PEMB-31_BID,T_PEMB-31,bid,CCGT,T_PEMB,351,59.100841440610814,20.693414175961202,0.0,17.12,50.1,60.5,67.805,96.305,132.5,55.0,10.0,83.3,-184.6894,0.005165182841586344,38
T_SEAB-1_BID,T_SEAB-1,bid,CCGT,T_SEAB,345,64.09988555888826,22.08538516521626,-13.68,30.0,54.0,61.5,75.68999999999998,103.96200000000002,131.55,30.1,10.0,88.54200000000003,-125.61651,0.005076889117798543,39
T_CARR-2_OFFER,T_CARR-2,offer,CCGT,T_CARR,342,116.11848029290812,31.69520604583495,28.3,80.0,94.0,110.0,129.0,180.0,215.0,125.0,95.0,189.84999999999997,140.5274199442918,0.005032742255904643,40
T_PEMB-11_BID,T_PEMB-11,bid,CCGT,T_PEMB,339,61.702150014299946,20.634674407607093,10.0,24.50000000000001,51.760000000000005,61.15,71.55,102.20099999999994,132.5,57.85,10.0,95.0,-185.4105293253968,0.004988595394010743,41
T_CARR-2_BID,T_CARR-2,bid,CCGT,T_CARR,333,64.41769375110295,15.956126718217142,5.0,44.0,55.0,62.0,70.0,97.19999999999999,120.2,56.5,35.0,84.39999999999998,-163.14166666666668,0.0049003016702229415,42
T_STAY-1_BID,T_STAY-1,bid,CCGT,T_STAY,331,66.9743157526307,18.417319291755458,10.0,35.0,57.78,66.26,77.0,101.05,119.1,61.5,10.0,94.375,-158.3362,0.0048708704289603414,43
T_CARR-1_BID,T_CARR-1,bid,CCGT,T_CARR,331,67.22355738446493,16.030223512822687,16.03,45.099999999999994,57.305,64.55,75.215,98.275,139.59,60.0,13.0,92.5,-189.65972222222223,0.0048708704289603414,44
T_FFES-1_OFFER,T_FFES-1,offer,PS,T_FFES,328,118.3352411225163,27.102863572176286,55.0,81.4175,99.097335,114.975,129.8,175.4354999999999,215.0,132.0,104.75,242.99999999999955,157.72192210334342,0.004826723567066441,45
T_SHBA-2_OFFER,T_SHBA-2,offer,CCGT,T_SHBA,327,121.96547096939965,37.40754363504054,0.0,88.0,98.22980999999999,112.0,129.91,196.0,265.0,126.8,97.35,217.95,126.7411,0.004812007946435141,46
T_WBURB-3_OFFER,T_WBURB-3,offer,CCGT,T_WBURB_CC,322,116.42663166864735,36.6623753369254,0.0,78.9525,94.32249999999999,107.5,130.0,186.89999999999998,284.0,120.0,91.0,214.79999999999995,125.31970833333332,0.00473842984327864,47
T_SPLN-1_OFFER,T_SPLN-1,offer,CCGT,T_SPLN,318,119.06628829600257,38.000224925788956,32.61,79.9625,94.0,115.0,128.0,185.06499999999997,290.0,125.0,91.0,250.0,155.53382798595823,0.00467956736075344,48
T_SHBA-1_BID,T_SHBA-1,bid,CCGT,T_SHBA,313,67.2665363350435,19.31621598500509,5.0,38.426,56.75,65.0,76.0,107.72999999999999,125.0,61.0,5.0,101.75,-166.2886,0.004605989257596939,49
T_GRAI-8_OFFER,T_GRAI-8,offer,CCGT,T_GRAI,305,122.95469961121903,39.99221493464898,43.110069930069926,80.0,98.0,108.0,129.0,199.8,220.89996,119.9,90.35000000000001,214.8,133.7703,0.004488264292546538,50
T_WBURB-1_OFFER,T_WBURB-1,offer,CCGT,T_WBURB_CC,294,114.964654605313,28.253937549382947,42.39,78.48942214066362,97.92500000000001,109.27502000000001,127.975,178.34999999999997,209.0,130.0,95.0,210.0,133.94700493055555,0.0043263924656022365,51
T_CNQPS-2_OFFER,T_CNQPS-2,offer,CCGT,T_CNQPS,283,149.6748406929037,237.03043805560404,70.0,89.19921138350763,103.97999999999999,117.95,139.6,257.9999999999998,2900.0,130.95,95.2,329.0,119.83504025793653,0.004164520638657935,52
T_SEAB-2_OFFER,T_SEAB-2,offer,CCGT,T_SEAB,281,129.2373467784418,31.608493054740784,72.0,88.87,108.0,120.0,155.0,190.0,224.0,160.0,117.0,215.0,165.65475662037036,0.004135089397395335,53
T_DINO-3_BID,T_DINO-3,bid,PS,T_DINO,273,50.22522842697465,31.40373069069374,-29.56,0.0,28.83,55.0,71.8,100.79999999999995,125.0,0.0,0.0,50.0,-165.204,0.004017364432344934,54
T_DINO-6_OFFER,T_DINO-6,offer,PS,T_DINO,271,128.52450790131647,38.75905815509209,39.57,82.475,99.0,124.56,146.7,201.5,275.0002,155.0,113.5,324.5,206.5485,0.003987933191082334,55
T_CNQPS-4_OFFER,T_CNQPS-4,offer,CCGT,T_CNQPS,265,124.81720790109539,39.30396417608404,71.78,88.586,104.5,116.9,131.27,181.28799999999998,487.0,145.0,106.0,389.0,152.8747,0.0038996394672945332,56
T_FFES-2_OFFER,T_FFES-2,offer,PS,T_FFES,255,121.52251876588033,26.763018518535194,71.5,91.562,103.475,117.8,134.0,167.59999999999997,250.0,137.5,110.7,232.09999999999988,154.36345541666665,0.003752483260981532,57
E_SHOS-1_OFFER,E_SHOS-1,offer,CCGT,E_SHOS,255,111.2560920537728,33.12984122181938,0.0,75.0,90.9,104.0,124.625,187.0,225.0,114.9,88.35,199.0,155.9354,0.003752483260981532,58
T_HOWBO-1_BID,T_HOWBO-1,bid,WIND,T_HOWBO,254,-0.5352056512831994,32.91693484295679,-85.0,-61.772,-21.99,-1.475,24.695,48.6155,78.98999999999998,-65.0,-126.87049999999999,-31.402000000000015,-310.3718055555555,0.003737767640350232,59
E_DOLLB-1_BID,E_DOLLB-1,bid,OTHER,E_DOLLB,251,46.498896386104846,28.89309983569306,-27.02,-8.89,30.202505441998802,56.2,65.47,81.32161245525077,114.0,36.3,-32.15,69.725,-193.90768690223777,0.0036936207784563314,60
T_CNQPS-3_OFFER,T_CNQPS-3,offer,CCGT,T_CNQPS,251,134.43384905274246,178.25069382637417,28.62,89.0,104.0,118.5,135.47413654025803,183.685,2900.0,133.0,99.75,329.5,115.15,0.0036936207784563314,61
T_FOYE-1_OFFER,T_FOYE-1,offer,PS,T_FOYE,247,131.69541858128457,38.53924787473653,50.0,85.054,104.0,124.5702,150.0,201.49999999999994,340.0,140.0,90.0,220.0,140.8069,0.003634758295931131,62
T_GRAI-7_OFFER,T_GRAI-7,offer,CCGT,T_GRAI,234,104.53143381152017,20.97444885031961,33.46,70.131,93.125,105.055,119.9,136.999935,163.0,117.0,90.0,149.35,143.09866,0.0034434552277242294,63
T_DIDCB5_BID,T_DIDCB5,bid,CCGT,T_DIDCB,229,64.31584365522994,22.908881558856333,-7.94,26.382,52.50504483038359,61.15,72.92,106.01,125.0,54.0,10.0,90.0,-137.61881938431938,0.003369877124567729,64
T_KEMB-1_BID,T_KEMB-1,bid,LOAD RESPONSE,T_KEMB,226,55.31012830510234,26.727477296779547,-40.0,-1.3575,47.7625,61.004999999999995,69.7275,86.16845289542073,122.33,49.5,-24.265,73.0,-185.0135760972222,0.0033257302626738283,65
T_CRUA-2_BID,T_CRUA-2,bid,PS,T_CRUA,225,47.466839592429636,29.662663821474425,-34.65,-5.429999999999998,35.1,51.05,65.2,94.13599999999995,112.06,0.0,-52.0,55.0,-179.08337138888888,0.0033110146420425282,66
T_PNYCW-1_BID,T_PNYCW-1,bid,WIND,T_PNYCW,222,2.0033254303238524,31.9632939217372,-76.0,-43.79,-19.112447500000002,0.0,21.385,59.71199999999993,82.46,-95.0,-95.0,-76.0,-329.9246111574097,0.0032668677801486277,67
T_DINO-4_BID,T_DINO-4,bid,PS,T_DINO,220,47.3659890990135,29.76964156780154,-50.0,0.0,30.8125,50.0,67.5725,87.04999999999998,115.0,0.0,-6.699999999999985,50.0,-174.1440943452381,0.0032374365388860276,68
T_GRAI-6_OFFER,T_GRAI-6,offer,CCGT,T_GRAI,215,101.78712880398331,27.51647342818803,0.0,66.474,88.59,99.69,112.5,144.29999999999998,206.4,110.0,87.35,202.69999999999814,118.6672619047619,0.003163858435729527,69
T_CNQPS-1_OFFER,T_CNQPS-1,offer,CCGT,T_CNQPS,211,167.68006444250122,331.0782334730383,75.0,86.7,101.07,120.0,148.975,215.0,2900.0,155.0,95.0,399.0,139.8582,0.0031049959532043264,70
T_DINO-5_OFFER,T_DINO-5,offer,PS,T_DINO,209,146.58822554838338,54.49713879563413,34.95,79.0,96.9,132.4,195.0,228.94799999999998,290.0,175.0,99.7,339.6,190.873,0.0030755647119417263,71
T_COVNB-1_BID,T_COVNB-1,bid,OTHER,T_COVNB,209,56.10118310271071,27.310544197124813,-28.07,-4.154,47.8,61.02,72.06999999999998,90.59368514314308,117.81,51.5,-22.684,81.0,-180.87889884920637,0.0030755647119417263,72
E_PILLB-1_BID,E_PILLB-1,bid,BATTERY,E_PILLB,203,44.07613827520264,31.506186536304018,-60.09166463055728,-14.160055155859474,27.490000000000002,53.69,65.425,81.954,100.0,40.0,-50.0,75.60099999999993,-203.70325,0.002987270988153925,73
T_COWB-1_BID,T_COWB-1,bid,OTHER,T_COWB,203,53.89642116371524,25.330421440565694,-30.0,1.7090000000000014,45.06,58.97,68.05,84.478,113.0,41.0,-48.143,80.92999999999998,-163.64388888888888,0.002987270988153925,74
T_DIDCB6_BID,T_DIDCB6,bid,CCGT,T_DIDCB,201,78.63152883550357,24.85895581789649,12.0,46.7,62.11,76.25,93.0,128.7,139.65,65.0,12.0,94.55,-140.61261510011883,0.002957839746891325,75
E_PILLB-2_BID,E_PILLB-2,bid,BATTERY,E_PILLB,197,53.9536393219646,27.860383655270997,-26.680062232242932,0.42400000000000015,41.0,59.0,72.64546306249977,90.50599999999997,125.2,40.26,-50.0,80.51599999999999,-175.83303703703703,0.0028989772643661245,76
T_CRUA-1_BID,T_CRUA-1,bid,PS,T_CRUA,195,36.73507230975138,40.38534261820436,-87.31999999999998,-61.82699999999999,12.15,48.5,61.05,92.38399999999999,116.05,0.0,-73.6,55.0,-220.15891092592597,0.0028695460231035245,77
T_FOYE-2_OFFER,T_FOYE-2,offer,PS,T_FOYE,195,130.77735231566317,36.88092648872468,75.59007,90.76062532256697,104.175,120.0,148.85,200.0,280.0,132.0,97.0,235.0,188.2012,0.0028695460231035245,78
T_WBURB-2_OFFER,T_WBURB-2,offer,CCGT,T_WBURB_CC,193,115.20289816322637,35.943222162609906,51.02,76.75599999999999,93.5,103.0,126.0,193.19999999999993,235.0,115.0,88.0,206.79999999999995,114.14310734126984,0.002840114781840924,79
T_NURSB-1_BID,T_NURSB-1,bid,BATTERY,T_NURSB,189,47.49741429393722,31.941521437163992,-82.93999999999998,-13.517999999999999,30.0,55.10218981595146,69.98,82.17999999999999,106.78,47.0,-35.45,77.30199999999999,-225.88672571759255,0.002781252299315724,80
T_BUSTB-1_BID,T_BUSTB-1,bid,BATTERY,T_BUSTB,178,56.78653974361664,25.25425866430438,-41.0,-1.6496280241277999,49.4075,63.0,71.01915686933953,84.70550000000001,109.91,52.0,-38.438500000000005,79.021,-159.79087360248786,0.002619380472371422,81
T_TKNEW-1_BID,T_TKNEW-1,bid,WIND,T_TKNEW,177,-1.0789665786418992,38.69146635722006,-95.0,-76.88,-25.0,0.0,30.01,55.384,70.0,-118.87,-167.19,-72.92400000000002,-406.78,0.002604664851740122,82
T_DINO-6_BID,T_DINO-6,bid,PS,T_DINO,177,57.45672410374936,30.860992227640256,-29.56,0.0,46.9,60.0,76.13,100.49999999999997,127.0,0.0,0.0,55.0,-175.58657936658247,0.002604664851740122,83
T_PINFB-1_BID,T_PINFB-1,bid,BATTERY,T_PINFB_B,177,52.89395872588945,29.146548016057004,-43.79,-3.0699999999999994,45.0,60.05,72.0,86.19999999999999,115.15,50.0,-57.65399999999999,80.0,-187.73055555555555,0.002604664851740122,84
T_CDCL-1_OFFER,T_CDCL-1,offer,CCGT,T_CDCL,176,105.91243682632062,26.664708605611462,0.0,79.625,92.43730048429474,100.0,117.95,158.625,211.0,110.45,88.0,177.5,113.85159916666666,0.002589949231108822,85
E_DOLLB-1_OFFER,E_DOLLB-1,offer,OTHER,E_DOLLB,175,107.9635047616857,25.143653414627767,0.0,66.026,94.75,110.86,123.975,144.92399999999995,171.15,135.14,82.933,197.74699999999984,177.1836770272976,0.002575233610477522,86
T_SCCL-1_OFFER,T_SCCL-1,offer,CCGT,T_SCCL,174,120.92139896688941,35.29562094504112,0.0,78.76,100.0,112.38,131.48499999999999,195.0,220.0,124.0,96.9,216.74999999999997,134.99504434639164,0.002560517989846222,87
T_GLNDO-1_OFFER,T_GLNDO-1,offer,NPSHYD,T_GLNDO,174,121.04668596978095,32.82985869781879,0.0,80.0,100.375,115.0,138.99992800230393,179.35,245.0,129.25,85.0,208.7,160.2290277777778,0.002560517989846222,88
T_SEAB-2_BID,T_SEAB-2,bid,CCGT,T_SEAB,172,56.95001713962486,17.762101701099798,10.0,30.0,48.2,57.65,65.92500000000001,92.41499999999999,100.0,30.0,10.0,67.0,-153.4268974537037,0.0025310867485836214,89
T_LAGA-1_OFFER,T_LAGA-1,offer,CCGT,T_LAGA,171,116.67893117001196,23.032380387958746,64.0,83.0,100.20580340718615,114.5,129.45999999999998,159.0,190.0,148.0,102.0,257.5,167.58742891244316,0.0025163711279523214,90
T_SHBA-2_BID,T_SHBA-2,bid,CCGT,T_SHBA,166,65.9502105471369,19.955512864510474,0.0,35.41094,58.5375,65.0,72.89,100.625,132.5,60.0,0.0,95.875,-152.80349999999999,0.0024427930247958207,91
T_TKNWW-1_BID,T_TKNWW-1,bid,WIND,T_TKNWW,166,-0.2846818338531093,39.625175459538745,-95.0,-76.88,-24.38,0.0,30.25,55.58,62.0,-115.375,-167.0725,-73.44,-422.5384,0.0024427930247958207,92
T_ROCK-1_BID,T_ROCK-1,bid,CCGT,T_ROCK,164,69.34324132383998,18.438879651219022,1.0,40.199816159602456,60.4675,70.0,81.215,97.24499999999999,118.4,63.06,1.0,85.25,-153.69818342770657,0.0024133617835332207,93
T_PINFB-2_BID,T_PINFB-2,bid,OTHER,T_PINFB_OTH,164,57.075594710156686,26.363046804934164,-30.0,-0.8664999999999998,50.0,62.15,71.64,89.87886289153792,117.19,52.625,-20.0,79.85,-178.28872881944443,0.0024133617835332207,94
T_MEDP-1_OFFER,T_MEDP-1,offer,CCGT,T_MEDP,164,120.0609985835912,28.47098988426533,82.0,90.0795195,99.0,111.45,130.0,179.41416318261193,225.0,155.0,109.15,278.29999999999956,101.57899499999999,0.0024133617835332207,95
T_CRUA-4_OFFER,T_CRUA-4,offer,PS,T_CRUA,163,137.18268128328475,39.84530739368628,59.74,90.95900800000001,109.62,126.9,159.575,215.0,290.0,143.9,114.05,286.70000000000005,178.9176,0.00239864616290192,96
T_PINFB-4_BID,T_PINFB-4,bid,BATTERY,T_PINFB_B,160,52.176407766085354,30.367760249759947,-70.96,-14.475,47.5375,61.0,69.6725,82.30849999999998,117.19,52.625,-27.5715,73.11699999999996,-175.04458059752747,0.00235449930100802,97
T_RCBKO-1_BID,T_RCBKO-1,bid,WIND,T_RCBKO,160,1.6560573370901643,48.19347653889198,-151.23,-82.24,-22.52,0.0,40.6875,77.173095,102.08,-151.23,-167.26,-148.26,-396.3531314212018,0.00235449930100802,98
E_THMRB-1_BID,E_THMRB-1,bid,BATTERY,E_THMRB,159,51.525531741568386,25.047657943588753,-25.11,0.0,43.0,56.0,66.975,81.17797553486331,142.92,44.13,-28.108,77.06399999999998,-185.79539777777777,0.00233978368037672,99
T_PINFB-3_BID,T_PINFB-3,bid,OTHER,T_PINFB_OTH,158,51.368531341410154,30.019813044510087,-43.79,-10.567,45.0,61.275,69.20249999999999,84.84150000000001,108.88695580284507,50.0,-57.4895,72.3965,-170.08314590277777,0.0023250680597454196,100
T_DIDCB5_OFFER,T_DIDCB5,offer,CCGT,T_DIDCB,155,116.89324019861836,31.18340083499111,70.0,79.2,95.9,111.45,129.0,177.59999999999997,250.0,145.0,85.0,220.0,140.44653174603175,0.0022809211978515194,101
T_HOWBO-2_BID,T_HOWBO-2,bid,WIND,T_HOWBO,154,3.69675711380413,31.674967998724302,-85.0,-43.72,-19.0,1.0,27.385,59.3704020169432,77.09999999999998,-65.0,-129.514,-31.672000000000025,-314.50090277777775,0.0022662055772202194,102
T_KEAD-2_OFFER,T_KEAD-2,offer,CCGT,T_KEAD,152,93.26943179973574,20.25669491040261,20.0,60.0,85.73,94.975,100.0,119.55249999999997,160.0,99.45,60.0,129.45,113.64654642378918,0.002236774335957619,103
T_KEMB-1_OFFER,T_KEMB-1,offer,LOAD RESPONSE,T_KEMB,151,116.45125536717681,25.89709304062738,41.84,82.45,97.45,115.0,132.8,154.5,245.0,129.67,93.05,235.39499999999998,150.82096904761903,0.002222058715326319,104
2__HANGE003_BID,2__HANGE003,bid,LOAD RESPONSE,2__HANGE_LR,150,40.65874126401667,32.43490998564298,-25.0,-15.85,8.01736111111111,50.15,62.7025,85.65999999999998,102.0,26.355,-35.55,60.91799999999999,-229.6152863364552,0.002207343094695019,105
T_CLDCW-1_BID,T_CLDCW-1,bid,WIND,T_CLDCW,149,1.9031783119365293,36.957348516454104,-71.91,-65.0,-18.86,0.0,20.38,69.88399999999994,105.91,-97.1,-103.23,-77.12,-357.33406286414566,0.0021926274740637188,106
T_COVNB-1_OFFER,T_COVNB-1,offer,OTHER,T_COVNB,148,103.73995161091851,21.755787279103444,-4.79,71.0,91.0375,102.72511390819,116.5875,135.221,176.97,117.455,85.0,172.148,139.49471909779456,0.0021779118534324183,107
E_CLAYB-1_BID,E_CLAYB-1,bid,BATTERY,E_CLAYB,148,53.33262545080086,24.591049868909444,-42.431387150427405,4.489141002632958,44.097500000000004,57.191706218054286,67.205,85.65,126.48,44.18,-28.277999999999995,77.88400000000001,-175.07445436507936,0.0021779118534324183,108
E_SKELB-1_BID,E_SKELB-1,bid,BATTERY,E_SKELB,148,53.376168576304664,26.03113949721752,-30.0,0.5645000000000003,44.84,57.084999999999994,68.9175,85.09100000000001,121.36,48.995000000000005,-50.0,80.4355,-161.29317526175214,0.0021779118534324183,109
T_CNQPS-2_BID,T_CNQPS-2,bid,CCGT,T_CNQPS,147,71.86923361542578,18.385599924802214,10.05,43.29610808555652,61.0,71.89,84.00999999999999,102.10890099999999,127.3,52.53,2.900000000000002,87.52,-134.51588519527988,0.0021631962328011183,110
T_SCCL-2_OFFER,T_SCCL-2,offer,CCGT,T_SCCL,145,124.52584366927128,34.21197915398185,40.0,76.0,99.0,123.67,141.0,180.0,220.0,133.0,89.0,230.0,169.91666666666663,0.002133764991538518,111
T_CRUA-2_OFFER,T_CRUA-2,offer,PS,T_CRUA,143,135.31755714732785,43.60492698013739,20.86,87.11204657555156,103.75,122.58,164.5,215.0,272.5,157.0,115.0,275.0,179.37083666666666,0.0021043337502759177,112
T_DINO-2_BID,T_DINO-2,bid,PS,T_DINO,141,61.21667475780728,33.24780172062509,-29.56,0.0,41.5,63.93,84.2,112.0,132.0,0.0,0.0,75.0,-184.86389,0.0020749025090133176,113
