settlementDate,settlementPeriod,current_code_final_price,intended_mirror_final_price,n_bid_rows,niv_volume,system_price,differs,current_code_cost_to_so,intended_mirror_cost_to_so,cost_to_so_delta,summary_min_selected_price,summary_max_selected_price,summary_n_candidates,summary_matches_intended_min,summary_still_matches_old_max
2023-01-01,1,20.0,-148.26,70,-102.6579,-8.07,True,-20.0,148.26,168.26,-148.26,-148.26,1.0,True,False
2023-01-01,4,20.0,-137.2,68,-353.6672,-17.14,True,-20.0,137.2,157.2,-137.2,-137.2,1.0,True,False
2023-01-01,5,20.0,-140.44,82,-372.5917,-32.61,True,-20.0,140.44,160.44,-140.44,-140.44,1.0,True,False
2023-01-01,6,5.0,-140.44,103,-687.8674,-44.0,True,-5.0,140.44,145.44,-140.44,-140.44,1.0,True,False
2023-01-01,7,0.05,-154.96,121,-674.1594,-44.0,True,-0.05,154.96,155.01000000000002,-154.96,-154.96,2.0,True,False
2023-01-01,8,-11.67,-173.34,123,-750.1941,-48.04,True,11.67,173.34,161.67000000000002,-173.34,-173.34,1.0,True,False
2023-01-01,9,-11.16,-173.34,110,-533.3462,-43.98,True,11.16,173.34,162.18,-173.34,-173.34,1.0,True,False
2023-01-01,10,-11.16,-150.17,67,-219.6918,-17.74,True,11.16,150.17,139.01,-150.17,-150.17,1.0,True,False
2023-01-01,11,-12.75,-150.16988,67,-219.675,-32.61,True,12.75,150.16988,137.41988,-150.16988,-150.16988,1.0,True,False
2023-01-01,12,0.05,-173.34,81,-474.0476,-44.0,True,-0.05,173.34,173.39000000000001,-173.34,-173.34,2.0,True,False
2023-01-01,13,-8.09,-173.34,104,-531.7495,-43.98,True,8.09,173.34,165.25,-173.34,-173.34,2.0,True,False
2023-01-01,14,-8.09,-173.34,101,-467.9993,-42.91,True,8.09,173.34,165.25,-173.34,-173.34,1.0,True,False
2023-01-01,15,-26.61,-173.34,91,-417.0255,-45.0,True,26.61,173.34,146.73000000000002,-173.34,-173.34,1.0,True,False
2023-01-01,16,0.05,-173.34,81,-334.8063,-43.18,True,-0.05,173.34,173.39000000000001,-173.34,-173.34,1.0,True,False
2023-01-01,17,30.0,-174.51,104,-582.2972,-39.7,True,-30.0,174.51,204.51,-174.51,-174.51,4.0,True,False
2023-01-01,18,170.0,-179.2,87,-205.5275,-31.61,True,-170.0,179.2,349.2,-179.2,-179.2,1.0,True,False
2023-01-01,38,50.0,41.05,38,-29.6893,50.0,True,-50.0,-41.05,8.950000000000003,41.05,41.05,7.0,True,False
2023-01-01,45,51.0,10.0,28,-15.0645,42.0,True,-51.0,-10.0,41.0,10.0,10.0,1.0,True,False
2023-01-02,3,112.61,10.0,61,-364.9334,42.0,True,-112.61,-10.0,102.61,10.0,10.0,3.0,True,False
2023-01-02,4,100.0,-69.49,81,-678.6015,42.0,True,-100.0,69.49,169.49,-69.49,-69.49,2.0,True,False
2023-01-02,5,46.93,-69.49,84,-578.09,42.0,True,-46.93,69.49,116.41999999999999,-69.49,-69.49,2.0,True,False
2023-01-02,6,42.5,-69.49,78,-660.0752,15.0,True,-42.5,69.49,111.99,-69.49,-69.49,3.0,True,False
2023-01-02,7,63.54,-135.0,83,-874.5705,0.0,True,-63.54,135.0,198.54,-135.0,-135.0,2.0,True,False
2023-01-02,8,63.54,-160.16,114,-1267.2916,-66.55,True,-63.54,160.16,223.7,-160.16,-160.16,1.0,True,False
2023-01-02,9,63.54,-161.57,159,-1283.7958,-95.71,True,-63.54,161.57,225.10999999999999,-161.57,-161.57,2.0,True,False
2023-01-02,10,9.1,-161.57,164,-1114.595,-88.0,True,-9.1,161.57,170.67,-161.57,-161.57,2.0,True,False
2023-01-02,11,10.0,-160.0,125,-971.2431,-60.0,True,-10.0,160.0,170.0,-160.0,-160.0,3.0,True,False
2023-01-02,12,10.21,-96.81,111,-775.8835,-50.0,True,-10.21,96.81,107.02000000000001,-96.81,-96.81,1.0,True,False
2023-01-02,13,10.21,-90.95,110,-396.2516,0.1,True,-10.21,90.95,101.16,-90.95,-90.95,1.0,True,False
2023-01-02,14,82.0,-88.0,106,-467.3055,10.0,True,-82.0,88.0,170.0,-88.0,-88.0,2.0,True,False
2023-01-02,15,82.0,-95.4,98,-690.1465,10.0,True,-82.0,95.4,177.4,-95.4,-95.4,1.0,True,False
2023-01-02,16,82.0,-74.69,70,-710.5599,10.0,True,-82.0,74.69,156.69,-74.69,-74.69,1.0,True,False
2023-01-02,17,51.0,-69.49,38,-556.1167,-60.0,True,-51.0,69.49,120.49,-69.49,-69.49,1.0,True,False
2023-01-02,18,35.0,0.1,18,-210.92729,10.21,True,-35.0,-0.1,34.9,0.1,0.1,1.0,True,False
2023-01-02,19,115.0,10.21,18,-292.0361,10.21,True,-115.0,-10.21,104.78999999999999,10.21,10.21,4.0,True,False
2023-01-02,20,115.0,10.21,19,-194.1264,10.21,True,-115.0,-10.21,104.78999999999999,10.21,10.21,3.0,True,False
2023-01-02,21,115.0,10.21,20,-421.0077,11.0,True,-115.0,-10.21,104.78999999999999,10.21,10.21,1.0,True,False
2023-01-02,22,115.0,15.0,14,-195.8127,50.0,True,-115.0,-15.0,100.0,15.0,15.0,3.0,True,False
2023-01-02,23,115.0,15.0,12,-90.8895,15.0,True,-115.0,-15.0,100.0,15.0,15.0,3.0,True,False
2023-01-02,24,51.0,15.0,26,-254.85352,15.0,True,-51.0,-15.0,36.0,15.0,15.0,5.0,True,False
2023-01-02,25,51.0,18.0,35,-542.60114,18.0,True,-51.0,-18.0,33.0,18.0,18.0,2.0,True,False
2023-01-02,26,51.0,20.0,21,-215.45999,37.91379,True,-51.0,-20.0,31.0,20.0,20.0,2.0,True,False
2023-01-02,29,60.0,0.0,27,-86.24931,60.0,True,-60.0,-0.0,60.0,0.0,0.0,1.0,True,False
2023-01-02,42,65.1,60.25,31,-12.71931,65.1,True,-65.1,-60.25,4.849999999999994,60.25,60.25,1.0,True,False
2023-01-02,44,65.1,60.1,26,-134.76431,65.0,True,-65.1,-60.1,4.999999999999993,60.1,60.1,1.0,True,False
2023-01-02,45,65.16,10.0,28,-107.09519,65.16,True,-65.16,-10.0,55.16,10.0,10.0,2.0,True,False
2023-01-02,46,65.16,0.0,35,-282.412,65.0,True,-65.16,-0.0,65.16,0.0,0.0,2.0,True,False
2023-01-02,48,92.75,17.45,33,-143.4827,89.88,True,-92.75,-17.45,75.3,17.45,17.45,1.0,True,False
2023-01-03,14,140.0,-69.94,47,-2.7136,140.0,True,-140.0,69.94,209.94,-69.94,-69.94,1.0,True,False
2023-01-03,15,140.0,-69.74,68,-369.26242,20.0,True,-140.0,69.74,209.74,-69.74,-69.74,1.0,True,False
2023-01-03,16,140.0,10.0,50,-137.0294,60.0,True,-140.0,-10.0,130.0,10.0,10.0,3.0,True,False
2023-01-03,20,70.0,10.0,36,-45.1307,70.0,True,-70.0,-10.0,60.0,10.0,10.0,2.0,True,False
2023-01-03,23,50.0,-20.0,40,-147.8211,35.0,True,-50.0,20.0,70.0,-20.0,-20.0,1.0,True,False
2023-01-03,31,61.6,20.0,48,-45.74401,61.6,True,-61.6,-20.0,41.6,20.0,20.0,1.0,True,False
2023-01-03,33,40.0,20.0,57,-96.4021,37.0,True,-40.0,-20.0,20.0,20.0,20.0,1.0,True,False
2023-01-03,34,40.0,22.8,58,-83.6086,40.0,True,-40.0,-22.8,17.2,22.8,22.8,1.0,True,False
2023-01-03,35,40.0,22.8,41,-4.0234,40.0,True,-40.0,-22.8,17.2,22.8,22.8,1.0,True,False
2023-01-03,40,38.0,20.0,49,-74.17102,36.0,True,-38.0,-20.0,18.0,20.0,20.0,1.0,True,False
2023-01-03,41,108.13,20.2,44,-113.3229,106.78,True,-108.13,-20.2,87.92999999999999,20.2,20.2,3.0,True,False
2023-01-03,44,91.82,-74.58,39,-161.3219,87.69,True,-91.82,74.58,166.39999999999998,-74.58,-74.58,1.0,True,False
2023-01-03,46,100.0,-58.0,45,-108.8867,40.27013,True,-100.0,58.0,158.0,-58.0,-58.0,1.0,True,False
2023-01-03,47,23.72,-64.0,82,-230.324,12.69,True,-23.72,64.0,87.72,-64.0,-64.0,1.0,True,False
2023-01-03,48,23.72,-64.0,83,-731.2921,-5.0,True,-23.72,64.0,87.72,-64.0,-64.0,1.0,True,False
2023-01-04,1,21.0,-66.24,90,-648.2959,-15.0,True,-21.0,66.24,87.24,-66.24,-66.24,1.0,True,False
2023-01-04,2,21.0,-66.24,90,-429.9692,-1.19,True,-21.0,66.24,87.24,-66.24,-66.24,1.0,True,False
2023-01-04,3,23.0,-78.94,84,-295.0704,-21.46991,True,-23.0,78.94,101.94,-78.94,-78.94,1.0,True,False
2023-01-04,4,23.0,-78.94,85,-393.2375,-21.6,True,-23.0,78.94,101.94,-78.94,-78.94,1.0,True,False
2023-01-04,5,-25.93,-95.95,86,-305.6682,-34.57,True,25.93,95.95,70.02000000000001,-95.95,-95.95,1.0,True,False
2023-01-04,6,23.0,-95.95,87,-591.4583,-43.87,True,-23.0,95.95,118.95,-95.95,-95.95,1.0,True,False
2023-01-04,7,0.1,-98.0,94,-797.7109,-51.84,True,-0.1,98.0,98.1,-98.0,-98.0,1.0,True,False
2023-01-04,8,-20.41,-98.0,104,-979.663,-54.0,True,20.41,98.0,77.59,-98.0,-98.0,1.0,True,False
2023-01-04,9,0.1,-95.49067,97,-717.4371,-51.0504,True,-0.1,95.49067,95.59066999999999,-95.49067,-95.49067,1.0,True,False
2023-01-04,10,0.1,-95.49067,101,-1057.6831,-59.0,True,-0.1,95.49067,95.59066999999999,-95.49067,-95.49067,1.0,True,False
2023-01-04,11,37.54,-74.58,88,-639.2251,0.0,True,-37.54,74.58,112.12,-74.58,-74.58,1.0,True,False
2023-01-04,12,37.54,-135.0,95,-516.6825,1.0,True,-37.54,135.0,172.54,-135.0,-135.0,2.0,True,False
2023-01-04,13,66.74,-135.0,100,-720.8527,18.3096,True,-66.74,135.0,201.74,-135.0,-135.0,2.0,True,False
2023-01-04,14,66.74,-76.62,82,-369.9658,34.35,True,-66.74,76.62,143.36,-76.62,-76.62,1.0,True,False
2023-01-04,15,93.16,-76.62,98,-872.2163,70.88,True,-93.16,76.62,169.78,-76.62,-76.62,1.0,True,False
2023-01-04,16,93.16,-95.25,75,-505.6256,81.0,True,-93.16,95.25,188.41,-95.25,-95.25,1.0,True,False
2023-01-04,17,50.0,-135.0,60,-322.69232,11.0,True,-50.0,135.0,185.0,-135.0,-135.0,1.0,True,False
2023-01-04,18,92.45,-83.38,54,-389.8771,10.0,True,-92.45,83.38,175.82999999999998,-83.38,-83.38,1.0,True,False
2023-01-04,19,79.26,-76.0,58,-586.5162,10.0,True,-79.26,76.0,155.26,-76.0,-76.0,1.0,True,False
2023-01-04,20,25.0,10.0,52,-489.899,10.0,True,-25.0,-10.0,15.0,10.0,10.0,5.0,True,False
2023-01-04,21,25.0,10.0,52,-182.94218,11.75,True,-25.0,-10.0,15.0,10.0,10.0,5.0,True,False
2023-01-04,22,25.0,10.0,37,-169.4937,11.75,True,-25.0,-10.0,15.0,10.0,10.0,5.0,True,False
2023-01-04,23,25.0,10.0,38,-4.41329,25.0,True,-25.0,-10.0,15.0,10.0,10.0,5.0,True,False
2023-01-04,24,25.0,10.0,35,-247.34189,11.75,True,-25.0,-10.0,15.0,10.0,10.0,4.0,True,False
2023-01-04,25,25.0,10.0,32,-205.978,11.75,True,-25.0,-10.0,15.0,10.0,10.0,4.0,True,False
2023-01-04,26,20.0,10.0,27,-107.4009,12.5,True,-20.0,-10.0,10.0,10.0,10.0,3.0,True,False
2023-01-04,29,20.0,10.0,27,-42.4189,20.0,True,-20.0,-10.0,10.0,10.0,10.0,4.0,True,False
2023-01-04,30,20.0,10.0,38,-126.05479,12.5,True,-20.0,-10.0,10.0,10.0,10.0,4.0,True,False
2023-01-04,31,26.0,10.0,53,-512.5107,11.75,True,-26.0,-10.0,16.0,10.0,10.0,4.0,True,False
2023-01-04,32,26.0,10.0,61,-399.1353,12.0,True,-26.0,-10.0,16.0,10.0,10.0,3.0,True,False
2023-01-04,38,71.0,11.5,28,-177.7793,26.0,True,-71.0,-11.5,59.5,11.5,11.5,1.0,True,False
2023-01-04,40,170.0,11.5,21,-243.1068,20.1,True,-170.0,-11.5,158.5,11.5,11.5,1.0,True,False
2023-01-04,41,170.0,11.5,27,-189.6829,26.0,True,-170.0,-11.5,158.5,11.5,11.5,1.0,True,False
2023-01-04,45,11.75,-69.49,25,-21.1863,11.75,True,-11.75,69.49,81.24,-69.49,-69.49,2.0,True,False
2023-01-04,46,11.75,-133.9,30,-227.61789,0.0,True,-11.75,133.9,145.65,-133.9,-133.9,4.0,True,False
2023-01-04,47,37.7,-154.27,65,-30.2056,34.71188,True,-37.7,154.27,191.97000000000003,-154.27,-154.27,4.0,True,False
2023-01-04,48,37.7,-67.13,55,-152.0351,28.0,True,-37.7,67.13,104.83,-67.13,-67.13,1.0,True,False
2023-01-05,1,32.32,-67.13,58,-147.1793,24.31013,True,-32.32,67.13,99.44999999999999,-67.13,-67.13,1.0,True,False
2023-01-05,7,59.07,-137.75,65,-158.986,8.9,True,-59.07,137.75,196.82,-137.75,-137.75,1.0,True,False
2023-01-05,8,14.24,-72.0,61,-179.9023,6.06,True,-14.24,72.0,86.24,-72.0,-72.0,1.0,True,False
2023-01-05,17,52.0,10.1,35,-243.4946,50.0,True,-52.0,-10.1,41.9,10.1,10.1,1.0,True,False
2023-01-05,18,52.0,21.0,29,-148.6964,50.0,True,-52.0,-21.0,31.0,21.0,21.0,1.0,True,False
2023-01-05,19,60.0,30.0,22,-51.43899,60.0,True,-60.0,-30.0,30.0,30.0,30.0,2.0,True,False
2023-01-05,20,60.0,30.1,20,-130.6878,60.0,True,-60.0,-30.1,29.9,30.1,30.1,1.0,True,False
2023-01-05,22,60.75,53.0,20,-207.9967,60.0,True,-60.75,-53.0,7.75,53.0,53.0,3.0,True,False
2023-01-05,23,62.0,54.15,16,-31.606,61.0,True,-62.0,-54.15,7.850000000000001,54.15,54.15,2.0,True,False
2023-01-05,24,88.2,50.91,49,-312.9997,55.0,True,-88.2,-50.91,37.290000000000006,50.91,50.91,1.0,True,False
2023-01-05,25,62.5,52.5,40,-294.7034,62.12,True,-62.5,-52.5,10.0,52.5,52.5,1.0,True,False
2023-01-05,26,70.0,21.5,42,-244.20291,62.5,True,-70.0,-21.5,48.5,21.5,21.5,1.0,True,False
2023-01-05,27,70.0,33.0,29,-14.7877,70.0,True,-70.0,-33.0,37.0,33.0,33.0,1.0,True,False
2023-01-05,28,70.0,0.71,64,-423.23022,64.88,True,-70.0,-0.71,69.29,0.71,0.71,1.0,True,False
2023-01-05,29,70.5,21.5,48,-101.9979,70.25,True,-70.5,-21.5,49.0,21.5,21.5,1.0,True,False
2023-01-05,30,71.2,30.0,41,-92.00658,70.77,True,-71.2,-30.0,41.2,30.0,30.0,1.0,True,False
2023-01-05,31,72.0,7.4,45,-471.4449,71.0,True,-72.0,-7.4,64.6,7.4,7.4,1.0,True,False
2023-01-05,32,72.0,70.0,30,-248.8736,71.3,True,-72.0,-70.0,2.0,70.0,70.0,4.0,True,False
2023-01-05,33,90.0,50.0,42,-37.6743,72.12,True,-90.0,-50.0,40.0,50.0,50.0,1.0,True,False
2023-01-05,37,75.0,30.0,10,-154.97131,72.6,True,-75.0,-30.0,45.0,30.0,30.0,1.0,True,False
2023-01-05,38,76.5,0.0,18,-11.3403,76.5,True,-76.5,-0.0,76.5,0.0,0.0,1.0,True,False
2023-01-05,39,140.0,-49.0,22,-79.21291,76.5,True,-140.0,49.0,189.0,-49.0,-49.0,1.0,True,False
2023-01-05,44,150.0,-148.26,19,-139.3589,102.08,True,-150.0,148.26,298.26,-148.26,-148.26,2.0,True,False
2023-01-05,46,150.0,-148.26,23,-340.0981,80.23,True,-150.0,148.26,298.26,-148.26,-148.26,1.0,True,False
2023-01-06,1,91.87,-148.26,20,-42.8491,91.87,True,-91.87,148.26,240.13,-148.26,-148.26,2.0,True,False
2023-01-06,8,70.0,-76.62,33,-153.6191,55.81,True,-70.0,76.62,146.62,-76.62,-76.62,1.0,True,False
2023-01-06,9,70.82,-76.62,40,-523.1296,0.2,True,-70.82,76.62,147.44,-76.62,-76.62,1.0,True,False
2023-01-06,10,70.82,-148.26,70,-705.7954,-26.94,True,-70.82,148.26,219.07999999999998,-148.26,-148.26,1.0,True,False
2023-01-06,11,83.1,-148.26,74,-958.7962,-69.49,True,-83.1,148.26,231.35999999999999,-148.26,-148.26,1.0,True,False
2023-01-06,12,83.1,-84.26,53,-474.3327,0.1,True,-83.1,84.26,167.36,-84.26,-84.26,2.0,True,False
2023-01-06,13,150.0,-84.26,52,-156.4389,97.58,True,-150.0,84.26,234.26,-84.26,-84.26,1.0,True,False
2023-01-06,19,51.05,13.05,9,-100.1073,21.5,True,-51.05,-13.05,38.0,13.05,13.05,3.0,True,False
2023-01-06,20,75.5,13.05,9,-95.56511,21.5,True,-75.5,-13.05,62.45,13.05,13.05,2.0,True,False
2023-01-06,21,82.94,10.0,28,-194.38481,13.05,True,-82.94,-10.0,72.94,10.0,10.0,2.0,True,False
2023-01-06,22,81.23,10.0,21,-129.73488,13.05,True,-81.23,-10.0,71.23,10.0,10.0,1.0,True,False
2023-01-06,24,15.0,0.0,23,-108.43061,15.0,True,-15.0,-0.0,15.0,0.0,0.0,3.0,True,False
2023-01-06,25,15.0,0.0,18,-76.1676,21.5,True,-15.0,-0.0,15.0,0.0,0.0,3.0,True,False
2023-01-06,30,76.0,12.0,24,-34.3997,76.0,True,-76.0,-12.0,64.0,12.0,12.0,1.0,True,False
2023-01-06,31,76.0,15.0,31,-58.0001,76.0,True,-76.0,-15.0,61.0,15.0,15.0,1.0,True,False
2023-01-06,34,113.34,15.0,16,-16.449,52.5,True,-113.34,-15.0,98.34,15.0,15.0,1.0,True,False
2023-01-06,36,53.0,25.0,17,-32.888,52.51,True,-53.0,-25.0,28.0,25.0,25.0,1.0,True,False
2023-01-06,37,91.06,10.0,42,-183.5281,53.01,True,-91.06,-10.0,81.06,10.0,10.0,1.0,True,False
2023-01-06,38,150.0,10.0,50,-379.1645,30.05,True,-150.0,-10.0,140.0,10.0,10.0,2.0,True,False
2023-01-06,40,53.5,-82.16,50,-126.4304,53.40696,True,-53.5,82.16,135.66,-82.16,-82.16,2.0,True,False
2023-01-06,41,53.01,0.0,37,-40.9055,53.01,True,-53.01,-0.0,53.01,0.0,0.0,1.0,True,False
2023-01-06,44,97.89,-148.26,98,-431.3072,0.0,True,-97.89,148.26,246.14999999999998,-148.26,-148.26,1.0,True,False
2023-01-06,45,87.67013,-114.63,86,-420.3063,78.12,True,-87.67013,114.63,202.30013,-114.63,-114.63,1.0,True,False
2023-01-06,46,87.67013,-74.69,80,-721.7589,74.4,True,-87.67013,74.69,162.36013,-74.69,-74.69,1.0,True,False
2023-01-06,47,64.6,-76.6,85,-237.7725,34.11,True,-64.6,76.6,141.2,-76.6,-76.6,1.0,True,False
2023-01-06,48,64.6,-71.42,71,-452.315,19.11013,True,-64.6,71.42,136.01999999999998,-71.42,-71.42,1.0,True,False
2023-01-07,1,32.37,-71.42,100,-436.9444,-11.572,True,-32.37,71.42,103.78999999999999,-71.42,-71.42,1.0,True,False
2023-01-07,2,32.37,-64.49,76,-132.439,0.2,True,-32.37,64.49,96.85999999999999,-64.49,-64.49,1.0,True,False
2023-01-07,4,34.07,-74.69,56,-300.8124,-13.0,True,-34.07,74.69,108.75999999999999,-74.69,-74.69,1.0,True,False
2023-01-07,5,36.3,-72.0,35,-40.3329,0.0,True,-36.3,72.0,108.3,-72.0,-72.0,1.0,True,False
2023-01-07,6,36.3,-74.58,39,-157.5043,-19.0,True,-36.3,74.58,110.88,-74.58,-74.58,1.0,True,False
2023-01-07,7,3.22,-74.58,42,-112.5865,-20.0,True,-3.22,74.58,77.8,-74.58,-74.58,1.0,True,False
2023-01-07,8,3.22,-74.0,41,-156.9001,-23.0,True,-3.22,74.0,77.22,-74.0,-74.0,1.0,True,False
2023-01-07,11,52.3,-52.02,57,-143.1465,47.36,True,-52.3,52.02,104.32,-52.02,-52.02,1.0,True,False
2023-01-07,13,64.2,-49.9,69,-448.273,14.69,True,-64.2,49.9,114.1,-49.9,-49.9,1.0,True,False
2023-01-07,24,98.61,-66.46,52,-34.95,12.01,True,-98.61,66.46,165.07,-66.46,-66.46,2.0,True,False
2023-01-07,25,103.63,0.0,66,-242.7288,12.01,True,-103.63,-0.0,103.63,0.0,0.0,9.0,True,False
2023-01-07,26,39.59,-87.08,95,-293.59772,12.0,True,-39.59,87.08,126.67,-87.08,-87.08,1.0,True,False
2023-01-07,27,84.74,-173.34,87,-36.16939,12.01,True,-84.74,173.34,258.08,-173.34,-173.34,2.0,True,False
2023-01-07,29,34.0,-99.43,70,-1.1132,11.2864,True,-34.0,99.43,133.43,-99.43,-99.43,2.0,True,False
2023-01-07,31,11.0,-103.84,114,-470.417,-11.79,True,-11.0,103.84,114.84,-103.84,-103.84,2.0,True,False
2023-01-07,32,11.0,-103.84,99,-490.582,-20.41,True,-11.0,103.84,114.84,-103.84,-103.84,2.0,True,False
2023-01-07,33,11.0,-84.26,72,-8.6418,11.0,True,-11.0,84.26,95.26,-84.26,-84.26,1.0,True,False
2023-01-07,38,1.0,1.0,1,-55.1213,105.64,False,-1.0,-1.0,0.0,1.0,1.0,1.0,True,True
2023-01-07,40,-50.0,-76.0,2,-399.46988,-68.0,True,50.0,76.0,26.0,-76.0,-76.0,1.0,True,False
2023-01-07,41,100.0,-76.0,14,-233.3158,37.12,True,-100.0,76.0,176.0,-76.0,-76.0,1.0,True,False
2023-01-07,42,180.0,-76.0,15,-556.2561,-8.52,True,-180.0,76.0,256.0,-76.0,-76.0,1.0,True,False
2023-01-07,46,23.0,-5.0,22,-300.4706,2.0,True,-23.0,5.0,28.0,-5.0,-5.0,2.0,True,False
2023-01-07,48,54.0,-36.97,37,-99.1878,-15.2,True,-54.0,36.97,90.97,-36.97,-36.97,1.0,True,False
2023-01-08,1,22.0,-42.35,43,-106.9779,-16.4104,True,-22.0,42.35,64.35,-42.35,-42.35,1.0,True,False
2023-01-08,4,-18.02,-44.0,46,-60.326,0.01,True,18.02,44.0,25.98,-44.0,-44.0,1.0,True,False
2023-01-08,9,54.0,-88.1104,45,-151.2866,-34.71,True,-54.0,88.1104,142.1104,-88.1104,-88.1104,1.0,True,False
2023-01-08,10,22.0,-88.1104,44,-192.6034,-44.0,True,-22.0,88.1104,110.1104,-88.1104,-88.1104,1.0,True,False
2023-01-08,11,22.0,-56.03029,44,-469.7509,-30.41,True,-22.0,56.03029,78.03029000000001,-56.03029,-56.03029,1.0,True,False
2023-01-08,12,-15.46,-56.03029,42,-389.7599,-29.03,True,15.46,56.03029,40.57029,-56.03029,-56.03029,1.0,True,False
2023-01-08,13,0.0,-67.0,60,-309.2743,-15.28,True,-0.0,67.0,67.0,-67.0,-67.0,1.0,True,False
2023-01-08,14,0.0,-67.0,61,-356.7727,-15.76,True,-0.0,67.0,67.0,-67.0,-67.0,1.0,True,False
2023-01-08,15,33.16,-49.0,11,-232.9678,29.23,True,-33.16,49.0,82.16,-49.0,-49.0,1.0,True,False
2023-01-08,16,33.16,-76.62,20,-429.7143,25.4701,True,-33.16,76.62,109.78,-76.62,-76.62,1.0,True,False
2023-01-08,17,0.0,-76.62,30,-613.404,-18.15,True,-0.0,76.62,76.62,-76.62,-76.62,1.0,True,False
2023-01-08,18,-49.0,-76.62,18,-125.2034,0.01,True,49.0,76.62,27.620000000000005,-76.62,-76.62,1.0,True,False
2023-01-08,19,-49.0,-76.62,15,-465.1698,-20.41,True,49.0,76.62,27.620000000000005,-76.62,-76.62,1.0,True,False
2023-01-08,20,-49.0,-76.62,9,-131.5798,0.01,True,49.0,76.62,27.620000000000005,-76.62,-76.62,1.0,True,False
2023-01-08,21,64.0,-76.62,12,-256.2869,0.0,True,-64.0,76.62,140.62,-76.62,-76.62,1.0,True,False
2023-01-08,22,0.0,-74.69,4,-37.2729,0.01,True,-0.0,74.69,74.69,-74.69,-74.69,1.0,True,False
2023-01-08,23,82.87,-69.0,14,-127.9284,82.26,True,-82.87,69.0,151.87,-69.0,-69.0,1.0,True,False
2023-01-08,46,85.17,-158.82,52,-243.8299,1.25,True,-85.17,158.82,243.99,-158.82,-158.82,1.0,True,False
2023-01-08,47,70.1304,-151.34,84,-469.0809,55.59,True,-70.1304,151.34,221.47039999999998,-151.34,-151.34,1.0,True,False
2023-01-08,48,70.1304,-88.0,112,-859.6173,1.25,True,-70.1304,88.0,158.1304,-88.0,-88.0,1.0,True,False
2023-01-09,1,60.72,-88.0,122,-633.5584,44.39,True,-60.72,88.0,148.72,-88.0,-88.0,1.0,True,False
2023-01-09,2,60.72,-88.0,117,-365.8108,48.39,True,-60.72,88.0,148.72,-88.0,-88.0,1.0,True,False
2023-01-09,3,57.1304,-88.0,112,-296.0321,44.9,True,-57.1304,88.0,145.1304,-88.0,-88.0,1.0,True,False
2023-01-09,4,57.1304,-75.0,98,-157.4966,46.04,True,-57.1304,75.0,132.1304,-75.0,-75.0,2.0,True,False
2023-01-09,5,38.8696,-75.51,82,-165.1671,27.79,True,-38.8696,75.51,114.37960000000001,-75.51,-75.51,2.0,True,False
2023-01-09,6,38.8696,-76.0,82,-225.9458,27.04282,True,-38.8696,76.0,114.86959999999999,-76.0,-76.0,1.0,True,False
2023-01-09,7,35.8304,-76.0,62,-390.3871,20.1,True,-35.8304,76.0,111.8304,-76.0,-76.0,1.0,True,False
2023-01-09,8,35.8304,-174.85,61,-482.814,19.98,True,-35.8304,174.85,210.6804,-174.85,-174.85,2.0,True,False
2023-01-09,9,43.2104,-163.25,61,-348.4062,32.32,True,-43.2104,163.25,206.4604,-163.25,-163.25,2.0,True,False
2023-01-09,10,43.2104,-76.0,57,-431.7501,30.48,True,-43.2104,76.0,119.21039999999999,-76.0,-76.0,1.0,True,False
2023-01-09,11,78.9896,-76.0,57,-256.6907,66.59,True,-78.9896,76.0,154.9896,-76.0,-76.0,1.0,True,False
2023-01-09,12,100.0,13.0,56,-137.8508,73.99,True,-100.0,-13.0,87.0,13.0,13.0,1.0,True,False
2023-01-09,35,134.19,10.0,51,-133.69731,18.56,True,-134.19,-10.0,124.19,10.0,10.0,1.0,True,False
2023-01-09,43,26.25,0.0,26,-1.9929,26.08459,True,-26.25,-0.0,26.25,0.0,0.0,3.0,True,False
2023-01-09,46,97.25,0.0,19,-120.5775,94.64,True,-97.25,-0.0,97.25,0.0,0.0,7.0,True,False
2023-01-10,5,84.04,0.0,42,-264.347,77.02,True,-84.04,-0.0,84.04,0.0,0.0,3.0,True,False
2023-01-10,6,84.04,0.0,47,-370.3972,76.75,True,-84.04,-0.0,84.04,0.0,0.0,3.0,True,False
2023-01-10,7,84.19,0.0,58,-517.5125,77.66,True,-84.19,-0.0,84.19,0.0,0.0,3.0,True,False
2023-01-10,8,84.19,0.0,48,-459.7292,77.73,True,-84.19,-0.0,84.19,0.0,0.0,3.0,True,False
2023-01-10,9,100.0,0.0,50,-395.7823,85.0,True,-100.0,-0.0,100.0,0.0,0.0,3.0,True,False
2023-01-10,10,95.27,0.0,72,-782.6765,81.0,True,-95.27,-0.0,95.27,0.0,0.0,10.0,True,False
2023-01-10,11,123.8501,-76.0,73,-895.86694,0.0,True,-123.8501,76.0,199.8501,-76.0,-76.0,1.0,True,False
2023-01-10,12,123.8501,-76.0,77,-709.8112,0.05,True,-123.8501,76.0,199.8501,-76.0,-76.0,1.0,True,False
2023-01-10,29,18.5,12.0,31,-41.9726,20.0,True,-18.5,-12.0,6.5,12.0,12.0,1.0,True,False
2023-01-10,30,18.5,0.0,39,-47.78901,17.85,True,-18.5,-0.0,18.5,0.0,0.0,1.0,True,False
